FIRST			4284	5.24		2254	2.76		3463	4.23		31044	37.96		1319	1.61		39411	48.19		81775																			
SECOND			248	18.80		291	22.06		237	17.97		226	17.13			Excluded		317	24.03		1319																			
	TOTAL		4532	5.54		2545	3.11		3700	4.52		31270	38.24					39728	48.58		81775																			
THIRD			1316	51.71			Excluded		270	10.61		619	24.32					340	13.36		2545																			
	TOTAL		5848	7.15					3970	4.85		31889	39.00					40068	49.00		81775																			
FOURTH			1492	37.58						Excluded		1094	27.56					1384	34.86		3970																			
	TOTAL		7340	8.98								32983	40.33					41452	50.69		81775																			
FIFTH				Excluded								5110	69.62					2230	30.38		7340																			
	TOTAL											38093	46.58					43682	53.42		81775																			
																			Elected																					
																																								
Rankin																																								
				EMERSON			WOOD			MACKENZIE			LLOYD			DOBSON																								
				Craig			Paul John			Mark			Daniel			Darryl																								
				(ALP)			(LP)			(HAN)			(GRN)			(DEM)																								
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																						
FIRST			36875	49.45		27524	36.91		4724	6.33		1875	2.51		3572	4.79		74570																						
SECOND			434	23.15		246	13.12		270	14.40			Excluded		925	49.33		1875																						
	TOTAL		37309	50.03		27770	37.24		4994	6.70					4497	6.03		74570																						
THIRD			2417	53.75		1238	27.53		842	18.72						Excluded		4497																						
	TOTAL		39726	53.27		29008	38.90		5836	7.83								74570																						
FOURTH			2541	43.54		3295	56.46			Excluded								5836																						
	TOTAL		42267	56.68		32303	43.32											74570																						
				Elected																																				
																																								
Ryan																																								
				GILLIES			JOHNSON			LANGENAUER			STASSE			DREW			SHORT			BRAZIER			ALLEN-ANKINS															
				Stewart			Michael			Jason			Mike			John			Leonie			Clive			Stephen															
				(NP)			(LP)			(DEM)			(GRN)			(HAN)			(ALP)			(HMP)			(IND)															
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total													
FIRST			5049	6.18		38894	47.57		4742	5.80		4035	4.94		1339	1.64		25603	31.32		1084	1.33		1010	1.24		81756													
SECOND			141	13.96		244	24.16		143	14.16		142	14.06		67	6.63		147	14.55		126	12.48			Excluded		1010													
	TOTAL		5190	6.35		39138	47.87		4885	5.98		4177	5.11		1406	1.72		25750	31.50		1210	1.48					81756													
THIRD			59	4.88		162	13.39		114	9.42		527	43.55		98	8.10		250	20.66			Excluded					1210													
	TOTAL		5249	6.42		39300	48.07		4999	6.11		4704	5.75		1504	1.84		26000	31.80								81756													
FOURTH			350	23.27		425	28.26		127	8.44		284	18.88			Excluded		318	21.14								1504													
	TOTAL		5599	6.85		39725	48.59		5126	6.27		4988	6.10					26318	32.19								81756													
FIFTH			298	5.97		582	11.67		2506	50.24			Excluded					1602	32.12								4988													
	TOTAL		5897	7.21		40307	49.30		7632	9.34								27920	34.15								81756													
SIXTH				Excluded		4885	82.84		589	9.99								423	7.17								5897													
	TOTAL					45192	55.28		8221	10.06								28343	34.67								81756													
SEVENTH						2736	33.28			Excluded								5485	66.72								8221													
	TOTAL					47928	58.62											33828	41.38								81756													
							Elected																																	
																																								
Wide Bay																																								
				WICKS			HETHERINGTON			TRUSS			DWYER			JANSEN			PITT			TREMLIN			SMITH			DALGLEISH												
				Graeme			Maurice			Warren			Jim			Paul			A R			Russ			Althea			David												
				(IND)			(CEC)			(NP)			(HAN)			(GRN)			(IND)			(ALP)			(DEM)			(IND)												
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total										
FIRST			3380	4.61		489	0.67		33124	45.15		8176	11.15		1385	1.89		2650	3.61		19733	26.90		1230	1.68		3192	4.35		73359										
SECOND			136	27.81			Excluded		121	24.74		103	21.06		26	5.32		34	6.95		29	5.93		8	1.64		32	6.54		489										
	TOTAL		3516	4.79					33245	45.32		8279	11.29		1411	1.92		2684	3.66		19762	26.94		1238	1.69		3224	4.39		73359										
THIRD			100	8.08					180	14.54		61	4.93		333	26.90		56	4.52		328	26.49			Excluded		180	14.54		1238										
	TOTAL		3616	4.93					33425	45.56		8340	11.37		1744	2.38		2740	3.74		20090	27.39					3404	4.64		73359										
FOURTH			269	15.42					264	15.14		162	9.29			Excluded		207	11.87		651	37.33					191	10.95		1744										
	TOTAL		3885	5.30					33689	45.92		8502	11.59					2947	4.02		20741	28.27					3595	4.90		73359										
FIFTH			1483	50.32					285	9.67		456	15.47						Excluded		240	8.14					483	16.39		2947										
	TOTAL		5368	7.32					33974	46.31		8958	12.21								20981	28.60					4078	5.56		73359										
SIXTH			1505	36.91					745	18.27		1212	29.72								616	15.11						Excluded		4078										
	TOTAL		6873	9.37					34719	47.33		10170	13.86								21597	29.44								73359										
SEVENTH				Excluded					2406	35.01		3473	50.53								994	14.46								6873										
	TOTAL								37125	50.61		13643	18.60								22591	30.80								73359										
EIGHTH									7423	54.41			Excluded								6220	45.59								13643										
	TOTAL								44548	60.73											28811	39.27								73359										
										Elected																														
																																								
