Senate - 2001 Election: New South Wales																																																																																	
First Preference Votes by Group 																																																																																	
By Polling Place																																																																																	

Riverina (87399)																																																																																	
		Group A Total			Group B Total			Group C Total			Group D Total			Group E Total			Group F Total			Group G Total			Group H Total			Group I Total			Group J Total			Group K Total			Group L Total			Group M Total			Group N Total			Group O Total			Group P Total			Group Q Total			Group R Total			Group S Total			Group T Total			Group U Total			Group V Total			Group W Total			Ungrouped Total 			FORMAL 			INFORMAL 			TOTAL 	
Wagga Wagga North		120	7.70		31	1.99		0	0.00		1	0.06		21	1.35		1	0.06		60	3.85		12	0.77		0	0.00		332	21.30		13	0.83		2	0.13		25	1.60		0	0.00		1	0.06		1	0.06		860	55.16		13	0.83		0	0.00		52	3.34		0	0.00		1	0.06		11	0.71		2	0.13		1559	96.95		49	3.05		1608	1.92
Wagga Wagga South		55	3.64		25	1.66		1	0.07		3	0.20		18	1.19		2	0.13		144	9.54		28	1.86		0	0.00		377	24.98		25	1.66		4	0.27		9	0.60		0	0.00		1	0.07		3	0.20		708	46.92		9	0.60		5	0.33		76	5.04		0	0.00		1	0.07		8	0.53		7	0.46		1509	96.92		48	3.08		1557	1.86
Wagga Wagga West		104	5.32		28	1.43		1	0.05		3	0.15		38	1.94		2	0.10		114	5.83		30	1.53		6	0.31		528	26.99		19	0.97		1	0.05		10	0.51		0	0.00		2	0.10		1	0.05		977	49.95		17	0.87		0	0.00		69	3.53		1	0.05		0	0.00		5	0.26		0	0.00		1956	96.64		68	3.36		2024	2.41
Wallendbeen		19	11.18		0	0.00		0	0.00		0	0.00		1	0.59		0	0.00		2	1.18		2	1.18		0	0.00		59	34.71		1	0.59		0	0.00		2	1.18		0	0.00		0	0.00		0	0.00		80	47.06		0	0.00		0	0.00		4	2.35		0	0.00		0	0.00		0	0.00		0	0.00		170	97.70		4	2.30		174	0.21
Wamoon		22	9.52		1	0.43		0	0.00		0	0.00		3	1.30		0	0.00		4	1.73		3	1.30		0	0.00		64	27.71		2	0.87		0	0.00		2	0.87		0	0.00		1	0.43		0	0.00		115	49.78		4	1.73		0	0.00		5	2.16		0	0.00		0	0.00		2	0.87		3	1.30		231	96.25		9	3.75		240	0.29
Wantabadgery		6	5.61		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		5	4.67		0	0.00		0	0.00		10	9.35		1	0.93		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		83	77.57		1	0.93		0	0.00		1	0.93		0	0.00		0	0.00		0	0.00		0	0.00		107	100.00		0	0.00		107	0.13
Whitton		46	11.39		1	0.25		0	0.00		0	0.00		5	1.24		0	0.00		7	1.73		8	1.98		2	0.50		103	25.50		4	0.99		3	0.74		8	1.98		0	0.00		2	0.50		1	0.25		202	50.00		6	1.49		0	0.00		2	0.50		0	0.00		0	0.00		3	0.74		1	0.25		404	98.06		8	1.94		412	0.49
Yanco		71	10.73		24	3.63		2	0.30		0	0.00		16	2.42		0	0.00		25	3.78		13	1.96		1	0.15		217	32.78		6	0.91		1	0.15		11	1.66		1	0.15		2	0.30		0	0.00		248	37.46		11	1.66		0	0.00		7	1.06		0	0.00		1	0.15		4	0.60		1	0.15		662	97.64		16	2.36		678	0.81
Yenda		82	8.84		14	1.51		0	0.00		0	0.00		29	3.13		0	0.00		17	1.83		6	0.65		1	0.11		255	27.48		9	0.97		2	0.22		14	1.51		2	0.22		0	0.00		5	0.54		464	50.00		11	1.19		0	0.00		12	1.29		0	0.00		0	0.00		4	0.43		1	0.11		928	95.77		41	4.23		969	1.16
Yoogali		31	4.94		7	1.12		0	0.00		0	0.00		16	2.55		1	0.16		14	2.23		3	0.48		0	0.00		185	29.51		4	0.64		0	0.00		13	2.07		3	0.48		1	0.16		1	0.16		331	52.79		5	0.80		0	0.00		6	0.96		0	0.00		0	0.00		6	0.96		0	0.00		627	95.73		28	4.27		655	0.78
Special Hospitals		10	2.03		8	1.63		0	0.00		0	0.00		3	0.61		0	0.00		9	1.83		0	0.00		1	0.20		154	31.30		1	0.20		3	0.61		2	0.41		0	0.00		0	0.00		1	0.20		298	60.57		0	0.00		0	0.00		2	0.41		0	0.00		0	0.00		0	0.00		0	0.00		492	98.60		7	1.40		499	0.60
Total Ordinary		4582	6.66		1405	2.04		38	0.06		49	0.07		1424	2.07		67	0.10		2844	4.13		710	1.03		121	0.18		19077	27.71		815	1.18		71	0.10		833	1.21		33	0.05		86	0.12		85	0.12		33980	49.36		600	0.87		65	0.09		1372	1.99		13	0.02		51	0.07		389	0.57		135	0.20		68845	96.34		2619	3.66		71464	85.23
ABSENT		236	6.11		69	1.79		4	0.10		5	0.13		77	1.99		3	0.08		257	6.66		49	1.27		7	0.18		861	22.30		69	1.79		1	0.03		64	1.66		3	0.08		7	0.18		4	0.10		1901	49.24		40	1.04		6	0.16		155	4.01		0	0.00		0	0.00		35	0.91		8	0.21		3861	98.34		65	1.66		3926	4.68
POSTAL		153	7.02		52	2.39		0	0.00		3	0.14		11	0.51		1	0.05		91	4.18		2	0.09		4	0.18		506	23.23		19	0.87		2	0.09		10	0.46		0	0.00		2	0.09		1	0.05		1255	57.62		14	0.64		0	0.00		35	1.61		0	0.00		3	0.14		13	0.60		1	0.05		2178	99.14		19	0.86		2197	2.62
PRE_POLL		336	6.26		91	1.69		0	0.00		2	0.04		100	1.86		5	0.09		287	5.34		62	1.15		5	0.09		1295	24.11		66	1.23		2	0.04		72	1.34		1	0.02		11	0.20		8	0.15		2838	52.84		29	0.54		7	0.13		118	2.20		0	0.00		1	0.02		29	0.54		6	0.11		5371	98.48		83	1.52		5454	6.50
PROVISIONAL		64	8.27		9	1.16		1	0.13		0	0.00		29	3.75		0	0.00		37	4.78		14	1.81		1	0.13		287	37.08		25	3.23		1	0.13		14	1.81		1	0.13		5	0.65		3	0.39		238	30.75		15	1.94		3	0.39		21	2.71		0	0.00		0	0.00		5	0.65		1	0.13		774	96.15		31	3.85		805	0.96
Division Summary		5371	6.63		1626	2.01		43	0.05		59	0.07		1641	2.03		76	0.09		3516	4.34		837	1.03		138	0.17		22026	27.18		994	1.23		77	0.1		993	1.23		38	0.05		111	0.14		101	0.12		40212	49.63		698	0.86		81	0.1		1701	2.1		13	0.02		55	0.07		471	0.58		151	0.19		81029	96.64		2817	3.36		83846	95.93
