Senate - 2001 Election: New South Wales																																																																																	
First Preference Votes by Group 																																																																																	
By Polling Place																																																																																	

Parkes (83036)																																																																																	
		Group A Total			Group B Total			Group C Total			Group D Total			Group E Total			Group F Total			Group G Total			Group H Total			Group I Total			Group J Total			Group K Total			Group L Total			Group M Total			Group N Total			Group O Total			Group P Total			Group Q Total			Group R Total			Group S Total			Group T Total			Group U Total			Group V Total			Group W Total			Ungrouped Total 			FORMAL 			INFORMAL 			TOTAL 	
Weethalle		29	11.46		3	1.19		0	0.00		0	0.00		4	1.58		0	0.00		5	1.98		0	0.00		1	0.40		38	15.02		0	0.00		0	0.00		3	1.19		0	0.00		0	0.00		1	0.40		164	64.82		3	1.19		0	0.00		2	0.79		0	0.00		0	0.00		0	0.00		0	0.00		253	97.31		7	2.69		260	0.33
West Wyalong		232	14.28		22	1.35		0	0.00		0	0.00		33	2.03		0	0.00		52	3.20		16	0.98		5	0.31		294	18.09		26	1.60		1	0.06		15	0.92		0	0.00		3	0.18		2	0.12		893	54.95		10	0.62		1	0.06		12	0.74		0	0.00		0	0.00		7	0.43		1	0.06		1625	95.87		70	4.13		1695	2.13
White Cliffs		26	23.42		1	0.90		0	0.00		0	0.00		2	1.80		0	0.00		1	0.90		2	1.80		0	0.00		16	14.41		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		57	51.35		1	0.90		0	0.00		4	3.60		1	0.90		0	0.00		0	0.00		0	0.00		111	97.37		3	2.63		114	0.14
Wilcannia		16	5.67		2	0.71		0	0.00		1	0.35		22	7.80		0	0.00		10	3.55		3	1.06		1	0.35		116	41.13		4	1.42		0	0.00		3	1.06		0	0.00		0	0.00		0	0.00		82	29.08		8	2.84		0	0.00		10	3.55		0	0.00		0	0.00		4	1.42		0	0.00		282	92.76		22	7.24		304	0.38
Wirrinya		9	9.57		3	3.19		0	0.00		0	0.00		1	1.06		0	0.00		3	3.19		0	0.00		0	0.00		7	7.45		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		70	74.47		0	0.00		0	0.00		1	1.06		0	0.00		0	0.00		0	0.00		0	0.00		94	97.92		2	2.08		96	0.12
Wongarbon		38	11.45		6	1.81		0	0.00		0	0.00		6	1.81		0	0.00		12	3.61		2	0.60		0	0.00		75	22.59		4	1.20		0	0.00		2	0.60		0	0.00		0	0.00		1	0.30		178	53.61		0	0.00		0	0.00		6	1.81		0	0.00		1	0.30		0	0.00		1	0.30		332	98.22		6	1.78		338	0.43
Wyalong		116	17.63		23	3.50		0	0.00		0	0.00		8	1.22		0	0.00		21	3.19		8	1.22		1	0.15		128	19.45		10	1.52		1	0.15		10	1.52		0	0.00		1	0.15		0	0.00		315	47.87		8	1.22		0	0.00		5	0.76		0	0.00		0	0.00		3	0.46		0	0.00		658	96.76		22	3.24		680	0.86
Special Hospitals		30	5.67		5	0.95		2	0.38		1	0.19		10	1.89		1	0.19		8	1.51		0	0.00		0	0.00		241	45.56		0	0.00		0	0.00		2	0.38		1	0.19		2	0.38		3	0.57		218	41.21		1	0.19		0	0.00		4	0.76		0	0.00		0	0.00		0	0.00		0	0.00		529	98.14		10	1.86		539	0.68
Total Ordinary		6709	10.50		1617	2.53		32	0.05		52	0.08		1246	1.95		77	0.12		1998	3.13		578	0.90		133	0.21		19647	30.75		519	0.81		32	0.05		579	0.91		16	0.03		83	0.13		68	0.11		28610	44.78		513	0.80		34	0.05		906	1.42		11	0.02		30	0.05		326	0.51		71	0.11		63887	96.47		2335	3.53		66222	83.30
ABSENT		335	6.76		122	2.46		1	0.02		4	0.08		94	1.90		2	0.04		233	4.71		65	1.31		7	0.14		1133	22.88		96	1.94		1	0.02		54	1.09		1	0.02		6	0.12		12	0.24		2560	51.70		32	0.65		8	0.16		133	2.69		0	0.00		4	0.08		44	0.89		5	0.10		4952	98.25		88	1.75		5040	6.34
POSTAL		322	11.02		82	2.81		1	0.03		1	0.03		17	0.58		3	0.10		95	3.25		7	0.24		6	0.21		643	22.00		25	0.86		2	0.07		11	0.38		0	0.00		2	0.07		4	0.14		1630	55.76		19	0.65		1	0.03		24	0.82		0	0.00		2	0.07		24	0.82		2	0.07		2923	99.42		17	0.58		2940	3.70
PRE_POLL		447	9.99		99	2.21		0	0.00		0	0.00		99	2.21		2	0.04		205	4.58		45	1.01		19	0.42		1469	32.82		42	0.94		2	0.04		33	0.74		1	0.02		3	0.07		2	0.04		1866	41.69		27	0.60		3	0.07		84	1.88		0	0.00		0	0.00		25	0.56		3	0.07		4476	98.70		59	1.30		4535	5.70
PROVISIONAL		86	11.57		10	1.35		1	0.13		0	0.00		25	3.36		2	0.27		20	2.69		15	2.02		3	0.40		280	37.69		16	2.15		0	0.00		14	1.88		2	0.27		1	0.13		0	0.00		229	30.82		15	2.02		2	0.27		13	1.75		0	0.00		1	0.13		8	1.08		0	0.00		743	98.02		15	1.98		758	0.95
Division Summary		7899	10.26		1930	2.51		35	0.05		57	0.07		1481	1.92		86	0.11		2551	3.31		710	0.92		168	0.22		23172	30.1		698	0.91		37	0.05		691	0.9		20	0.03		95	0.12		86	0.11		34895	45.33		606	0.79		48	0.06		1160	1.51		11	0.01		37	0.05		427	0.55		81	0.11		76981	96.84		2514	3.16		79495	95.74
