SIXTH			632	26.41			Excluded					413	17.26					325	13.58		214	8.94								809	33.81		2393							
	TOTAL		3167	4.70								13534	20.08					4162	6.18		3155	4.68								43371	64.36		67389							
SEVENTH			908	28.78								845	26.78					433	13.72			Excluded								969	30.71		3155							
	TOTAL		4075	6.05								14379	21.34					4595	6.82											44340	65.80		67389							
EIGHTH				Excluded								2916	71.56					652	16.00											507	12.44		4075							
	TOTAL											17295	25.66					5247	7.79											44847	66.55		67389							
NINTH												1920	36.59						Excluded											3327	63.41		5247							
	TOTAL											19215	28.51																	48174	71.49		67389							
																															Elected									
																																								
Gilmore																																								
			KNOTT			GASH			RYAN			MCCLUNG			BANGE			HAYES			MCLEOD			CROCKER																
			Peter			Joanna			Steve			Jean			Jane			Michael			Paul			Geoff																
			(CLR)			(LP)			(CTA)			(CEC)			(GRN)			(DEM)			(UNI)			(HAN)																
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total													
FIRST			20011	26.06		43089	56.11		1253	1.63		113	0.15		4218	5.49		3323	4.33		339	0.44		4454	5.80		76800													
SECOND			19	16.81		15	13.27		18	15.93			Excluded		16	14.16		18	15.93		19	16.81		8	7.08		113													
	TOTAL		20030	26.08		43104	56.13		1271	1.65					4234	5.51		3341	4.35		358	0.47		4462	5.81		76800													
THIRD			140	39.11		55	15.36		13	3.63					70	19.55		62	17.32			Excluded		18	5.03		358													
	TOTAL		20170	26.26		43159	56.20		1284	1.67					4304	5.60		3403	4.43					4480	5.83		76800													
FOURTH			127	9.89		856	66.67			Excluded					121	9.42		101	7.87					79	6.15		1284													
	TOTAL		20297	26.43		44015	57.31								4425	5.76		3504	4.56					4559	5.94		76800													
FIFTH			862	24.60		687	19.61								1767	50.43			Excluded					188	5.37		3504													
	TOTAL		21159	27.55		44702	58.21								6192	8.06								4747	6.18		76800													
SIXTH			957	20.16		1689	35.58								2101	44.26									Excluded		4747													
	TOTAL		22116	28.80		46391	60.40								8293	10.80											76800													
SEVENTH			5050	60.89		3243	39.11									Excluded											8293													
	TOTAL		27166	35.37		49634	64.63																				76800													
							Elected																																	
																																								
Grayndler																																								
			BAIRD			O'CONNOR			JOHNSON			ALBANESE			KENWORTHY			HALE			WAN			HERDEN																
			Matthew			Kane			Sue			Anthony			Brett			Sylvia			Guang Hua			Chris																
			(DEM)			(HAN)						(ALP)			(LP)			(GRN)			(UNI)			(CTA)																
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total													
FIRST			6750	9.12		1485	2.01		954	1.29		36379	49.15		16971	22.93		9666	13.06		1009	1.36		805	1.09		74019													
SECOND			106	13.17		54	6.71		22	2.73		118	14.66		298	37.02		97	12.05		110	13.66			Excluded		805													
	TOTAL		6856	9.26		1539	2.08		976	1.32		36497	49.31		17269	23.33		9763	13.19		1119	1.51					74019													
THIRD			131	13.42		104	10.66			Excluded		179	18.34		65	6.66		447	45.80		50	5.12					976													
	TOTAL		6987	9.44		1643	2.22					36676	49.55		17334	23.42		10210	13.79		1169	1.58					74019													
FOURTH			230	19.67		17	1.45					424	36.27		108	9.24		390	33.36			Excluded					1169													
	TOTAL		7217	9.75		1660	2.24					37100	50.12		17442	23.56		10600	14.32								74019													
FIFTH			405	24.40			Excluded					398	23.98		585	35.24		272	16.39								1660													
	TOTAL		7622	10.30								37498	50.66		18027	24.35		10872	14.69								74019													
SIXTH				Excluded								3120	40.93		937	12.29		3565	46.77								7622													
	TOTAL											40618	54.88		18964	25.62		14437	19.50								74019													
SEVENTH												12152	84.17		2285	15.83			Excluded								14437													
	TOTAL											52770	71.29		21249	28.71											74019													
													Elected																											
																																								
Greenway																																								
			BAWDEN			SHERWOOD			PETTITT			MOSSFIELD			VLATKO			FRANCIS			TANDA			HOLDER																
			Bob			Ted			Tony			Frank			Tony			Joseph			Amarjit Singh			Rick																
			(CTA)			(AFI)			(HAN)			(ALP)			(GRN)			(DEM)			(IND)			(LP)																
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total													
FIRST			4272	5.63		1608	2.12		4155	5.47		32380	42.67		2002	2.64		2818	3.71		620	0.82		28038	36.94		75893													
SECOND			38	6.13		39	6.29		27	4.35		140	22.58		97	15.65		134	21.61			Excluded		145	23.39		620													
	TOTAL		4310	5.68		1647	2.17		4182	5.51		32520	42.85		2099	2.77		2952	3.89					28183	37.14		75893													
THIRD			221	13.42			Excluded		559	33.94		330	20.04		166	10.08		100	6.07					271	16.45		1647													
	TOTAL		4531	5.97					4741	6.25		32850	43.28		2265	2.98		3052	4.02					28454	37.49		75893													
FOURTH			163	7.20					229	10.11		762	33.64			Excluded		810	35.76					301	13.29		2265													
	TOTAL		4694	6.19					4970	6.55		33612	44.29					3862	5.09					28755	37.89		75893													
FIFTH			386	9.99					281	7.28		2054	53.18						Excluded					1141	29.54		3862													
	TOTAL		5080	6.69					5251	6.92		35666	47.00											29896	39.39		75893													
SIXTH				Excluded					1635	32.19		1078	21.22											2367	46.59		5080													
	TOTAL								6886	9.07		36744	48.42											32263	42.51		75893													
SEVENTH										Excluded		3566	51.79											3320	48.21		6886													
	TOTAL											40310	53.11											35583	46.89		75893													
													Elected																											
																																								
Gwydir																																								
			WITTEN			HAIGH			GRAHAM			ROGERS			STRACHAN			WEBER			ANDERSON			MURNAIN			EDWARDS			O'REGAN										
			Richard			Bruce			Ken			Colin			Neil			Harry			John			Anne			Gary			Bevan										
			(CEC)			(IND)			(DEM)			(HAN)			(GRN)			(LEF)			(NP)			(CLR)			(IND)			(IND)										
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total							
FIRST			1197	1.56		4637	6.04		1242	1.62		7716	10.04		1324	1.72		1194	1.55		40437	52.63		17402	22.65		389	0.51		1289	1.68		76827							
SECOND			11	2.83		40	10.28		11	2.83		22	5.66		14	3.60		13	3.34		38	9.77		32	8.23			Excluded		208	53.47		389							
	TOTAL		1208	1.57		4677	6.09		1253	1.63		7738	10.07		1338	1.74		1207	1.57		40475	52.68		17434	22.69					1497	1.95		76827							
THIRD			85	7.04		118	9.78		59	4.89		220	18.23		140	11.60			Excluded		268	22.20		202	16.74					115	9.53		1207							
	TOTAL		1293	1.68		4795	6.24		1312	1.71		7958	10.36		1478	1.92					40743	53.03		17636	22.96					1612	2.10		76827							
FOURTH				Excluded		746	57.70		155	11.99		110	8.51		39	3.02					80	6.19		45	3.48					118	9.13		1293							
	TOTAL					5541	7.21		1467	1.91		8068	10.50		1517	1.97					40823	53.14		17681	23.01					1730	2.25		76827							
FIFTH						408	27.81			Excluded		132	9.00		333	22.70					251	17.11		271	18.47					72	4.91		1467							
	TOTAL					5949	7.74					8200	10.67		1850	2.41					41074	53.46		17952	23.37					1802	2.35		76827							
SIXTH						561	31.13					343	19.03		108	5.99					390	21.64		400	22.20						Excluded		1802							
	TOTAL					6510	8.47					8543	11.12		1958	2.55					41464	53.97		18352	23.89								76827							
SEVENTH						601	30.69					263	13.43			Excluded					439	22.42		655	33.45								1958							
	TOTAL					7111	9.26					8806	11.46								41903	54.54		19007	24.74								76827							
EIGHTH							Excluded					2936	41.29								2130	29.95		2045	28.76								7111							
	TOTAL											11742	15.28								44033	57.31		21052	27.40								76827							
NINTH													Excluded								5811	49.49		5931	50.51								11742							
	TOTAL																				49844	64.88		26983	35.12								76827							
																						Elected																		
																																								
Hughes																																								
			HEEMSTRA			VALE			RYAN			OZ			VAN DE WEG			HAWKINS																						
			Simon			Danna			William			Susan			Bruce			Christine																						
			(GRN)			(LP)			(CTA)			(HAN)			(DEM)			(ALP)																						
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																			
FIRST			3604	4.56		42393	53.61		1676	2.12		3885	4.91		2811	3.55		24706	31.24		79075																			
SECOND			105	6.26		1102	65.75			Excluded		135	8.05		125	7.46		209	12.47		1676																			
	TOTAL		3709	4.69		43495	55.00					4020	5.08		2936	3.71		24915	31.51		79075																			
THIRD			1307	44.52		587	19.99					131	4.46			Excluded		911	31.03		2936																			
	TOTAL		5016	6.34		44082	55.75					4151	5.25					25826	32.66		79075																			
FOURTH			1448	34.88		1657	39.92						Excluded					1046	25.20		4151																			
	TOTAL		6464	8.17		45739	57.84											26872	33.98		79075																			
FIFTH				Excluded		2034	31.47											4430	68.53		6464																			
	TOTAL					47773	60.41											31302	39.59		79075																			
							Elected																																	
																																								
Hume																																								
			SCHULTZ			WATCHIRS			ROXBURGH			PRELL			MERRIMAN																									
			Alby			Kevin			James			Charlie			Jan																									
			(LP)			(GRN)			(DEM)			(HAN)			(ALP)																									
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																						
FIRST			41899	52.99		3435	4.34		3762	4.76		6589	8.33		23389	29.58		79074																						
SECOND			594	17.29			Excluded		1808	52.63		280	8.15		753	21.92		3435																						
	TOTAL		42493	53.74					5570	7.04		6869	8.69		24142	30.53		79074																						
THIRD			1567	28.13						Excluded		640	11.49		3363	60.38		5570																						
	TOTAL		44060	55.72								7509	9.50		27505	34.78		79074																						
FOURTH			3218	42.86									Excluded		4291	57.14		7509																						
	TOTAL		47278	59.79											31796	40.21		79074																						
				Elected																																				
																																								
Hunter																																								
			MACAULAY			O'BRIEN			BENNISON			LAWLER			FOX			FITZGIBBON																						
			Rob			Larry			Rod			Ann			Bill			Joel																						
			(NP)			(GRN)			(DEM)			(CEC)			(HAN)			(ALP)																						
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																			
FIRST			21613	27.50		3553	4.52		3071	3.91		1137	1.45		8100	10.31		41123	52.32		78597																			
SECOND			250	21.99		153	13.46		173	15.22			Excluded		331	29.11		230	20.23		1137																			
	TOTAL		21863	27.82		3706	4.72		3244	4.13					8431	10.73		41353	52.61		78597																			
THIRD			754	23.24		1388	42.79			Excluded					261	8.05		841	25.92		3244																			
	TOTAL		22617	28.78		5094	6.48								8692	11.06		42194	53.68		78597																			
FOURTH			1911	37.51			Excluded								666	13.07		2517	49.41		5094																			
	TOTAL		24528	31.21											9358	11.91		44711	56.89		78597																			
FIFTH			6231	66.58												Excluded		3127	33.42		9358																			
	TOTAL		30759	39.14														47838	60.86		78597																			
																			Elected																					
																																								
Kingsford Smith																																								
			BROWN			NOTLEY-SMITH			HURWITZ			CARMAN			BRERETON			ZAKRZEWSKI																						
			Jill			Bruce			Arthur			Marina			Laurie			Peter																						
			(HAN)			(LP)			(GRN)						(ALP)			(DEM)																						
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																			
FIRST			3710	4.86		26169	34.26		5551	7.27		558	0.73		36428	47.69		3974	5.20		76390																			
SECOND			70	12.54		73	13.08		179	32.08			Excluded		133	23.84		103	18.46		558																			
	TOTAL		3780	4.95		26242	34.35		5730	7.50					36561	47.86		4077	5.34		76390																			
THIRD				Excluded		2335	61.77		575	15.21					647	17.12		223	5.90		3780																			
	TOTAL					28577	37.41		6305	8.25					37208	48.71		4300	5.63		76390																			
FOURTH						692	16.09		2013	46.81					1595	37.09			Excluded		4300																			
	TOTAL					29269	38.32		8318	10.89					38803	50.80					76390																			
FIFTH						2126	25.56			Excluded					6192	74.44					8318																			
	TOTAL					31395	41.10								44995	58.90					76390																			
																Elected																								
																																								
Lindsay																																								
			PHILLIPS			BRADBURY			EDWARDS			COURTNEY			NIXON			WATERS			MITCHELL			WALKER			BROWN			KELLY			EYKAMP			LINDSAY-HENDERSON				
			John			David			Lesley			Anthony David			Bill			Geraldine			Graham			Stephen			Geoff			Jackie			Jean M			Steve				
			(CTA)			(ALP)			(GRN)			(IND)			(HAN)			(DEM)			(IND)			(NCP)			(SAS)			(LP)			(NGST)			(IND)				
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	
FIRST			1930	2.64		25320	34.60		1819	2.49		727	0.99		3768	5.15		1584	2.16		236	0.32		122	0.17		2391	3.27		34339	46.93		534	0.73		400	0.55		73170	
SECOND			10	8.20		16	13.11		5	4.10		6	4.92		15	12.30		7	5.74		21	17.21			Excluded		12	9.84		13	10.66		10	8.20		7	5.74		122	
	TOTAL		1940	2.65		25336	34.63		1824	2.49		733	1.00		3783	5.17		1591	2.17		257	0.35					2403	3.28		34352	46.95		544	0.74		407	0.56		73170
THIRD			9	3.50		49	19.07		15	5.84		32	12.45		20	7.78		47	18.29			Excluded					15	5.84		24	9.34		10	3.89		36	14.01		257
	TOTAL		1949	2.66		25385	34.69		1839	2.51		765	1.05		3803	5.20		1638	2.24								2418	3.30		34376	46.98		554	0.76		443	0.61		73170
FOURTH			37	8.35		38	8.58		14	3.16		83	18.74		17	3.84		19	4.29								38	8.58		80	18.06		117	26.41			Excluded		443
	TOTAL		1986	2.71		25423	34.75		1853	2.53		848	1.16		3820	5.22		1657	2.26								2456	3.36		34456	47.09		671	0.92					73170
FIFTH			45	6.71		94	14.01		64	9.54		66	9.84		81	12.07		36	5.37								130	19.37		155	23.10			Excluded					671
	TOTAL		2031	2.78		25517	34.87		1917	2.62		914	1.25		3901	5.33		1693	2.31								2586	3.53		34611	47.30								73170
SIXTH			82	8.97		180	19.69		147	16.08			Excluded		116	12.69		109	11.93								134	14.66		146	15.97								914
	TOTAL		2113	2.89		25697	35.12		2064	2.82					4017	5.49		1802	2.46								2720	3.72		34757	47.50								73170
SEVENTH			112	6.22		486	26.97		508	28.19					150	8.32			Excluded								269	14.93		277	15.37								1802
	TOTAL		2225	3.04		26183	35.78		2572	3.52					4167	5.69											2989	4.09		35034	47.88								73170
EIGHTH				Excluded		749	33.66		283	12.72					162	7.28											332	14.92		699	31.42								2225
	TOTAL					26932	36.81		2855	3.90					4329	5.92											3321	4.54		35733	48.84								73170
NINTH						1174	41.12			Excluded					262	9.18											1042	36.50		377	13.20								2855
	TOTAL					28106	38.41								4591	6.27											4363	5.96		36110	49.35								73170
TENTH						1985	45.50								929	21.29												Excluded		1449	33.21								4363
	TOTAL					30091	41.12								5520	7.54														37559	51.33								73170	
ELEVENTH						2489	45.09									Excluded														3031	54.91								5520	
	TOTAL					32580	44.53																							40590	55.47								73170	
																															Elected									
																																								
Lowe																																								
			MURPHY			DOUST			GARRETT			WONG			KRUMINS			LANE			SOULOS																			
			John			David			Anna			Ernest			Harry			Max			Mersina																			
			(ALP)			(LP)			(DEM)			(UNI)			(HAN)						(GRN)																			
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																
FIRST			33508	44.77		31400	41.96		3359	4.49		1700	2.27		1463	1.95		267	0.36		3145	4.20		74842																
SECOND			49	18.35		20	7.49		36	13.48		28	10.49		15	5.62			Excluded		119	44.57		267																
	TOTAL		33557	44.84		31420	41.98		3395	4.54		1728	2.31		1478	1.97					3264	4.36		74842																
THIRD			300	20.30		563	38.09		113	7.65		88	5.95			Excluded					414	28.01		1478																
	TOTAL		33857	45.24		31983	42.73		3508	4.69		1816	2.43								3678	4.91		74842																
FOURTH			765	42.13		240	13.22		549	30.23			Excluded								262	14.43		1816																
	TOTAL		34622	46.26		32223	43.05		4057	5.42											3940	5.26		74842																
FIFTH			1198	30.41		577	14.64		2165	54.95												Excluded		3940																
	TOTAL		35820	47.86		32800	43.83		6222	8.31														74842																
SIXTH			4451	71.54		1771	28.46			Excluded														6222																
	TOTAL		40271	53.81		34571	46.19																	74842																
				Elected																																				
																																								
Lyne																																								
			STANFIELD			SARA			VAILE			ISHERWOOD			JIRMAN			MULDOON			STEVENS																			
			Lynn			Dane William			Mark			Siobhan			Philip			Graeme			Pat																			
			(HAN)			(IND)			(NP)			(GRN)			(DEM)			(CEC)			(CLR)																			
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																
FIRST			8178	10.21		963	1.20		42699	53.30		2380	2.97		2237	2.79		247	0.31		23405	29.22		80109																
SECOND			38	15.38		47	19.03		39	15.79		19	7.69		48	19.43			Excluded		56	22.67		247																
	TOTAL		8216	10.26		1010	1.26		42738	53.35		2399	2.99		2285	2.85					23461	29.29		80109																
THIRD			276	27.33			Excluded		273	27.03		175	17.33		145	14.36					141	13.96		1010																
	TOTAL		8492	10.60					43011	53.69		2574	3.21		2430	3.03					23602	29.46		80109																
FOURTH			190	7.82					486	20.00		1045	43.00			Excluded					709	29.18		2430																
	TOTAL		8682	10.84					43497	54.30		3619	4.52								24311	30.35		80109																
FIFTH			468	12.93					1031	28.49			Excluded								2120	58.58		3619																
	TOTAL		9150	11.42					44528	55.58											26431	32.99		80109																
SIXTH				Excluded					4529	49.50											4621	50.50		9150																
	TOTAL								49057	61.24											31052	38.76		80109																
										Elected																														
																																								
Macarthur																																								
			WATKINS			OATES			SANDERS			FARMER			LANTRY			KNOWLES			SHEPPARD			HUNT																
			Len			Meg			Eric			Pat			Jasmine			Gregory John			Elwyn			Geraldine																
			(HAN)			(ALP)			(NCP)			(LP)			(DEM)			(IND)			(CTA)			(GRN)																
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total													
FIRST			3759	5.25		25675	35.88		236	0.33		36348	50.79		1555	2.17		757	1.06		1052	1.47		2183	3.05		71565													
SECOND			44	18.64		55	23.31			Excluded		48	20.34		27	11.44		16	6.78		24	10.17		22	9.32		236													
	TOTAL		3803	5.31		25730	35.95					36396	50.86		1582	2.21		773	1.08		1076	1.50		2205	3.08		71565													
THIRD			95	12.29		235	30.40					130	16.82		116	15.01			Excluded		58	7.50		139	17.98		773													
	TOTAL		3898	5.45		25965	36.28					36526	51.04		1698	2.37					1134	1.58		2344	3.28		71565													
FOURTH			107	9.44		159	14.02					585	51.59		137	12.08						Excluded		146	12.87		1134													
	TOTAL		4005	5.60		26124	36.50					37111	51.86		1835	2.56								2490	3.48		71565													
FIFTH			107	5.83		517	28.17					481	26.21			Excluded								730	39.78		1835													
	TOTAL		4112	5.75		26641	37.23					37592	52.53											3220	4.50		71565													
SIXTH			433	13.45		1841	57.17					946	29.38												Excluded		3220													
	TOTAL		4545	6.35		28482	39.80					38538	53.85														71565													
SEVENTH				Excluded		2316	50.96					2229	49.04														4545													
	TOTAL					30798	43.04					40767	56.96														71565													
													Elected																											
																																								
Mackellar																																								
			PAPE			BISHOP			CUTHBERTSON			DIMOND			MOODY			CARPENTIER			MAY																			
			Andrea			Bronwyn			Peter			Vicki			Tom			Ben			George																			
			(GRN)			(LP)			(HAN)			(DEM)			(AFI)			(ALP)			(IND)																			
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																
FIRST			6277	8.07		44854	57.64		2182	2.80		7365	9.46		1171	1.50		14708	18.90		1265	1.63		77822																
SECOND			162	13.83		292	24.94		270	23.06		111	9.48			Excluded		189	16.14		147	12.55		1171																
	TOTAL		6439	8.27		45146	58.01		2452	3.15		7476	9.61					14897	19.14		1412	1.81		77822																
THIRD			325	23.02		306	21.67		147	10.41		274	19.41					360	25.50			Excluded		1412																
	TOTAL		6764	8.69		45452	58.41		2599	3.34		7750	9.96					15257	19.60					77822																
FOURTH			555	21.35		1151	44.29			Excluded		476	18.31					417	16.04					2599																
	TOTAL		7319	9.40		46603	59.88					8226	10.57					15674	20.14					77822																
FIFTH				Excluded		1664	22.74					4068	55.58					1587	21.68					7319																
	TOTAL					48267	62.02					12294	15.80					17261	22.18					77822																
SIXTH						3772	30.68						Excluded					8522	69.32					12294																
	TOTAL					52039	66.87											25783	33.13					77822																
							Elected																																	
																																								
Macquarie																																								
			WILLIAMS			SEARLE			GRIGG			MAJOROS			BUCKLEY			BARTLETT			WARREN																			
			Leigh			Adam			Brian			Les			Wayne			Kerry			Robert																			
			(GRN)			(ALP)			(CTA)			(DEM)			(HAN)			(LP)			(SAS)																			
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																
FIRST			6644	8.42		21160	26.83		1559	1.98		4304	5.46		3893	4.94		40225	51.00		1086	1.38		78871																
SECOND			453	41.71		154	14.18		32	2.95		99	9.12		110	10.13		238	21.92			Excluded		1086																
	TOTAL		7097	9.00		21314	27.02		1591	2.02		4403	5.58		4003	5.08		40463	51.30					78871																
THIRD			142	8.93		177	11.13			Excluded		165	10.37		141	8.86		966	60.72					1591																
	TOTAL		7239	9.18		21491	27.25					4568	5.79		4144	5.25		41429	52.53					78871																
FOURTH			744	17.95		1423	34.34					448	10.81			Excluded		1529	36.90					4144																
	TOTAL		7983	10.12		22914	29.05					5016	6.36					42958	54.47					78871																
FIFTH			2741	54.65		1422	28.35						Excluded					853	17.01					5016																
	TOTAL		10724	13.60		24336	30.86											43811	55.55					78871																
SIXTH				Excluded		8262	77.04											2462	22.96					10724																
	TOTAL					32598	41.33											46273	58.67					78871																
																			Elected																					
																																								
Mitchell																																								
			MUDGEE			CADMAN			BAGGS			TAYLOR			MCSHANE			GREGORY			BURKE			EDER																
			David			Alan			David			Cindy			John			Ken			Stephen			Dale																
			(AFI)			(LP)			(DEM)			(GRN)			(ALP)			(CTA)			(IND)			(HAN)																
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total													
FIRST			1235	1.56		49995	63.26		3769	4.77		2470	3.13		16987	21.49		1681	2.13		712	0.90		2183	2.76		79032													
SECOND			44	6.18		159	22.33		117	16.43		162	22.75		93	13.06		59	8.29			Excluded		78	10.96		712													
	TOTAL		1279	1.62		50154	63.46		3886	4.92		2632	3.33		17080	21.61		1740	2.20					2261	2.86		79032													
THIRD				Excluded		576	45.04		121	9.46		143	11.18		132	10.32		37	2.89					270	21.11		1279													
	TOTAL					50730	64.19		4007	5.07		2775	3.51		17212	21.78		1777	2.25					2531	3.20		79032													
FOURTH						1158	65.17		147	8.27		123	6.92		236	13.28			Excluded					113	6.36		1777													
	TOTAL					51888	65.65		4154	5.26		2898	3.67		17448	22.08								2644	3.35		79032													
FIFTH						1530	57.87		233	8.81		367	13.88		514	19.44									Excluded		2644													
	TOTAL					53418	67.59		4387	5.55		3265	4.13		17962	22.73											79032													
SIXTH						678	20.77		1571	48.12			Excluded		1016	31.12											3265													
	TOTAL					54096	68.45		5958	7.54					18978	24.01											79032													
SEVENTH						2270	38.10			Excluded					3688	61.90											5958													
	TOTAL					56366	71.32								22666	28.68											79032													
							Elected																																	
																																								
Newcastle																																								
			WILLIAMS			WILLIAMS			CRITICOS			GRIERSON			SUTTON			KILLION-DELCASTILLO			BATTERSBY			KAVANAGH			LAWN													
			Harry			David M			Harry			Sharon			John			Erin			Elaine			Mary			Barrie													
			(PLP)			(LP)			(IND)			(ALP)			(GRN)						(CTA)			(DEM)			(HAN)													
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total										
FIRST			4093	5.11		24312	30.37		1899	2.37		32780	40.95		6022	7.52		354	0.44		1238	1.55		4601	5.75		4753	5.94		80052										
SECOND			101	28.53		25	7.06		27	7.63		40	11.30		98	27.68			Excluded		20	5.65		34	9.60		9	2.54		354										
	TOTAL		4194	5.24		24337	30.40		1926	2.41		32820	41.00		6120	7.65					1258	1.57		4635	5.79		4762	5.95		80052										
THIRD			48	3.82		655	52.07		74	5.88		111	8.82		108	8.59						Excluded		173	13.75		89	7.07		1258										
	TOTAL		4242	5.30		24992	31.22		2000	2.50		32931	41.14		6228	7.78								4808	6.01		4851	6.06		80052										
FOURTH			190	9.50		602	30.10			Excluded		337	16.85		352	17.60								301	15.05		218	10.90		2000										
	TOTAL		4432	5.54		25594	31.97					33268	41.56		6580	8.22								5109	6.38		5069	6.33		80052										
FIFTH				Excluded		1533	34.59					1671	37.70		715	16.13								214	4.83		299	6.75		4432										
	TOTAL					27127	33.89					34939	43.65		7295	9.11								5323	6.65		5368	6.71		80052										
SIXTH						928	17.43					1411	26.51		2591	48.68									Excluded		393	7.38		5323										
	TOTAL					28055	35.05					36350	45.41		9886	12.35											5761	7.20		80052										
SEVENTH						1681	29.18					1241	21.54		2839	49.28												Excluded		5761										
	TOTAL					29736	37.15					37591	46.96		12725	15.90														80052										
EIGHTH						4761	37.41					7964	62.59			Excluded														12725										
	TOTAL					34497	43.09					45555	56.91																	80052										
													Elected																											
																																								
New England																																								
			REINER			MCCARTHY			WINDSOR			BOUNDS			REARDON			ST. CLAIR																						
			Michelle			Annette			Tony			Kayleen			Chris			Stuart																						
			(GRN)			(CLR)			(IND)			(HAN)			(DEM)			(NP)																						
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																			
FIRST			1807	2.26		7947	9.95		35992	45.04		2202	2.76		876	1.10		31079	38.90		79903																			
SECOND			349	39.84		138	15.75		220	25.11		34	3.88			Excluded		135	15.41		876																			
	TOTAL		2156	2.70		8085	10.12		36212	45.32		2236	2.80					31214	39.06		79903																			
THIRD				Excluded		1054	48.89		829	38.45		100	4.64					173	8.02		2156																			
	TOTAL					9139	11.44		37041	46.36		2336	2.92					31387	39.28		79903																			
FOURTH						487	20.85		1241	53.13			Excluded					608	26.03		2336																			
	TOTAL					9626	12.05		38282	47.91								31995	40.04		79903																			
FIFTH							Excluded		8298	86.20								1328	13.80		9626																			
	TOTAL								46580	58.30								33323	41.70		79903																			
										Elected																														
																																								
North Sydney																																								
			WARD			HOCKEY			MCGUIRE			STEEL			LAM			TEIRNEY																						
			Colin			Joe			Bryan			Mike			Brian			Fran																						
			(CTA)			(LP)			(DEM)			(GRN)			(UNI)			(ALP)																						
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																			
FIRST			1227	1.55		44995	56.96		6528	8.26		6053	7.66		861	1.09		19325	24.47		78989																			
SECOND			59	6.85		164	19.05		121	14.05		215	24.97			Excluded		302	35.08		861																			
	TOTAL		1286	1.63		45159	57.17		6649	8.42		6268	7.94					19627	24.85		78989																			
THIRD				Excluded		788	61.28		187	14.54		164	12.75					147	11.43		1286																			
	TOTAL					45947	58.17		6836	8.65		6432	8.14					19774	25.03		78989																			
FOURTH						812	12.62		3964	61.63			Excluded					1656	25.75		6432																			
	TOTAL					46759	59.20		10800	13.67								21430	27.13		78989																			
FIFTH						3175	29.40			Excluded								7625	70.60		10800																			
	TOTAL					49934	63.22											29055	36.78		78989																			
							Elected																																	
																																								
Page																																								
			POLLARD-O'HARA			COOPER			LAMPIS			BEHN			JEFFREYS			CANALES			FELSCH			FLANAGAN			CORKILL			CAUSLEY			GRIFFITHS			MATHEW				
			Kathryn			Tom			Edda			Doug			Allan			Judy			Arthur James			Terry			John			Ian			Angela			Marie				
			(IND)			(IND)						(IND)			(DEM)			(HMP)			(CTA)			(CLR)			(GRN)			(NP)			(CEC)			(HAN)				
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	
FIRST			1240	1.66		5482	7.35		231	0.31		636	0.85		2012	2.70		1274	1.71		1344	1.80		21618	29.00		5365	7.20		31204	41.85		110	0.15		4039	5.42		74555
SECOND			8	7.27		15	13.64		1	0.91		9	8.18		5	4.55		4	3.64		5	4.55		16	14.55		18	16.36		16	14.55			Excluded		13	11.82		110
	TOTAL		1248	1.67		5497	7.37		232	0.31		645	0.87		2017	2.71		1278	1.71		1349	1.81		21634	29.02		5383	7.22		31220	41.88					4052	5.43		74555
THIRD			14	6.03		38	16.38			Excluded		13	5.60		19	8.19		28	12.07		5	2.16		9	3.88		95	40.95		8	3.45					3	1.29		232
