		TOTAL		238	23.06		601	58.24								155	15.02								38	3.68		1032	
	SIXTH			8	21.05		17	44.74								13	34.21									Excluded		38	
		TOTAL		246	23.84		618	59.88								168	16.28											1032	
	SEVENTH			114	67.86		54	32.14									Excluded											168	
		TOTAL		360	34.88		672	65.12																				1032	
							Elected																						
																													
Kangaroo Valley                                                																													
	FIRST			130	18.47		373	52.98		12	1.70		1	0.14		100	14.20		63	8.95		4	0.57		21	2.98		704	
	SECOND			1	100.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		1	
		TOTAL		131	18.61		373	52.98		12	1.70					100	14.20		63	8.95		4	0.57		21	2.98		704	
	THIRD			1	25.00		0	0.00		0	0.00					2	50.00		1	25.00			Excluded		0	0.00		4	
		TOTAL		132	18.75		373	52.98		12	1.70					102	14.49		64	9.09					21	2.98		704	
	FOURTH			0	0.00		9	75.00			Excluded					0	0.00		3	25.00					0	0.00		12	
		TOTAL		132	18.75		382	54.26								102	14.49		67	9.52					21	2.98		704	
	FIFTH			16	23.88		20	29.85								29	43.28			Excluded					2	2.99		67	
		TOTAL		148	21.02		402	57.10								131	18.61								23	3.27		704	
	SIXTH			4	17.39		14	60.87								5	21.74									Excluded		23	
		TOTAL		152	21.59		416	59.09								136	19.32											704	
	SEVENTH			112	82.35		24	17.65									Excluded											136	
		TOTAL		264	37.50		440	62.50																				704	
							Elected																						
																													
Kiama                                                          																													
	FIRST			717	26.39		1430	52.63		46	1.69		3	0.11		201	7.40		205	7.55		8	0.29		107	3.94		2717	
	SECOND			1	33.33		0	0.00		0	0.00			Excluded		1	33.33		1	33.33		0	0.00		0	0.00		3	
		TOTAL		718	26.43		1430	52.63		46	1.69					202	7.43		206	7.58		8	0.29		107	3.94		2717	
	THIRD			0	0.00		1	12.50		0	0.00					4	50.00		2	25.00			Excluded		1	12.50		8	
		TOTAL		718	26.43		1431	52.67		46	1.69					206	7.58		208	7.66					108	3.97		2717	
	FOURTH			2	4.35		33	71.74			Excluded					2	4.35		6	13.04					3	6.52		46	
		TOTAL		720	26.50		1464	53.88								208	7.66		214	7.88					111	4.09		2717	
	FIFTH			33	15.42		35	16.36								141	65.89			Excluded					5	2.34		214	
		TOTAL		753	27.71		1499	55.17								349	12.85								116	4.27		2717	
	SIXTH			20	17.24		40	34.48								56	48.28									Excluded		116	
		TOTAL		773	28.45		1539	56.64								405	14.91											2717	
	SEVENTH			274	67.65		131	32.35									Excluded											405	
		TOTAL		1047	38.54		1670	61.46																				2717	
							Elected																						
																													
Kiama Downs                                                    																													
	FIRST			406	29.46		634	46.01		47	3.41		4	0.29		109	7.91		114	8.27		1	0.07		63	4.57		1378	
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		2	50.00		2	50.00		0	0.00		4	
		TOTAL		406	29.46		634	46.01		47	3.41					109	7.91		116	8.42		3	0.22		63	4.57		1378	
	THIRD			1	33.33		0	0.00		1	33.33					0	0.00		1	33.33			Excluded		0	0.00		3	
		TOTAL		407	29.54		634	46.01		48	3.48					109	7.91		117	8.49					63	4.57		1378	
	FOURTH			4	8.33		34	70.83			Excluded					3	6.25		4	8.33					3	6.25		48	
		TOTAL		411	29.83		668	48.48								112	8.13		121	8.78					66	4.79		1378	
	FIFTH			34	28.10		22	18.18								52	42.98			Excluded					13	10.74		121	
		TOTAL		445	32.29		690	50.07								164	11.90								79	5.73		1378	
	SIXTH			15	18.99		23	29.11								41	51.90									Excluded		79	
		TOTAL		460	33.38		713	51.74								205	14.88											1378	
	SEVENTH			125	60.98		80	39.02									Excluded											205	
		TOTAL		585	42.45		793	57.55																				1378	
							Elected																						
																													
Kiama South                                                    																													
	FIRST			270	28.66		451	47.88		19	2.02		5	0.53		82	8.70		58	6.16		4	0.42		53	5.63		942	
	SECOND			1	20.00		2	40.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		2	40.00		5	
		TOTAL		271	28.77		453	48.09		19	2.02					82	8.70		58	6.16		4	0.42		55	5.84		942	
	THIRD			0	0.00		0	0.00		1	25.00					0	0.00		3	75.00			Excluded		0	0.00		4	
		TOTAL		271	28.77		453	48.09		20	2.12					82	8.70		61	6.48					55	5.84		942	
	FOURTH			2	10.00		15	75.00			Excluded					2	10.00		0	0.00					1	5.00		20	
		TOTAL		273	28.98		468	49.68								84	8.92		61	6.48					56	5.94		942	
	FIFTH			18	29.51		9	14.75								30	49.18			Excluded					4	6.56		61	
		TOTAL		291	30.89		477	50.64								114	12.10								60	6.37		942	
	SIXTH			6	10.00		19	31.67								35	58.33									Excluded		60	
		TOTAL		297	31.53		496	52.65								149	15.82											942	
	SEVENTH			92	61.74		57	38.26									Excluded											149	
		TOTAL		389	41.30		553	58.70																				942	
							Elected																						
																													
Lake Conjola                                                   																													
	FIRST			155	31.70		286	58.49		0	0.00		0	0.00		15	3.07		12	2.45		1	0.20		20	4.09		489	
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0	
		TOTAL		155	31.70		286	58.49		0	0.00					15	3.07		12	2.45		1	0.20		20	4.09		489	
	THIRD			1	100.00		0	0.00		0	0.00					0	0.00		0	0.00			Excluded		0	0.00		1	
		TOTAL		156	31.90		286	58.49		0	0.00					15	3.07		12	2.45					20	4.09		489	
	FOURTH			0	0.00		0	0.00			Excluded					0	0.00		0	0.00					0	0.00		0	
		TOTAL		156	31.90		286	58.49								15	3.07		12	2.45					20	4.09		489	
	FIFTH			5	41.67		0	0.00								6	50.00			Excluded					1	8.33		12	
		TOTAL		161	32.92		286	58.49								21	4.29								21	4.29		489	
	SIXTH			4	19.05		5	23.81								12	57.14									Excluded		21	
		TOTAL		165	33.74		291	59.51								33	6.75											489	
	SEVENTH			21	63.64		12	36.36									Excluded											33	
		TOTAL		186	38.04		303	61.96																				489	
							Elected																						
																													
Manyana                                                        																													
	FIRST			136	35.98		163	43.12		0	0.00		0	0.00		29	7.67		8	2.12		0	0.00		42	11.11		378	
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0	
		TOTAL		136	35.98		163	43.12		0	0.00					29	7.67		8	2.12		0	0.00		42	11.11		378	
	THIRD			0	0.00		0	0.00		0	0.00					0	0.00		0	0.00			Excluded		0	0.00		0	
		TOTAL		136	35.98		163	43.12		0	0.00					29	7.67		8	2.12					42	11.11		378	
	FOURTH			0	0.00		0	0.00			Excluded					0	0.00		0	0.00					0	0.00		0	
		TOTAL		136	35.98		163	43.12								29	7.67		8	2.12					42	11.11		378	
	FIFTH			1	12.50		1	12.50								6	75.00			Excluded					0	0.00		8	
		TOTAL		137	36.24		164	43.39								35	9.26								42	11.11		378	
	SIXTH			14	33.33		11	26.19								17	40.48									Excluded		42	
		TOTAL		151	39.95		175	46.30								52	13.76											378	
	SEVENTH			33	63.46		19	36.54									Excluded											52	
		TOTAL		184	48.68		194	51.32																				378	
							Elected																						
																													
Mayflower                                                      																													
	FIRST			83	27.04		185	60.26		10	3.26		0	0.00		8	2.61		12	3.91		1	0.33		8	2.61		307	
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0	
		TOTAL		83	27.04		185	60.26		10	3.26					8	2.61		12	3.91		1	0.33		8	2.61		307	
	THIRD			0	0.00		1	100.00		0	0.00					0	0.00		0	0.00			Excluded		0	0.00		1	
		TOTAL		83	27.04		186	60.59		10	3.26					8	2.61		12	3.91					8	2.61		307	
	FOURTH			0	0.00		7	70.00			Excluded					2	20.00		1	10.00					0	0.00		10	
		TOTAL		83	27.04		193	62.87								10	3.26		13	4.23					8	2.61		307	
	FIFTH			2	15.38		5	38.46								5	38.46			Excluded					1	7.69		13	
		TOTAL		85	27.69		198	64.50								15	4.89								9	2.93		307	
	SIXTH			1	11.11		5	55.56								3	33.33									Excluded		9	
		TOTAL		86	28.01		203	66.12								18	5.86											307	
	SEVENTH			13	72.22		5	27.78									Excluded											18	
		TOTAL		99	32.25		208	67.75																				307	
							Elected																						
																													
Milton                                                         																													
	FIRST			314	22.66		803	57.94		17	1.23		0	0.00		101	7.29		60	4.33		10	0.72		81	5.84		1386	
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0	
		TOTAL		314	22.66		803	57.94		17	1.23					101	7.29		60	4.33		10	0.72		81	5.84		1386	
	THIRD			5	50.00		0	0.00		0	0.00					5	50.00		0	0.00			Excluded		0	0.00		10	
		TOTAL		319	23.02		803	57.94		17	1.23					106	7.65		60	4.33					81	5.84		1386	
	FOURTH			3	17.65		12	70.59			Excluded					0	0.00		2	11.76					0	0.00		17	
		TOTAL		322	23.23		815	58.80								106	7.65		62	4.47					81	5.84		1386	
	FIFTH			18	29.03		10	16.13								32	51.61			Excluded					2	3.23		62	
		TOTAL		340	24.53		825	59.52								138	9.96								83	5.99		1386	
	SIXTH			19	22.89		26	31.33								38	45.78									Excluded		83	
		TOTAL		359	25.90		851	61.40								176	12.70											1386	
	SEVENTH			135	76.70		41	23.30									Excluded											176	
		TOTAL		494	35.64		892	64.36																				1386	
							Elected																						
																													
Minnamurra                                                     																													
	FIRST			503	28.23		843	47.31		50	2.81		1	0.06		166	9.32		113	6.34		4	0.22		102	5.72		1782	
	SECOND			0	0.00		1	100.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		1	
		TOTAL		503	28.23		844	47.36		50	2.81					166	9.32		113	6.34		4	0.22		102	5.72		1782	
	THIRD			0	0.00		1	25.00		0	0.00					1	25.00		2	50.00			Excluded		0	0.00		4	
		TOTAL		503	28.23		845	47.42		50	2.81					167	9.37		115	6.45					102	5.72		1782	
	FOURTH			2	4.00		31	62.00			Excluded					9	18.00		5	10.00					3	6.00		50	
		TOTAL		505	28.34		876	49.16								176	9.88		120	6.73					105	5.89		1782	
	FIFTH			30	25.00		22	18.33								67	55.83			Excluded					1	0.83		120	
		TOTAL		535	30.02		898	50.39								243	13.64								106	5.95		1782	
	SIXTH			23	21.70		30	28.30								53	50.00									Excluded		106	
		TOTAL		558	31.31		928	52.08								296	16.61											1782	
	SEVENTH			175	59.12		121	40.88									Excluded											296	
		TOTAL		733	41.13		1049	58.87																				1782	
							Elected																						
																													
Mollymook                                                      																													
	FIRST			353	27.30		741	57.31		17	1.31		0	0.00		76	5.88		31	2.40		2	0.15		73	5.65		1293	
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0	
		TOTAL		353	27.30		741	57.31		17	1.31					76	5.88		31	2.40		2	0.15		73	5.65		1293	
	THIRD			1	50.00		0	0.00		0	0.00					1	50.00		0	0.00			Excluded		0	0.00		2	
		TOTAL		354	27.38		741	57.31		17	1.31					77	5.96		31	2.40					73	5.65		1293	
	FOURTH			0	0.00		14	82.35			Excluded					1	5.88		0	0.00					2	11.76		17	
		TOTAL		354	27.38		755	58.39								78	6.03		31	2.40					75	5.80		1293	
	FIFTH			9	29.03		3	9.68								17	54.84			Excluded					2	6.45		31	
		TOTAL		363	28.07		758	58.62								95	7.35								77	5.96		1293	
	SIXTH			14	18.18		15	19.48								48	62.34									Excluded		77	
		TOTAL		377	29.16		773	59.78								143	11.06											1293	
	SEVENTH			93	65.03		50	34.97									Excluded											143	
		TOTAL		470	36.35		823	63.65																				1293	
							Elected																						
																													
Moss Vale                                                      																													
	FIRST			570	31.77		937	52.23		44	2.45		3	0.17		73	4.07		75	4.18		3	0.17		89	4.96		1794	
	SECOND			0	0.00		0	0.00		1	33.33			Excluded		2	66.67		0	0.00		0	0.00		0	0.00		3	
		TOTAL		570	31.77		937	52.23		45	2.51					75	4.18		75	4.18		3	0.17		89	4.96		1794	
	THIRD			0	0.00		1	33.33		0	0.00					1	33.33		1	33.33			Excluded		0	0.00		3	
		TOTAL		570	31.77		938	52.29		45	2.51					76	4.24		76	4.24					89	4.96		1794	
	FOURTH			5	11.11		31	68.89			Excluded					4	8.89		2	4.44					3	6.67		45	
		TOTAL		575	32.05		969	54.01								80	4.46		78	4.35					92	5.13		1794	
	FIFTH			22	28.21		12	15.38								41	52.56			Excluded					3	3.85		78	
		TOTAL		597	33.28		981	54.68								121	6.74								95	5.30		1794	
	SIXTH			18	18.95		28	29.47								49	51.58									Excluded		95	
		TOTAL		615	34.28		1009	56.24								170	9.48											1794	
	SEVENTH			96	56.47		74	43.53									Excluded											170	
		TOTAL		711	39.63		1083	60.37																				1794	
							Elected																						
																													
Moss Vale Central                                              																													
	FIRST			523	28.04		1049	56.25		29	1.55		5	0.27		79	4.24		95	5.09		0	0.00		85	4.56		1865	
	SECOND			1	20.00		0	0.00		2	40.00			Excluded		1	20.00		0	0.00		1	20.00		0	0.00		5	
		TOTAL		524	28.10		1049	56.25		31	1.66					80	4.29		95	5.09		1	0.05		85	4.56		1865	
	THIRD			0	0.00		0	0.00		0	0.00					0	0.00		1	100.00			Excluded		0	0.00		1	
		TOTAL		524	28.10		1049	56.25		31	1.66					80	4.29		96	5.15					85	4.56		1865	
	FOURTH			3	9.68		22	70.97			Excluded					1	3.23		2	6.45					3	9.68		31	
		TOTAL		527	28.26		1071	57.43								81	4.34		98	5.25					88	4.72		1865	
	FIFTH			19	19.39		15	15.31								59	60.20			Excluded					5	5.10		98	
		TOTAL		546	29.28		1086	58.23								140	7.51								93	4.99		1865	
	SIXTH			16	17.20		21	22.58								56	60.22									Excluded		93	
		TOTAL		562	30.13		1107	59.36								196	10.51											1865	
	SEVENTH			112	57.14		84	42.86									Excluded											196	
		TOTAL		674	36.14		1191	63.86																				1865	
							Elected																						
																													
Nowra                                                          																													
	FIRST			506	23.48		1306	60.60		48	2.23		5	0.23		97	4.50		66	3.06		20	0.93		107	4.97		2155	
	SECOND			0	0.00		0	0.00		1	20.00			Excluded		1	20.00		2	40.00		1	20.00		0	0.00		5	
		TOTAL		506	23.48		1306	60.60		49	2.27					98	4.55		68	3.16		21	0.97		107	4.97		2155	
	THIRD			11	52.38		8	38.10		0	0.00					1	4.76		1	4.76			Excluded		0	0.00		21	
		TOTAL		517	23.99		1314	60.97		49	2.27					99	4.59		69	3.20					107	4.97		2155	
	FOURTH			3	6.12		41	83.67			Excluded					1	2.04		2	4.08					2	4.08		49	
		TOTAL		520	24.13		1355	62.88								100	4.64		71	3.29					109	5.06		2155	
	FIFTH			16	22.54		13	18.31								34	47.89			Excluded					8	11.27		71	
		TOTAL		536	24.87		1368	63.48								134	6.22								117	5.43		2155	
	SIXTH			21	17.95		31	26.50								65	55.56									Excluded		117	
		TOTAL		557	25.85		1399	64.92								199	9.23											2155	
	SEVENTH			111	55.78		88	44.22									Excluded											199	
		TOTAL		668	31.00		1487	69.00																				2155	
							Elected																						
																													
Nowra Centre                                                   																													
	FIRST			193	17.61		706	64.42		22	2.01		1	0.09		57	5.20		49	4.47		7	0.64		61	5.57		1096	
	SECOND			1	100.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		1	
		TOTAL		194	17.70		706	64.42		22	2.01					57	5.20		49	4.47		7	0.64		61	5.57		1096	
	THIRD			2	28.57		2	28.57		0	0.00					2	28.57		1	14.29			Excluded		0	0.00		7	
		TOTAL		196	17.88		708	64.60		22	2.01					59	5.38		50	4.56					61	5.57		1096	
	FOURTH			1	4.55		14	63.64			Excluded					3	13.64		1	4.55					3	13.64		22	
		TOTAL		197	17.97		722	65.88								62	5.66		51	4.65					64	5.84		1096	
	FIFTH			12	23.53		11	21.57								28	54.90			Excluded					0	0.00		51	
		TOTAL		209	19.07		733	66.88								90	8.21								64	5.84		1096	
	SIXTH			12	18.75		29	45.31								23	35.94									Excluded		64	
		TOTAL		221	20.16		762	69.53								113	10.31											1096	
	SEVENTH			70	61.95		43	38.05									Excluded											113	
		TOTAL		291	26.55		805	73.45																				1096	
							Elected																						
																													
Nowra East                                                     																													
	FIRST			535	28.70		1036	55.58		25	1.34		4	0.21		63	3.38		51	2.74		44	2.36		106	5.69		1864	
	SECOND			0	0.00		0	0.00		1	25.00			Excluded		1	25.00		0	0.00		2	50.00		0	0.00		4	
		TOTAL		535	28.70		1036	55.58		26	1.39					64	3.43		51	2.74		46	2.47		106	5.69		1864	
	THIRD			28	60.87		7	15.22		3	6.52					3	6.52		5	10.87			Excluded		0	0.00		46	
		TOTAL		563	30.20		1043	55.95		29	1.56					67	3.59		56	3.00					106	5.69		1864	
	FOURTH			3	10.34		24	82.76			Excluded					1	3.45		1	3.45					0	0.00		29	
		TOTAL		566	30.36		1067	57.24								68	3.65		57	3.06					106	5.69		1864	
	FIFTH			24	42.11		10	17.54								19	33.33			Excluded					4	7.02		57	
		TOTAL		590	31.65		1077	57.78								87	4.67								110	5.90		1864	
	SIXTH			25	22.73		38	34.55								47	42.73									Excluded		110	
		TOTAL		615	32.99		1115	59.82								134	7.19											1864	
	SEVENTH			73	54.48		61	45.52									Excluded											134	
		TOTAL		688	36.91		1176	63.09																				1864	
							Elected																						
																													
Nowra Hill                                                     																													
	FIRST			52	17.81		200	68.49		2	0.68		0	0.00		2	0.68		12	4.11		2	0.68		22	7.53		292	
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0	
		TOTAL		52	17.81		200	68.49		2	0.68					2	0.68		12	4.11		2	0.68		22	7.53		292	
	THIRD			1	50.00		0	0.00		0	0.00					1	50.00		0	0.00			Excluded		0	0.00		2	
		TOTAL		53	18.15		200	68.49		2	0.68					3	1.03		12	4.11					22	7.53		292	
	FOURTH			0	0.00		2	100.00			Excluded					0	0.00		0	0.00					0	0.00		2	
		TOTAL		53	18.15		202	69.18								3	1.03		12	4.11					22	7.53		292	
	FIFTH			1	8.33		5	41.67								5	41.67			Excluded					1	8.33		12	
		TOTAL		54	18.49		207	70.89								8	2.74								23	7.88		292	
	SIXTH			2	8.70		10	43.48								11	47.83									Excluded		23	
		TOTAL		56	19.18		217	74.32								19	6.51											292	
	SEVENTH			6	31.58		13	68.42									Excluded											19	
		TOTAL		62	21.23		230	78.77																				292	
							Elected																						
																													
Nowra Hospital                                                 																													
	FIRST			71	32.57		112	51.38		5	2.29		1	0.46		10	4.59		6	2.75		1	0.46		12	5.50		218	
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		1	100.00		1	
		TOTAL		71	32.57		112	51.38		5	2.29					10	4.59		6	2.75		1	0.46		13	5.96		218	
	THIRD			0	0.00		1	100.00		0	0.00					0	0.00		0	0.00			Excluded		0	0.00		1	
		TOTAL		71	32.57		113	51.83		5	2.29					10	4.59		6	2.75					13	5.96		218	
	FOURTH			0	0.00		3	60.00			Excluded					0	0.00		1	20.00					1	20.00		5	
		TOTAL		71	32.57		116	53.21								10	4.59		7	3.21					14	6.42		218	
	FIFTH			1	14.29		0	0.00								6	85.71			Excluded					0	0.00		7	
		TOTAL		72	33.03		116	53.21								16	7.34								14	6.42		218	
	SIXTH			3	21.43		6	42.86								5	35.71									Excluded		14	
		TOTAL		75	34.40		122	55.96								21	9.63											218	
	SEVENTH			15	71.43		6	28.57									Excluded											21	
		TOTAL		90	41.28		128	58.72																				218	
							Elected																						
																													
Nowra North                                                    																													
	FIRST			151	21.70		428	61.49		18	2.59		2	0.29		30	4.31		32	4.60		1	0.14		34	4.89		696	
	SECOND			0	0.00		0	0.00		1	50.00			Excluded		0	0.00		0	0.00		0	0.00		1	50.00		2	
		TOTAL		151	21.70		428	61.49		19	2.73					30	4.31		32	4.60		1	0.14		35	5.03		696	
	THIRD			0	0.00		0	0.00		0	0.00					0	0.00		1	100.00			Excluded		0	0.00		1	
		TOTAL		151	21.70		428	61.49		19	2.73					30	4.31		33	4.74					35	5.03		696	
	FOURTH			2	10.53		12	63.16			Excluded					2	10.53		3	15.79					0	0.00		19	
		TOTAL		153	21.98		440	63.22								32	4.60		36	5.17					35	5.03		696	
	FIFTH			9	25.00		6	16.67								20	55.56			Excluded					1	2.78		36	
		TOTAL		162	23.28		446	64.08								52	7.47								36	5.17		696	
	SIXTH			1	2.78		18	50.00								17	47.22									Excluded		36	
		TOTAL		163	23.42		464	66.67								69	9.91											696	
	SEVENTH			44	63.77		25	36.23									Excluded											69	
		TOTAL		207	29.74		489	70.26																				696	
							Elected																						
																													
Nowra South                                                    																													
	FIRST			178	28.57		357	57.30		13	2.09		0	0.00		19	3.05		13	2.09		10	1.61		33	5.30		623	
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0	
		TOTAL		178	28.57		357	57.30		13	2.09					19	3.05		13	2.09		10	1.61		33	5.30		623	
	THIRD			6	60.00		4	40.00		0	0.00					0	0.00		0	0.00			Excluded		0	0.00		10	
		TOTAL		184	29.53		361	57.95		13	2.09					19	3.05		13	2.09					33	5.30		623	
	FOURTH			1	7.69		11	84.62			Excluded					1	7.69		0	0.00					0	0.00		13	
		TOTAL		185	29.70		372	59.71								20	3.21		13	2.09					33	5.30		623	
	FIFTH			1	7.69		1	7.69								8	61.54			Excluded					3	23.08		13	
		TOTAL		186	29.86		373	59.87								28	4.49								36	5.78		623	
	SIXTH			5	13.89		12	33.33								19	52.78									Excluded		36	
		TOTAL		191	30.66		385	61.80								47	7.54											623	
	SEVENTH			23	48.94		24	51.06									Excluded											47	
		TOTAL		214	34.35		409	65.65																				623	
							Elected																						
																													
Orient Point                                                   																													
	FIRST			164	35.65		206	44.78		4	0.87		1	0.22		16	3.48		8	1.74		17	3.70		44	9.57		460	
	SECOND			1	100.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		1	
		TOTAL		165	35.87		206	44.78		4	0.87					16	3.48		8	1.74		17	3.70		44	9.57		460	
	THIRD			12	70.59		3	17.65		0	0.00					0	0.00		2	11.76			Excluded		0	0.00		17	
		TOTAL		177	38.48		209	45.43		4	0.87					16	3.48		10	2.17					44	9.57		460	
	FOURTH			0	0.00		4	100.00			Excluded					0	0.00		0	0.00					0	0.00		4	
		TOTAL		177	38.48		213	46.30								16	3.48		10	2.17					44	9.57		460	
	FIFTH			1	10.00		1	10.00								8	80.00			Excluded					0	0.00		10	
		TOTAL		178	38.70		214	46.52								24	5.22								44	9.57		460	
	SIXTH			10	22.73		17	38.64								17	38.64									Excluded		44	
		TOTAL		188	40.87		231	50.22								41	8.91											460	
	SEVENTH			19	46.34		22	53.66									Excluded											41	
		TOTAL		207	45.00		253	55.00																				460	
							Elected																						
																													
Penrose                                                        																													
	FIRST			34	25.37		64	47.76		0	0.00		2	1.49		13	9.70		9	6.72		0	0.00		12	8.96		134	
	SECOND			2	100.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		2	
		TOTAL		36	26.87		64	47.76		0	0.00					13	9.70		9	6.72		0	0.00		12	8.96		134	
	THIRD			0	0.00		0	0.00		0	0.00					0	0.00		0	0.00			Excluded		0	0.00		0	
		TOTAL		36	26.87		64	47.76		0	0.00					13	9.70		9	6.72					12	8.96		134	
	FOURTH			0	0.00		0	0.00			Excluded					0	0.00		0	0.00					0	0.00		0	
		TOTAL		36	26.87		64	47.76								13	9.70		9	6.72					12	8.96		134	
	FIFTH			2	22.22		1	11.11								6	66.67			Excluded					0	0.00		9	
		TOTAL		38	28.36		65	48.51								19	14.18								12	8.96		134	
	SIXTH			5	41.67		5	41.67								2	16.67									Excluded		12	
		TOTAL		43	32.09		70	52.24								21	15.67											134	
	SEVENTH			15	71.43		6	28.57									Excluded											21	
		TOTAL		58	43.28		76	56.72																				134	
							Elected																						
																													
Robertson                                                      																													
	FIRST			240	25.56		455	48.46		37	3.94		5	0.53		69	7.35		61	6.50		1	0.11		71	7.56		939	
	SECOND			0	0.00		0	0.00		1	20.00			Excluded		0	0.00		1	20.00		2	40.00		1	20.00		5	
		TOTAL		240	25.56		455	48.46		38	4.05					69	7.35		62	6.60		3	0.32		72	7.67		939	
	THIRD			0	0.00		0	0.00		0	0.00					3	100.00		0	0.00			Excluded		0	0.00		3	
		TOTAL		240	25.56		455	48.46		38	4.05					72	7.67		62	6.60					72	7.67		939	
	FOURTH			1	2.63		28	73.68			Excluded					3	7.89		1	2.63					5	13.16		38	
		TOTAL		241	25.67		483	51.44								75	7.99		63	6.71					77	8.20		939	
	FIFTH			14	22.22		13	20.63								34	53.97			Excluded					2	3.17		63	
		TOTAL		255	27.16		496	52.82								109	11.61								79	8.41		939	
	SIXTH			11	13.92		33	41.77								35	44.30									Excluded		79	
		TOTAL		266	28.33		529	56.34								144	15.34											939	
	SEVENTH			97	67.36		47	32.64									Excluded											144	
		TOTAL		363	38.66		576	61.34																				939	
							Elected																						
																													
Sanctuary Point                                                																													
	FIRST			1087	36.38		1470	49.20		29	0.97		2	0.07		88	2.95		60	2.01		22	0.74		230	7.70		2988	
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		1	50.00		0	0.00		1	50.00		0	0.00		2	
		TOTAL		1087	36.38		1470	49.20		29	0.97					89	2.98		60	2.01		23	0.77		230	7.70		2988	
	THIRD			9	39.13		3	13.04		1	4.35					6	26.09		0	0.00			Excluded		4	17.39		23	
		TOTAL		1096	36.68		1473	49.30		30	1.00					95	3.18		60	2.01					234	7.83		2988	
	FOURTH			6	20.00		16	53.33			Excluded					5	16.67		0	0.00					3	10.00		30	
		TOTAL		1102	36.88		1489	49.83								100	3.35		60	2.01					237	7.93		2988	
	FIFTH			14	23.33		19	31.67								24	40.00			Excluded					3	5.00		60	
		TOTAL		1116	37.35		1508	50.47								124	4.15								240	8.03		2988	
	SIXTH			38	15.83		58	24.17								144	60.00									Excluded		240	
		TOTAL		1154	38.62		1566	52.41								268	8.97											2988	
	SEVENTH			108	40.30		160	59.70									Excluded											268	
		TOTAL		1262	42.24		1726	57.76																				2988	
							Elected																						
																													
Shoalhaven Heads                                               																													
	FIRST			675	33.20		1053	51.80		32	1.57		2	0.10		70	3.44		58	2.85		2	0.10		141	6.94		2033	
	SECOND			1	50.00		1	50.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		2	
		TOTAL		676	33.25		1054	51.84		32	1.57					70	3.44		58	2.85		2	0.10		141	6.94		2033	
	THIRD			0	0.00		0	0.00		0	0.00					0	0.00		1	50.00			Excluded		1	50.00		2	
		TOTAL		676	33.25		1054	51.84		32	1.57					70	3.44		59	2.90					142	6.98		2033	
	FOURTH			6	18.75		21	65.63			Excluded					1	3.13		3	9.38					1	3.13		32	
		TOTAL		682	33.55		1075	52.88								71	3.49		62	3.05					143	7.03		2033	
	FIFTH			17	27.42		13	20.97								27	43.55			Excluded					5	8.06		62	
		TOTAL		699	34.38		1088	53.52								98	4.82								148	7.28		2033	
	SIXTH			26	17.57		41	27.70								81	54.73									Excluded		148	
		TOTAL		725	35.66		1129	55.53								179	8.80											2033	
	SEVENTH			85	47.49		94	52.51									Excluded											179	
		TOTAL		810	39.84		1223	60.16																				2033	
							Elected																						
																													
St Georges Basin                                               																													
	FIRST			256	26.07		567	57.74		20	2.04		1	0.10		48	4.89		15	1.53		1	0.10		74	7.54		982	
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		1	100.00		0	0.00		0	0.00		1	
		TOTAL		256	26.07		567	57.74		20	2.04					48	4.89		16	1.63		1	0.10		74	7.54		982	
	THIRD			0	0.00		0	0.00		0	0.00					0	0.00		1	100.00			Excluded		0	0.00		1	
		TOTAL		256	26.07		567	57.74		20	2.04					48	4.89		17	1.73					74	7.54		982	
	FOURTH			2	10.00		15	75.00			Excluded					2	10.00		1	5.00					0	0.00		20	
		TOTAL		258	26.27		582	59.27								50	5.09		18	1.83					74	7.54		982	
	FIFTH			6	33.33		6	33.33								4	22.22			Excluded					2	11.11		18	
