Senate - 2001 Election: New South Wales																																																																																	
First Preference Votes by Group 																																																																																	
By Polling Place																																																																																	

Farrer (84423)																																																																																	
		Group A Total			Group B Total			Group C Total			Group D Total			Group E Total			Group F Total			Group G Total			Group H Total			Group I Total			Group J Total			Group K Total			Group L Total			Group M Total			Group N Total			Group O Total			Group P Total			Group Q Total			Group R Total			Group S Total			Group T Total			Group U Total			Group V Total			Group W Total			Ungrouped Total 			FORMAL 			INFORMAL 			TOTAL 	
Tocumwal		82	6.71		14	1.15		0	0.00		0	0.00		17	1.39		3	0.25		29	2.37		5	0.41		6	0.49		291	23.81		10	0.82		4	0.33		9	0.74		0	0.00		0	0.00		1	0.08		726	59.41		7	0.57		0	0.00		10	0.82		0	0.00		0	0.00		8	0.65		0	0.00		1222	96.22		48	3.78		1270	1.58
Tooleybuc		30	10.91		2	0.73		0	0.00		0	0.00		3	1.09		0	0.00		8	2.91		0	0.00		1	0.36		53	19.27		0	0.00		0	0.00		5	1.82		0	0.00		0	0.00		0	0.00		161	58.55		7	2.55		0	0.00		3	1.09		0	0.00		1	0.36		1	0.36		0	0.00		275	96.83		9	3.17		284	0.35
Tooma		4	3.60		4	3.60		0	0.00		0	0.00		0	0.00		0	0.00		1	0.90		0	0.00		0	0.00		3	2.70		1	0.90		0	0.00		2	1.80		0	0.00		0	0.00		0	0.00		90	81.08		0	0.00		0	0.00		6	5.41		0	0.00		0	0.00		0	0.00		0	0.00		111	95.69		5	4.31		116	0.14
Tumbarumba		124	9.44		27	2.06		0	0.00		7	0.53		36	2.74		0	0.00		51	3.88		11	0.84		2	0.15		390	29.70		17	1.29		0	0.00		12	0.91		0	0.00		0	0.00		2	0.15		579	44.10		10	0.76		4	0.30		32	2.44		0	0.00		2	0.15		2	0.15		5	0.38		1313	95.49		62	4.51		1375	1.71
Tumut		191	7.34		58	2.23		1	0.04		3	0.12		50	1.92		0	0.00		94	3.61		32	1.23		5	0.19		777	29.87		26	1.00		8	0.31		33	1.27		1	0.04		8	0.31		4	0.15		1224	47.06		18	0.69		2	0.08		50	1.92		0	0.00		2	0.08		12	0.46		2	0.08		2601	95.20		131	4.80		2732	3.39
Tumut East		89	7.00		14	1.10		1	0.08		2	0.16		49	3.86		2	0.16		37	2.91		30	2.36		2	0.16		478	37.61		19	1.49		2	0.16		15	1.18		1	0.08		0	0.00		0	0.00		490	38.55		13	1.02		0	0.00		17	1.34		0	0.00		1	0.08		7	0.55		2	0.16		1271	94.29		77	5.71		1348	1.67
Urana		30	10.14		3	1.01		0	0.00		0	0.00		8	2.70		1	0.34		3	1.01		1	0.34		0	0.00		102	34.46		6	2.03		1	0.34		2	0.68		0	0.00		0	0.00		0	0.00		133	44.93		3	1.01		0	0.00		1	0.34		0	0.00		0	0.00		2	0.68		0	0.00		296	97.69		7	2.31		303	0.38
Wakool		37	10.45		2	0.56		0	0.00		0	0.00		2	0.56		0	0.00		11	3.11		0	0.00		1	0.28		38	10.73		6	1.69		0	0.00		3	0.85		0	0.00		1	0.28		1	0.28		242	68.36		3	0.85		0	0.00		4	1.13		0	0.00		1	0.28		1	0.28		1	0.28		354	97.52		9	2.48		363	0.45
Walbundrie		12	6.86		2	1.14		0	0.00		0	0.00		1	0.57		0	0.00		2	1.14		0	0.00		0	0.00		13	7.43		4	2.29		1	0.57		0	0.00		0	0.00		0	0.00		0	0.00		137	78.29		3	1.71		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		175	98.87		2	1.13		177	0.22
Walla Walla		33	6.95		28	5.89		1	0.21		2	0.42		2	0.42		0	0.00		16	3.37		2	0.42		0	0.00		75	15.79		3	0.63		2	0.42		7	1.47		0	0.00		0	0.00		1	0.21		292	61.47		1	0.21		0	0.00		7	1.47		0	0.00		0	0.00		3	0.63		0	0.00		475	96.54		17	3.46		492	0.61
Wanganella		3	6.67		3	6.67		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	2.22		2	4.44		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		35	77.78		0	0.00		0	0.00		1	2.22		0	0.00		0	0.00		0	0.00		0	0.00		45	100.00		0	0.00		45	0.06
Wentworth		259	24.78		7	0.67		1	0.10		0	0.00		9	0.86		0	0.00		21	2.01		7	0.67		0	0.00		222	21.24		2	0.19		4	0.38		6	0.57		1	0.10		1	0.10		0	0.00		484	46.32		9	0.86		1	0.10		6	0.57		0	0.00		0	0.00		5	0.48		0	0.00		1045	97.12		31	2.88		1076	1.34
Woomargama		13	11.61		4	3.57		0	0.00		0	0.00		3	2.68		0	0.00		1	0.89		1	0.89		0	0.00		17	15.18		0	0.00		0	0.00		2	1.79		0	0.00		0	0.00		0	0.00		66	58.93		0	0.00		0	0.00		5	4.46		0	0.00		0	0.00		0	0.00		0	0.00		112	98.25		2	1.75		114	0.14
Yerong Creek		22	11.96		3	1.63		0	0.00		0	0.00		1	0.54		1	0.54		4	2.17		1	0.54		0	0.00		33	17.93		2	1.09		0	0.00		2	1.09		0	0.00		0	0.00		0	0.00		111	60.33		0	0.00		0	0.00		3	1.63		0	0.00		0	0.00		0	0.00		1	0.54		184	98.92		2	1.08		186	0.23
Special Hospitals		4	1.33		0	0.00		0	0.00		0	0.00		4	1.33		0	0.00		4	1.33		0	0.00		0	0.00		80	26.58		0	0.00		0	0.00		2	0.66		0	0.00		0	0.00		1	0.33		201	66.78		2	0.66		0	0.00		1	0.33		0	0.00		0	0.00		2	0.66		0	0.00		301	98.69		4	1.31		305	0.38
Total Ordinary		5565	8.30		1296	1.93		28	0.04		58	0.09		1159	1.73		64	0.10		3011	4.49		624	0.93		121	0.18		15180	22.64		649	0.97		107	0.16		748	1.12		23	0.03		76	0.11		87	0.13		35636	53.15		528	0.79		61	0.09		1590	2.37		13	0.02		42	0.06		312	0.47		65	0.10		67043	96.08		2737	3.92		69780	86.63
ABSENT		147	6.85		41	1.91		0	0.00		3	0.14		44	2.05		2	0.09		144	6.71		28	1.30		4	0.19		466	21.71		39	1.82		1	0.05		35	1.63		0	0.00		2	0.09		8	0.37		1062	49.49		20	0.93		1	0.05		80	3.73		0	0.00		2	0.09		13	0.61		4	0.19		2146	98.35		36	1.65		2182	2.71
POSTAL		287	8.30		65	1.88		2	0.06		4	0.12		20	0.58		0	0.00		144	4.17		14	0.41		11	0.32		694	20.08		28	0.81		2	0.06		21	0.61		0	0.00		3	0.09		4	0.12		2042	59.09		22	0.64		4	0.12		59	1.71		1	0.03		1	0.03		25	0.72		3	0.09		3456	98.83		41	1.17		3497	4.34
PRE_POLL		302	6.78		73	1.64		0	0.00		2	0.04		67	1.50		3	0.07		324	7.27		42	0.94		1	0.02		901	20.23		54	1.21		6	0.13		56	1.26		1	0.02		6	0.13		5	0.11		2384	53.52		43	0.97		4	0.09		149	3.35		1	0.02		1	0.02		22	0.49		7	0.16		4454	98.28		78	1.72		4532	5.63
PROVISIONAL		49	9.02		14	2.58		0	0.00		1	0.18		30	5.52		0	0.00		27	4.97		19	3.50		0	0.00		156	28.73		9	1.66		0	0.00		18	3.31		0	0.00		0	0.00		0	0.00		188	34.62		11	2.03		0	0.00		18	3.31		0	0.00		1	0.18		2	0.37		0	0.00		543	97.31		15	2.69		558	0.69
Division Summary		6350	8.18		1489	1.92		30	0.04		68	0.09		1320	1.7		69	0.09		3650	4.7		727	0.94		137	0.18		17397	22.41		779	1		116	0.15		878	1.13		24	0.03		87	0.11		104	0.13		41312	53.21		624	0.8		70	0.09		1896	2.44		15	0.02		47	0.06		374	0.48		79	0.1		77642	96.39		2907	3.61		80549	95.41
