Senate - 2001 Election: New South Wales																																																																																	
First Preference Votes by Group 																																																																																	
By Polling Place																																																																																	

Calare (85310)																																																																																	
		Group A Total			Group B Total			Group C Total			Group D Total			Group E Total			Group F Total			Group G Total			Group H Total			Group I Total			Group J Total			Group K Total			Group L Total			Group M Total			Group N Total			Group O Total			Group P Total			Group Q Total			Group R Total			Group S Total			Group T Total			Group U Total			Group V Total			Group W Total			Ungrouped Total 			FORMAL 			INFORMAL 			TOTAL 	
Trunkey		11	7.53		0	0.00		0	0.00		0	0.00		1	0.68		0	0.00		7	4.79		1	0.68		0	0.00		29	19.86		2	1.37		0	0.00		2	1.37		0	0.00		0	0.00		0	0.00		89	60.96		2	1.37		0	0.00		2	1.37		0	0.00		0	0.00		0	0.00		0	0.00		146	96.69		5	3.31		151	0.18
Tweed Mills		44	5.48		26	3.24		0	0.00		0	0.00		22	2.74		0	0.00		23	2.86		10	1.25		2	0.25		483	60.15		6	0.75		0	0.00		2	0.25		1	0.12		1	0.12		0	0.00		163	20.30		3	0.37		1	0.12		13	1.62		0	0.00		1	0.12		2	0.25		0	0.00		803	96.28		31	3.72		834	1.02
Vale Of Clwydd		55	8.59		12	1.88		1	0.16		0	0.00		16	2.50		1	0.16		16	2.50		20	3.13		2	0.31		305	47.66		7	1.09		3	0.47		4	0.63		1	0.16		2	0.31		0	0.00		162	25.31		4	0.63		2	0.31		19	2.97		1	0.16		0	0.00		5	0.78		2	0.31		640	97.41		17	2.59		657	0.80
Wallerawang		91	7.60		40	3.34		0	0.00		2	0.17		32	2.67		1	0.08		33	2.75		15	1.25		3	0.25		614	51.25		12	1.00		0	0.00		17	1.42		0	0.00		1	0.08		1	0.08		290	24.21		14	1.17		2	0.17		18	1.50		0	0.00		1	0.08		10	0.83		1	0.08		1198	96.61		42	3.39		1240	1.51
Wattle Flat		22	13.25		1	0.60		1	0.60		0	0.00		0	0.00		0	0.00		11	6.63		3	1.81		0	0.00		36	21.69		3	1.81		0	0.00		1	0.60		0	0.00		0	0.00		0	0.00		67	40.36		1	0.60		1	0.60		11	6.63		0	0.00		3	1.81		5	3.01		0	0.00		166	98.22		3	1.78		169	0.21
Woodstock		40	11.90		4	1.19		0	0.00		0	0.00		5	1.49		0	0.00		13	3.87		1	0.30		1	0.30		104	30.95		5	1.49		0	0.00		1	0.30		0	0.00		0	0.00		2	0.60		148	44.05		3	0.89		2	0.60		5	1.49		0	0.00		0	0.00		2	0.60		0	0.00		336	94.65		19	5.35		355	0.43
Wyangala Dam		25	16.45		1	0.66		0	0.00		0	0.00		4	2.63		0	0.00		4	2.63		2	1.32		0	0.00		52	34.21		0	0.00		0	0.00		2	1.32		0	0.00		0	0.00		1	0.66		57	37.50		0	0.00		0	0.00		1	0.66		0	0.00		0	0.00		3	1.97		0	0.00		152	97.44		4	2.56		156	0.19
Yeoval		32	9.50		19	5.64		1	0.30		0	0.00		3	0.89		0	0.00		9	2.67		1	0.30		3	0.89		79	23.44		3	0.89		1	0.30		2	0.59		0	0.00		0	0.00		0	0.00		176	52.23		1	0.30		0	0.00		2	0.59		0	0.00		0	0.00		5	1.48		0	0.00		337	97.68		8	2.32		345	0.42
Special Hospitals		15	2.68		12	2.15		1	0.18		1	0.18		10	1.79		2	0.36		29	5.19		1	0.18		1	0.18		179	32.02		1	0.18		1	0.18		2	0.36		0	0.00		0	0.00		2	0.36		291	52.06		3	0.54		2	0.36		2	0.36		1	0.18		0	0.00		3	0.54		0	0.00		559	94.59		32	5.41		591	0.72
Prison Mobiles		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	20.00		0	0.00		2	40.00		1	20.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	20.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		5	100.00		0	0.00		5	0.01
Total Ordinary		4973	7.39		1734	2.58		53	0.08		73	0.11		1311	1.95		68	0.10		3328	4.95		831	1.23		193	0.29		22400	33.29		747	1.11		48	0.07		607	0.90		28	0.04		99	0.15		89	0.13		27388	40.70		672	1.00		81	0.12		1867	2.77		15	0.02		56	0.08		537	0.80		96	0.14		67294	97.09		2018	2.91		69312	84.38
ABSENT		301	6.58		98	2.14		7	0.15		3	0.07		92	2.01		5	0.11		341	7.46		79	1.73		9	0.20		1257	27.49		73	1.60		1	0.02		34	0.74		0	0.00		7	0.15		3	0.07		1951	42.66		40	0.87		6	0.13		217	4.75		3	0.07		3	0.07		34	0.74		9	0.20		4573	98.58		66	1.42		4639	5.65
POSTAL		173	7.95		52	2.39		1	0.05		1	0.05		18	0.83		4	0.18		116	5.33		8	0.37		5	0.23		720	33.07		13	0.60		1	0.05		10	0.46		0	0.00		1	0.05		1	0.05		955	43.87		13	0.60		9	0.41		55	2.53		0	0.00		0	0.00		18	0.83		3	0.14		2177	99.04		21	0.96		2198	2.68
PRE_POLL		416	8.14		124	2.43		5	0.10		9	0.18		80	1.56		5	0.10		340	6.65		34	0.66		17	0.33		1553	30.37		50	0.98		0	0.00		56	1.10		0	0.00		5	0.10		3	0.06		2161	42.26		39	0.76		9	0.18		162	3.17		0	0.00		2	0.04		36	0.70		7	0.14		5113	98.88		58	1.12		5171	6.30
PROVISIONAL		49	6.12		14	1.75		2	0.25		1	0.12		38	4.74		0	0.00		35	4.37		25	3.12		3	0.37		316	39.45		13	1.62		0	0.00		16	2.00		0	0.00		0	0.00		0	0.00		238	29.71		14	1.75		4	0.50		22	2.75		0	0.00		0	0.00		11	1.37		0	0.00		801	97.80		18	2.20		819	1.00
Division Summary		5912	7.39		2022	2.53		68	0.09		87	0.11		1539	1.92		82	0.1		4160	5.2		977	1.22		227	0.28		26246	32.82		896	1.12		50	0.06		723	0.9		28	0.04		112	0.14		96	0.12		32693	40.89		778	0.97		109	0.14		2323	2.91		18	0.02		61	0.08		636	0.8		115	0.14		79958	97.34		2181	2.66		82139	96.28
