Senate - 1996 Election: Australian Capital Territory																																																																																					
First Preference Votes by Candidate																																																																																					
by Polling Place																																																																																					
Nicholls		                                   	17	1.3	 	14	1.07	 	1	0.08	 	32	2.44	 	34	2.6	 	14	1.07	 	3	0.23	 	51	3.9	 	425	32.47	 	53	4.05	 	3	0.23	 	481	36.75	 	106	8.1	 	42	3.21	 	7	0.53	 	155	11.84	 	518	39.57	 	54	4.13	 	13	0.99	 	585	44.69	 	2	0.15	 	3	0.23	 	0	0	 	0	0	 	5	0.38	 	1309	98.13	 	25	1.87	 	1334	2.13
Page		                                       	26	1.67	 	15	0.97	 	4	0.26	 	45	2.9	 	39	2.51	 	28	1.8	 	3	0.19	 	70	4.51	 	522	33.61	 	75	4.83	 	4	0.26	 	601	38.7	 	113	7.28	 	48	3.09	 	1	0.06	 	162	10.43	 	579	37.28	 	74	4.76	 	6	0.39	 	659	42.43	 	5	0.32	 	5	0.32	 	5	0.32	 	1	0.06	 	16	1.03	 	1553	97.31	 	43	2.69	 	1596	2.55
Palmerston		                                 	42	1.1	 	18	0.47	 	4	0.11	 	64	1.68	 	120	3.15	 	36	0.95	 	1	0.03	 	157	4.13	 	1266	33.28	 	122	3.21	 	13	0.34	 	1401	36.83	 	272	7.15	 	95	2.5	 	4	0.11	 	371	9.75	 	1622	42.64	 	131	3.44	 	28	0.74	 	1781	46.82	 	9	0.24	 	12	0.32	 	7	0.18	 	2	0.05	 	30	0.79	 	3804	97.64	 	92	2.36	 	3896	6.23
Scullin		                                    	29	1.28	 	11	0.49	 	6	0.27	 	46	2.04	 	84	3.72	 	50	2.22	 	4	0.18	 	138	6.11	 	710	31.46	 	80	3.54	 	5	0.22	 	795	35.22	 	149	6.6	 	77	3.41	 	4	0.18	 	230	10.19	 	937	41.52	 	82	3.63	 	14	0.62	 	1033	45.77	 	5	0.22	 	6	0.27	 	3	0.13	 	1	0.04	 	15	0.66	 	2257	96.87	 	73	3.13	 	2330	3.73
Spence		                                     	16	0.97	 	12	0.73	 	2	0.12	 	30	1.81	 	53	3.2	 	34	2.05	 	1	0.06	 	88	5.32	 	548	33.11	 	76	4.59	 	3	0.18	 	627	37.89	 	110	6.65	 	73	4.41	 	6	0.36	 	189	11.42	 	642	38.79	 	58	3.5	 	15	0.91	 	715	43.2	 	1	0.06	 	4	0.24	 	0	0	 	1	0.06	 	6	0.36	 	1655	97.12	 	49	2.88	 	1704	2.73
Weetangera		                                 	24	0.88	 	17	0.62	 	7	0.26	 	48	1.76	 	84	3.08	 	38	1.39	 	10	0.37	 	132	4.84	 	1144	41.95	 	176	6.45	 	9	0.33	 	1329	48.73	 	189	6.93	 	144	5.28	 	13	0.48	 	346	12.69	 	714	26.18	 	116	4.25	 	15	0.55	 	845	30.99	 	6	0.22	 	18	0.66	 	3	0.11	 	0	0	 	27	0.99	 	2727	97.43	 	72	2.57	 	2799	4.48
Wreck Bay		                                  	1	1.3	 	0	0	 	0	0	 	1	1.3	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	2	2.6	 	0	0	 	0	0	 	2	2.6	 	72	93.51	 	2	2.6	 	0	0	 	74	96.1	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	77	98.72	 	1	1.28	 	78	0.12
Special Hospitals		                          	1	0.52	 	0	0	 	0	0	 	1	0.52	 	6	3.14	 	1	0.52	 	0	0	 	7	3.66	 	114	59.69	 	4	2.09	 	0	0	 	118	61.78	 	7	3.66	 	1	0.52	 	0	0	 	8	4.19	 	54	28.27	 	3	1.57	 	0	0	 	57	29.84	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	191	97.45	 	5	2.55	 	196	0.31
Total Ordinary		                             	524	1.05	 	328	0.66	 	62	0.12	 	914	1.83	 	1702	3.41	 	877	1.76	 	99	0.2	 	2678	5.36	 	16536	33.12	 	2196	4.4	 	136	0.27	 	18868	37.79	 	3543	7.1	 	1841	3.69	 	129	0.26	 	5513	11.04	 	19290	38.64	 	1909	3.82	 	368	0.74	 	21567	43.2	 	114	0.23	 	182	0.36	 	62	0.12	 	26	0.05	 	384	0.77	 	49924	97.28	 	1395	2.72	 	51319	82.08
ABSENT		                                     	17	1.02	 	14	0.84	 	2	0.12	 	33	1.99	 	97	5.85	 	54	3.25	 	10	0.6	 	161	9.7	 	465	28.03	 	54	3.25	 	9	0.54	 	528	31.83	 	98	5.91	 	37	2.23	 	1	0.06	 	136	8.2	 	705	42.5	 	72	4.34	 	12	0.72	 	789	47.56	 	5	0.3	 	6	0.36	 	1	0.06	 	0	0	 	12	0.72	 	1659	97.13	 	49	2.87	 	1708	2.73
POSTAL		                                     	17	1.09	 	8	0.51	 	1	0.06	 	26	1.67	 	55	3.53	 	28	1.8	 	8	0.51	 	91	5.84	 	555	35.6	 	79	5.07	 	11	0.71	 	645	41.37	 	108	6.93	 	54	3.46	 	2	0.13	 	164	10.52	 	546	35.02	 	63	4.04	 	13	0.83	 	622	39.9	 	4	0.26	 	2	0.13	 	4	0.26	 	1	0.06	 	11	0.71	 	1559	99.11	 	14	0.89	 	1573	2.52
PRE_POLL		                                   	54	0.75	 	35	0.48	 	3	0.04	 	92	1.27	 	306	4.24	 	183	2.53	 	19	0.26	 	508	7.03	 	2188	30.28	 	350	4.84	 	18	0.25	 	2556	35.38	 	574	7.94	 	274	3.79	 	21	0.29	 	869	12.03	 	2778	38.45	 	319	4.42	 	68	0.94	 	3165	43.81	 	13	0.18	 	12	0.17	 	6	0.08	 	4	0.06	 	35	0.48	 	7225	98.43	 	115	1.57	 	7340	11.74
PROVISIONAL		                                	4	0.7	 	5	0.87	 	1	0.17	 	10	1.75	 	43	7.5	 	8	1.4	 	0	0	 	51	8.9	 	164	28.62	 	16	2.79	 	1	0.17	 	181	31.59	 	24	4.19	 	13	2.27	 	1	0.17	 	38	6.63	 	264	46.07	 	17	2.97	 	8	1.4	 	289	50.44	 	2	0.35	 	0	0	 	1	0.17	 	1	0.17	 	4	0.7	 	573	97.95	 	12	2.05	 	585	0.94
ADJUSTMENT		                                 	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0	
Division Summary		                           	616	1.01	 	390	0.64	 	69	0.11	 	1075	1.76	 	2203	3.62	 	1150	1.89	 	136	0.22	 	3489	5.73	 	19908	32.67	 	2695	4.42	 	175	0.29	 	22778	37.38	 	4347	7.13	 	2219	3.64	 	154	0.25	 	6720	11.03	 	23583	38.7	 	2380	3.91	 	469	0.77	 	26432	43.37	 	138	0.23	 	202	0.33	 	74	0.12	 	32	0.05	 	446	0.73	 	60940	97.47	 	1585	2.53	 	62525	97.13
 																																																																																					


Namadgi (66864)																																																																																					

	   		 A Call to Australia (Fred Nile) Group												 B Australian Greens												 C Liberal Party of Australia - ACT Division												 D Australian Democrats												 E Australian Labor Party (ACT Branch)												Ungrouped																						
    			TICKET VOTES			MILLER			LIAW			Group Total			TICKET VOTES			FOSKEY			MILLAR			Group Total			TICKET VOTES			# REID			JITTS			Group Total			TICKET VOTES			MAIN			BLACKBURN			Group Total			TICKET VOTES			# LUNDY			CONWAY			Group Total			CLARKE			MONAGHAN			SEATON			SKERBIC			Ungrouped Total			FORMAL			INFORMAL			TOTAL	
    						John Richard			James									Deborah			Jonathan									Margaret			Stephe									Peter			Brent									Kate			Peter						Joanne			Bill			David			Fred													
Polling Places			Vote	%		Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%
Bonython		                                   	15	0.88	 	14	0.82	 	2	0.12	 	31	1.81	 	40	2.34	 	18	1.05	 	1	0.06	 	59	3.45	 	589	34.44	 	63	3.68	 	9	0.53	 	661	38.65	 	96	5.61	 	35	2.05	 	4	0.23	 	135	7.89	 	753	44.04	 	54	3.16	 	7	0.41	 	814	47.6	 	3	0.18	 	6	0.35	 	1	0.06	 	0	0	 	10	0.58	 	1710	98.39	 	28	1.61	 	1738	2.66
Calwell		                                    	23	0.76	 	16	0.53	 	2	0.07	 	41	1.35	 	91	3	 	39	1.28	 	4	0.13	 	134	4.41	 	1124	37.02	 	90	2.96	 	10	0.33	 	1224	40.32	 	193	6.36	 	58	1.91	 	7	0.23	 	258	8.5	 	1215	40.02	 	128	4.22	 	14	0.46	 	1357	44.7	 	6	0.2	 	13	0.43	 	0	0	 	3	0.1	 	22	0.72	 	3036	97.87	 	66	2.13	 	3102	4.75
Chifley		                                    	8	0.56	 	10	0.7	 	0	0	 	18	1.26	 	39	2.74	 	39	2.74	 	5	0.35	 	83	5.83	 	505	35.49	 	60	4.22	 	9	0.63	 	574	40.34	 	90	6.32	 	59	4.15	 	6	0.42	 	155	10.89	 	508	35.7	 	62	4.36	 	6	0.42	 	576	40.48	 	8	0.56	 	6	0.42	 	2	0.14	 	1	0.07	 	17	1.19	 	1423	97.73	 	33	2.27	 	1456	2.23
Chisholm		                                   	17	0.85	 	8	0.4	 	0	0	 	25	1.25	 	68	3.39	 	21	1.05	 	4	0.2	 	93	4.63	 	717	35.72	 	75	3.74	 	9	0.45	 	801	39.91	 	118	5.88	 	38	1.89	 	4	0.2	 	160	7.97	 	832	41.45	 	56	2.79	 	18	0.9	 	906	45.14	 	4	0.2	 	13	0.65	 	2	0.1	 	3	0.15	 	22	1.1	 	2007	97.76	 	46	2.24	 	2053	3.15
Conder		                                     	26	1.19	 	9	0.41	 	2	0.09	 	37	1.69	 	59	2.7	 	26	1.19	 	4	0.18	 	89	4.07	 	672	30.7	 	58	2.65	 	5	0.23	 	735	33.58	 	135	6.17	 	47	2.15	 	2	0.09	 	184	8.41	 	1042	47.6	 	74	3.38	 	11	0.5	 	1127	51.48	 	9	0.41	 	5	0.23	 	2	0.09	 	1	0.05	 	17	0.78	 	2189	98.25	 	39	1.75	 	2228	3.41
Fadden		                                     	21	0.9	 	14	0.6	 	7	0.3	 	42	1.81	 	43	1.85	 	18	0.77	 	4	0.17	 	65	2.8	 	1084	46.66	 	102	4.39	 	5	0.22	 	1191	51.27	 	132	5.68	 	58	2.5	 	2	0.09	 	192	8.27	 	724	31.17	 	69	2.97	 	14	0.6	 	807	34.74	 	2	0.09	 	13	0.56	 	4	0.17	 	7	0.3	 	26	1.12	 	2323	97.93	 	49	2.07	 	2372	3.63
Farrer		                                     	19	0.62	 	14	0.45	 	1	0.03	 	34	1.1	 	84	2.73	 	39	1.27	 	4	0.13	 	127	4.12	 	1464	47.53	 	137	4.45	 	8	0.26	 	1609	52.24	 	173	5.62	 	107	3.47	 	0	0	 	280	9.09	 	922	29.94	 	77	2.5	 	13	0.42	 	1012	32.86	 	5	0.16	 	8	0.26	 	4	0.13	 	1	0.03	 	18	0.58	 	3080	97.9	 	66	2.1	 	3146	4.82
Gilmore		                                    	27	1.15	 	6	0.26	 	0	0	 	33	1.41	 	43	1.84	 	35	1.5	 	5	0.21	 	83	3.55	 	880	37.61	 	80	3.42	 	6	0.26	 	966	41.28	 	140	5.98	 	56	2.39	 	5	0.21	 	201	8.59	 	935	39.96	 	92	3.93	 	14	0.6	 	1041	44.49	 	7	0.3	 	5	0.21	 	2	0.09	 	2	0.09	 	16	0.68	 	2340	98.11	 	45	1.89	 	2385	3.65
Gordon		                                     	40	1.09	 	14	0.38	 	1	0.03	 	55	1.5	 	104	2.83	 	30	0.82	 	2	0.05	 	136	3.7	 	1296	35.27	 	114	3.1	 	15	0.41	 	1425	38.78	 	200	5.44	 	76	2.07	 	6	0.16	 	282	7.67	 	1619	44.05	 	122	3.32	 	16	0.44	 	1757	47.81	 	9	0.24	 	6	0.16	 	4	0.11	 	1	0.03	 	20	0.54	 	3675	97.97	 	76	2.03	 	3751	5.75
Gowrie		                                     	13	0.68	 	6	0.32	 	2	0.11	 	21	1.11	 	44	2.32	 	26	1.37	 	2	0.11	 	72	3.79	 	761	40.09	 	80	4.21	 	8	0.42	 	849	44.73	 	106	5.58	 	52	2.74	 	5	0.26	 	163	8.59	 	709	37.36	 	59	3.11	 	9	0.47	 	777	40.94	 	4	0.21	 	10	0.53	 	0	0	 	2	0.11	 	16	0.84	 	1898	98.19	 	35	1.81	 	1933	2.96
Isabella Plains		                            	26	1.01	 	13	0.5	 	5	0.19	 	44	1.7	 	84	3.25	 	25	0.97	 	6	0.23	 	115	4.45	 	963	37.28	 	71	2.75	 	8	0.31	 	1042	40.34	 	136	5.27	 	51	1.97	 	6	0.23	 	193	7.47	 	1084	41.97	 	80	3.1	 	7	0.27	 	1171	45.33	 	6	0.23	 	10	0.39	 	1	0.04	 	1	0.04	 	18	0.7	 	2583	97.55	 	65	2.45	 	2648	4.06
Kambah East		                                	17	0.87	 	16	0.82	 	2	0.1	 	35	1.8	 	53	2.72	 	36	1.85	 	1	0.05	 	90	4.62	 	703	36.09	 	74	3.8	 	6	0.31	 	783	40.2	 	118	6.06	 	71	3.64	 	7	0.36	 	196	10.06	 	737	37.83	 	76	3.9	 	11	0.56	 	824	42.3	 	1	0.05	 	16	0.82	 	2	0.1	 	1	0.05	 	20	1.03	 	1948	97.69	 	46	2.31	 	1994	3.06
Kambah North		                               	18	1.09	 	5	0.3	 	2	0.12	 	25	1.51	 	66	3.99	 	38	2.3	 	4	0.24	 	108	6.53	 	600	36.28	 	58	3.51	 	3	0.18	 	661	39.96	 	117	7.07	 	55	3.33	 	2	0.12	 	174	10.52	 	606	36.64	 	59	3.57	 	7	0.42	 	672	40.63	 	7	0.42	 	4	0.24	 	2	0.12	 	1	0.06	 	14	0.85	 	1654	97.41	 	44	2.59	 	1698	2.6
Kambah South		                               	26	1.44	 	13	0.72	 	1	0.06	 	40	2.21	 	54	2.98	 	32	1.77	 	4	0.22	 	90	4.97	 	600	33.15	 	78	4.31	 	9	0.5	 	687	37.96	 	109	6.02	 	59	3.26	 	5	0.28	 	173	9.56	 	735	40.61	 	62	3.43	 	7	0.39	 	804	44.42	 	5	0.28	 	7	0.39	 	3	0.17	 	1	0.06	 	16	0.88	 	1810	97.31	 	50	2.69	 	1860	2.85
Kambah West		                                	50	1.44	 	27	0.78	 	1	0.03	 	78	2.25	 	123	3.55	 	56	1.61	 	5	0.14	 	184	5.31	 	1213	34.98	 	137	3.95	 	4	0.12	 	1354	39.04	 	213	6.14	 	102	2.94	 	8	0.23	 	323	9.31	 	1351	38.96	 	136	3.92	 	15	0.43	 	1502	43.31	 	8	0.23	 	10	0.29	 	4	0.12	 	5	0.14	 	27	0.78	 	3468	97.72	 	81	2.28	 	3549	5.44
Mawson		                                     	13	0.62	 	3	0.14	 	2	0.1	 	18	0.86	 	53	2.52	 	26	1.24	 	3	0.14	 	82	3.9	 	837	39.86	 	88	4.19	 	9	0.43	 	934	44.48	 	126	6	 	63	3	 	1	0.05	 	190	9.05	 	757	36.05	 	92	4.38	 	14	0.67	 	863	41.1	 	1	0.05	 	4	0.19	 	5	0.24	 	3	0.14	 	13	0.62	 	2100	97.54	 	53	2.46	 	2153	3.3
Monash		                                     	20	0.68	 	9	0.31	 	1	0.03	 	30	1.02	 	76	2.59	 	32	1.09	 	6	0.2	 	114	3.88	 	1117	38.06	 	101	3.44	 	12	0.41	 	1230	41.91	 	172	5.86	 	70	2.39	 	4	0.14	 	246	8.38	 	1207	41.12	 	80	2.73	 	12	0.41	 	1299	44.26	 	3	0.1	 	8	0.27	 	2	0.07	 	3	0.1	 	16	0.55	 	2935	97.25	 	83	2.75	 	3018	4.62
Pearce		                                     	13	0.52	 	14	0.56	 	0	0	 	27	1.09	 	88	3.54	 	58	2.33	 	5	0.2	 	151	6.08	 	1023	41.17	 	126	5.07	 	7	0.28	 	1156	46.52	 	165	6.64	 	99	3.98	 	5	0.2	 	269	10.82	 	790	31.79	 	72	2.9	 	11	0.44	 	873	35.13	 	2	0.08	 	6	0.24	 	0	0	 	1	0.04	 	9	0.36	 	2485	96.99	 	77	3.01	 	2562	3.93
Richardson		                                 	23	1.32	 	10	0.57	 	0	0	 	33	1.9	 	57	3.28	 	18	1.03	 	2	0.11	 	77	4.43	 	576	33.1	 	54	3.1	 	8	0.46	 	638	36.67	 	114	6.55	 	30	1.72	 	4	0.23	 	148	8.51	 	756	43.45	 	65	3.74	 	10	0.57	 	831	47.76	 	5	0.29	 	5	0.29	 	2	0.11	 	1	0.06	 	13	0.75	 	1740	97.92	 	37	2.08	 	1777	2.72
Tharwa		                                     	5	3.68	 	0	0	 	0	0	 	5	3.68	 	5	3.68	 	4	2.94	 	0	0	 	9	6.62	 	52	38.24	 	4	2.94	 	0	0	 	56	41.18	 	11	8.09	 	3	2.21	 	0	0	 	14	10.29	 	44	32.35	 	5	3.68	 	2	1.47	 	51	37.5	 	0	0	 	0	0	 	1	0.74	 	0	0	 	1	0.74	 	136	99.27	 	1	0.73	 	137	0.21
Theodore		                                   	11	0.75	 	5	0.34	 	3	0.21	 	19	1.3	 	43	2.94	 	13	0.89	 	4	0.27	 	60	4.11	 	490	33.54	 	41	2.81	 	5	0.34	 	536	36.69	 	95	6.5	 	34	2.33	 	0	0	 	129	8.83	 	653	44.7	 	48	3.29	 	11	0.75	 	712	48.73	 	1	0.07	 	3	0.21	 	0	0	 	1	0.07	 	5	0.34	 	1461	98.72	 	19	1.28	 	1480	2.27
Uriarra		                                    	1	2.78	 	0	0	 	0	0	 	1	2.78	 	1	2.78	 	0	0	 	0	0	 	1	2.78	 	10	27.78	 	0	0	 	0	0	 	10	27.78	 	1	2.78	 	0	0	 	0	0	 	1	2.78	 	21	58.33	 	2	5.56	 	0	0	 	23	63.89	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	36	100	 	0	0	 	36	0.06
Wanniassa		                                  	22	0.7	 	14	0.45	 	3	0.1	 	39	1.24	 	104	3.32	 	52	1.66	 	1	0.03	 	157	5.01	 	1057	33.74	 	104	3.32	 	9	0.29	 	1170	37.34	 	208	6.64	 	70	2.23	 	4	0.13	 	282	9	 	1335	42.61	 	116	3.7	 	14	0.45	 	1465	46.76	 	8	0.26	 	3	0.1	 	2	0.06	 	7	0.22	 	20	0.64	 	3133	97	 	97	3	 	3230	4.95
Wanniassa Hills		                            	28	1.04	 	12	0.44	 	0	0	 	40	1.48	 	82	3.04	 	46	1.7	 	3	0.11	 	131	4.85	 	996	36.9	 	114	4.22	 	1	0.04	 	1111	41.16	 	181	6.71	 	103	3.82	 	7	0.26	 	291	10.78	 	988	36.61	 	92	3.41	 	20	0.74	 	1100	40.76	 	10	0.37	 	11	0.41	 	4	0.15	 	1	0.04	 	26	0.96	 	2699	98.5	 	41	1.5	 	2740	4.2
Special Hospitals		                          	0	0	 	0	0	 	0	0	 	0	0	 	2	2.56	 	0	0	 	0	0	 	2	2.56	 	54	69.23	 	3	3.85	 	0	0	 	57	73.08	 	2	2.56	 	0	0	 	0	0	 	2	2.56	 	17	21.79	 	0	0	 	0	0	 	17	21.79	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	78	88.64	 	10	11.36	 	88	0.13
Total Ordinary		                             	482	0.93	 	252	0.49	 	37	0.07	 	771	1.48	 	1506	2.9	 	727	1.4	 	79	0.15	 	2312	4.45	 	19383	37.31	 	1912	3.68	 	165	0.32	 	21460	41.31	 	3151	6.07	 	1396	2.69	 	94	0.18	 	4641	8.93	 	20340	39.16	 	1778	3.42	 	263	0.51	 	22381	43.08	 	114	0.22	 	172	0.33	 	49	0.09	 	47	0.09	 	382	0.74	 	51947	97.77	 	1187	2.23	 	53134	81.42
ABSENT		                                     	19	1.04	 	5	0.27	 	2	0.11	 	26	1.43	 	79	4.34	 	37	2.03	 	1	0.05	 	117	6.43	 	574	31.56	 	63	3.46	 	6	0.33	 	643	35.35	 	80	4.4	 	36	1.98	 	4	0.22	 	120	6.6	 	809	44.47	 	82	4.51	 	12	0.66	 	903	49.64	 	6	0.33	 	1	0.05	 	2	0.11	 	1	0.05	 	10	0.55	 	1819	97.85	 	40	2.15	 	1859	2.85
POSTAL		                                     	13	0.83	 	6	0.38	 	0	0	 	19	1.22	 	44	2.82	 	20	1.28	 	2	0.13	 	66	4.23	 	602	38.54	 	91	5.83	 	13	0.83	 	706	45.2	 	134	8.58	 	54	3.46	 	4	0.26	 	192	12.29	 	492	31.5	 	56	3.59	 	14	0.9	 	562	35.98	 	7	0.45	 	5	0.32	 	2	0.13	 	3	0.19	 	17	1.09	 	1562	98.8	 	19	1.2	 	1581	2.42
PRE_POLL		                                   	65	0.82	 	28	0.35	 	1	0.01	 	94	1.19	 	280	3.55	 	135	1.71	 	15	0.19	 	430	5.44	 	2834	35.88	 	333	4.22	 	25	0.32	 	3192	40.42	 	468	5.93	 	192	2.43	 	17	0.22	 	677	8.57	 	3115	39.44	 	288	3.65	 	48	0.61	 	3451	43.69	 	25	0.32	 	17	0.22	 	9	0.11	 	3	0.04	 	54	0.68	 	7898	98.59	 	113	1.41	 	8011	12.28
PROVISIONAL		                                	2	0.3	 	1	0.15	 	1	0.15	 	4	0.6	 	25	3.76	 	4	0.6	 	1	0.15	 	30	4.51	 	191	28.72	 	11	1.65	 	1	0.15	 	203	30.53	 	36	5.41	 	9	1.35	 	1	0.15	 	46	6.92	 	347	52.18	 	23	3.46	 	8	1.2	 	378	56.84	 	2	0.3	 	1	0.15	 	0	0	 	1	0.15	 	4	0.6	 	665	98.66	 	9	1.34	 	674	1.03
ADJUSTMENT		                                 	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0	
Division Summary		                           	581	0.91	 	292	0.46	 	41	0.06	 	914	1.43	 	1934	3.03	 	923	1.44	 	98	0.15	 	2955	4.63	 	23584	36.91	 	2410	3.77	 	210	0.33	 	26204	41.01	 	3869	6.06	 	1687	2.64	 	120	0.19	 	5676	8.88	 	25103	39.29	 	2227	3.49	 	345	0.54	 	27675	43.32	 	154	0.24	 	196	0.31	 	62	0.1	 	55	0.09	 	467	0.73	 	63891	97.9	 	1368	2.1	 	65259	97.6
 																																																																																					
