	TOTAL											32540	44.79		3549	4.89					36558	50.32		72647	  46												
SIXTH												1426	40.27			Excluded					2115	59.73		3541	  8												
	TOTAL											33966	46.76								38673	53.24		72639	  54												
																						Elected															
																																					
Paterson																																					
				MCDONALD			SMITH			RIACH			ROBERTS			FRANKS			NEVILLE			MACKENZIE			HORNE			WATSON									
				Alan			Bernadette			Rodger John			Bob			Ron			Bernie			Bruce			Bob			Gary									
				(NLP)			(GRN)			(DEM)			(LP)			(CAP)			(IND)			(IND)			(ALP)			(NP)									
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.						
FIRST			810	1.17		1981	2.85		1396	2.01		24510	35.27		421	0.61		1295	1.86		1348	1.94		33012	47.50		4719	6.79		69492	- 						
SECOND			29	7.11		38	9.31		38	9.31		78	19.12			Excluded		98	24.02		16	3.92		65	15.93		46	11.27		408	  13						
	TOTAL		839	1.21		2019	2.91		1434	2.06		24588	35.39					1393	2.00		1364	1.96		33077	47.61		4765	6.86		69479	  13						
THIRD				Excluded		529	63.73		100	12.05		57	6.87					32	3.86		15	1.81		62	7.47		35	4.22		830	  9						
	TOTAL					2548	3.67		1534	2.21		24645	35.48					1425	2.05		1379	1.99		33139	47.70		4800	6.91		69470	  22						
FOURTH						87	6.32		70	5.09		509	36.99					303	22.02			Excluded		257	18.68		150	10.90		1376	  3						
	TOTAL					2635	3.79		1604	2.31		25154	36.21					1728	2.49					33396	48.07		4950	7.13		69467	  25						
FIFTH						657	41.09			Excluded		186	11.63					276	17.26					366	22.89		114	7.13		1599	  5						
	TOTAL					3292	4.74					25340	36.48					2004	2.89					33762	48.60		5064	7.29		69462	  30						
SIXTH						631	31.61					448	22.44						Excluded					524	26.25		393	19.69		1996	  8						
	TOTAL					3923	5.65					25788	37.13											34286	49.37		5457	7.86		69454	  38						
SEVENTH							Excluded					1371	35.09											1844	47.20		692	17.71		3907	  16						
	TOTAL											27159	39.11											36130	52.03		6149	8.86		69438	  54						
EIGHTH												5262	85.73											876	14.27			Excluded		6138	  11						
	TOTAL											32421	46.70											37006	53.30					69427	  65						
																									Elected												
																																					
Prospect																																					
				PIKE			PALING			NEWTON			BYERS			BULL			CROSIO			BYLEVELD															
				Dick			Reg			Paul			Alan			Sue			Janice			Norman L															
				(DEM)			(NLP)			(LP)			(IND)						(ALP)			(IND)															
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.												
FIRST			3044	4.52		397	0.59		17593	26.11		757	1.12		763	1.13		44039	65.37		777	1.15		67370	- 												
SECOND			150	38.27			Excluded		75	19.13		60	15.31		25	6.38		47	11.99		35	8.93		392	  5												
	TOTAL		3194	4.74					17668	26.23		817	1.21		788	1.17		44086	65.44		812	1.21		67365	  5												
THIRD			402	51.21					57	7.26		109	13.89			Excluded		162	20.64		55	7.01		785	  3												
	TOTAL		3596	5.34					17725	26.31		926	1.37					44248	65.69		867	1.29		67362	  8												
FOURTH			124	14.47					62	7.23		436	50.88					235	27.42			Excluded		857	  10												
	TOTAL		3720	5.52					17787	26.41		1362	2.02					44483	66.05					67352	  18												
FIFTH			531	39.04					500	36.76			Excluded					329	24.19					1360	  2												
	TOTAL		4251	6.31					18287	27.15								44812	66.54					67350	  20												
SIXTH				Excluded					2547	60.85								1639	39.15					4186	  65												
	TOTAL								20834	30.96								46451	69.04					67285	  85												
																			Elected																		
																																					
Reid																																					
				GUNER			LONG			EMTAGE			LOCKE			FERGUSON			DORIC																		
				Eyup			Jennifer			Carmel Mary			Paul			Laurie			Stephen																		
				(LP)			(WSG)			(IND)						(ALP)			(NLP)																		
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.															
FIRST			19711	27.90		1524	2.16		1942	2.75		1098	1.55		45714	64.71		660	0.93		70649	- 															
SECOND			110	17.16		59	9.20		67	10.45		69	10.76		336	52.42			Excluded		641	  19															
	TOTAL		19821	28.06		1583	2.24		2009	2.84		1167	1.65		46050	65.20					70630	  19															
THIRD			165	14.29		100	8.66		417	36.10			Excluded		473	40.95					1155	  12															
	TOTAL		19986	28.30		1683	2.38		2426	3.44					46523	65.88					70618	  31															
FOURTH			363	21.67			Excluded		823	49.13					489	29.19					1675	  8															
	TOTAL		20349	28.82					3249	4.60					47012	66.58					70610	  39															
FIFTH			1676	51.68						Excluded					1567	48.32					3243	  6															
	TOTAL		22025	31.20											48579	68.80					70604	  45															
																Elected																					
																																					
Richmond																																					
				NEWELL			ANTHONY			ERMACORA			KEMP			CROOKS			MCILRATH			GRAYNDLER			FAITH			FRANCIS									
				Neville			Larry			Hugh Ronald			Eddy			Fred			Christopher			Moira			Josephine			Bruce									
				(ALP)			(NP)			(IND)			(DEM)			(CAP)			(IND)			(NLP)			(GRN)			(LP)									
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.						
FIRST			30418	44.21		17700	25.73		812	1.18		1536	2.23		261	0.38		230	0.33		155	0.23		3167	4.60		14521	21.11		68800	- 						
SECOND			23	14.84		11	7.10		11	7.10		8	5.16		4	2.58		12	7.74			Excluded		77	49.68		9	5.81		155	- 						
	TOTAL		30441	44.25		17711	25.74		823	1.20		1544	2.24		265	0.39		242	0.35					3244	4.72		14530	21.12		68800	- 						
THIRD			32	13.22		15	6.20		87	35.95		30	12.40		20	8.26			Excluded					42	17.36		16	6.61		242	- 						
	TOTAL		30473	44.29		17726	25.76		910	1.32		1574	2.29		285	0.41								3286	4.78		14546	21.14		68800	- 						
FOURTH			38	13.43		67	23.67		48	16.96		37	13.07			Excluded								43	15.19		50	17.67		283	  2						
	TOTAL		30511	44.35		17793	25.86		958	1.39		1611	2.34											3329	4.84		14596	21.22		68798	  2						
FIFTH			234	24.50		145	15.18			Excluded		199	20.84											276	28.90		101	10.58		955	  3						
	TOTAL		30745	44.69		17938	26.07					1810	2.63											3605	5.24		14697	21.36		68795	  5						
SIXTH			520	28.78		245	13.56						Excluded											871	48.20		171	9.46		1807	  3						
	TOTAL		31265	45.45		18183	26.43																	4476	6.51		14868	21.61		68792	  8						
SEVENTH			3357	75.24		593	13.29																		Excluded		512	11.47		4462	  14						
	TOTAL		34622	50.34		18776	27.30																				15380	22.36		68778	  22						
EIGHTH			976	6.35		14384	93.65																					Excluded		15360	  20						
	TOTAL		35598	51.77		33160	48.23																							68758	  42						
				Elected																																	
																																					
Riverina																																					
				TER HAAR			HICKS			BRASSIL			HEFFERNAN			MEREDITH																					
				Margaret Fiona			Noel			Pat			Bill			Paul William																					
				(NLP)			(NP)			(ALP)			(LP)			(IND)																					
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.																		
FIRST			847	1.16		28176	38.47		24606	33.59		17386	23.74		2234	3.05		73249	- 																		
SECOND				Excluded		394	47.24		166	19.90		65	7.79		209	25.06		834	  13																		
	TOTAL					28571	39.01		24772	33.82		17451	23.83		2442	3.33		73236	  13																		
THIRD						862	35.34		1078	44.20		499	20.46			Excluded		2439	  3																		
	TOTAL					29433	40.19		25850	35.30		17950	24.51					73233	  16																		
FOURTH						16645	92.77		1297	7.23			Excluded					17942	  8																		
	TOTAL					46078	62.93		27147	37.07								73225	  24																		
							Elected																														
																																					
Robertson																																					
				WALKER			GRIFFITHS			GALLACHER			ELLIS			EAGER																					
				Frank			Glenice			Mike			Bryan			Beth																					
				(ALP)			(DEM)			(LP)			(CCG)			(NLP)																					
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.																		
FIRST			34274	50.15		3310	4.84		28228	41.31		2218	3.25		310	0.45		68340	- 																		
SECOND			54	17.48		57	18.45		45	14.56		153	49.51			Excluded		309	  1																		
	TOTAL		34329	50.23		3368	4.93		28271	41.37		2371	3.47					68339	  1																		
THIRD			726	30.67		1211	51.16		430	18.17			Excluded					2367	  4																		
	TOTAL		35055	51.30		4579	6.70		28701	42.00								68335	  5																		
FOURTH			2905	63.53			Excluded		1668	36.47								4573	  6																		
	TOTAL		37960	55.55					30369	44.45								68329	  11																		
				Elected																																	
																																					
Shortland																																					
				COGHLAN			COOK			PAYNE			RANDALL			MORROW			MORRIS			RECKENBERG															
				Laurie			Terry			Geoff			Brett			Ivan			Peter			Michael															
				(LP)									(NLP)			(CTA)			(ALP)			(DEM)															
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.												
FIRST			20082	28.87		737	1.06		329	0.47		413	0.59		1113	1.60		43012	61.84		3864	5.56		69550	- 												
SECOND			45	13.80		170	52.15			Excluded		39	11.96		16	4.91		32	9.82		24	7.36		326	  3												
	TOTAL		20127	28.94		907	1.30					452	0.65		1129	1.62		43044	61.89		3888	5.59		69547	  3												
THIRD			76	16.96		115	25.67						Excluded		81	18.08		86	19.20		90	20.09		448	  4												
	TOTAL		20203	29.05		1022	1.47								1210	1.74		43130	62.02		3978	5.72		69543	  7												
FOURTH			345	33.99			Excluded								304	29.95		202	19.90		164	16.16		1015	  7												
	TOTAL		20548	29.55											1514	2.18		43332	62.32		4142	5.96		69536	  14												
FIFTH			595	39.30												Excluded		631	41.68		288	19.02		1514	  0												
	TOTAL		21143	30.41														43963	63.22		4430	6.37		69536	  14												
SIXTH			1570	35.52														2850	64.48			Excluded		4420	  10												
	TOTAL		22713	32.67														46813	67.33					69526	  24												
																			Elected																		
																																					
Sydney																																					
				GLEESON			FISHER			DAWSON			BERRIMAN			O'HALLORAN			BALDWIN			HATFIELD															
				Margaret			James			Bob			Mark			Donald			Peter			Bronia															
							(LP)			(DEM)			(GRN)						(ALP)			(NLP)															
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.												
FIRST			1917	2.69		18493	25.98		2807	3.94		5513	7.75		183	0.26		41621	58.48		639	0.90		71173	- 												
SECOND			56	31.11		20	11.11		16	8.89		28	15.56			Excluded		45	25.00		15	8.33		180	  3												
	TOTAL		1970	2.77		18513	26.01		2821	3.96		5541	7.79					41666	58.55		654	0.92		71165	  3												
THIRD			70	10.80		74	11.42		139	21.45		199	30.71					166	25.62			Excluded		648	  6												
	TOTAL		2040	2.87		18587	26.12		2960	4.16		5740	8.07					41832	58.79					71159	  9												
FOURTH				Excluded		975	48.36		253	12.55		559	27.73					229	11.36					2016	  24												
	TOTAL					19562	27.50		3213	4.52		6299	8.85					42061	59.13					71135	  33												
FIFTH						578	18.02			Excluded		1761	54.89					869	27.09					3208	  5												
	TOTAL					20140	28.31					8060	11.33					42930	60.35					71130	  38												
SIXTH						1568	19.50						Excluded					6472	80.50					8040	  20												
	TOTAL					21708	30.53											49402	69.47					71110	  58												
																			Elected																		
																																					
Throsby																																					
				GRIJAK			BARNES			HUGHES			SPERLING			CONNOR			PERROTT			HUGHES			HOLLIS			JOSEVSKI			HADLEY						
				Dragan			Richard			Brian			Karla			Rex			Margaret			David			Colin			Peter			Tom						
							(NLP)			(CTA)			(GRN)			(RCL)						(AFI)			(ALP)			(LP)			(DEM)						
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.			
FIRST			1127	1.67		267	0.40		1458	2.16		2842	4.21		7082	10.48		657	0.97		1016	1.50		39476	58.43		11394	16.86		2242	3.32		67561	- 			
SECOND			65	24.62			Excluded		50	18.94		65	24.62		27	10.23		7	2.65		12	4.55		16	6.06		14	5.30		8	3.03		264	  3			
	TOTAL		1189	1.76					1508	2.23		2903	4.30		7110	10.53		664	0.98		1027	1.52		39492	58.46		11408	16.89		2250	3.33		67551	  3			
THIRD			36	5.42					15	2.26		324	48.80		61	9.19			Excluded		43	6.48		83	12.50		36	5.42		66	9.94		664	  0			
	TOTAL		1225	1.81					1523	2.25		3227	4.78		7171	10.62					1070	1.58		39575	58.59		11444	16.94		2316	3.43		67551	  3			
FOURTH			42	3.93					51	4.77		221	20.65		201	18.79						Excluded		258	24.11		140	13.08		157	14.67		1070	  0			
	TOTAL		1267	1.88					1574	2.33		3448	5.10		7372	10.91								39833	58.97		11584	17.15		2473	3.66		67551	  3			
FIFTH				Excluded					851	68.46		151	12.15		80	6.44								72	5.79		40	3.22		49	3.94		1243	  24			
	TOTAL								2425	3.59		3599	5.33		7452	11.04								39905	59.09		11624	17.21		2522	3.73		67527	  27			
SIXTH										Excluded		1084	45.07		639	26.57								172	7.15		381	15.84		129	5.36		2405	  20			
	TOTAL											4683	6.94		8091	11.99								40077	59.37		12005	17.78		2651	3.93		67507	  47			
SEVENTH												1052	39.88		237	8.98								755	28.62		594	22.52			Excluded		2638	  13			
	TOTAL											5735	8.50		8328	12.34								40832	60.50		12599	18.67					67494	  60			
EIGHTH													Excluded		2433	42.57								2423	42.40		859	15.03					5715	  20			
	TOTAL														10761	15.95								43255	64.11		13458	19.95					67474	  80			
NINTH																Excluded								6656	62.13		4057	37.87					10713	  48			
	TOTAL																							49911	74.02		17515	25.98					67426	  128			
																									Elected												
																																					
Warringah																																					
				CANNANE			KNOLES			WALKER			DISNEY			MACKELLAR																					
				Steve			Catherine			Hugh			Simon			Michael John Randal																					
				(ALP)			(NLP)			(IND)			(DEM)			(LP)																					
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.																		
FIRST			24690	33.80		1502	2.06		2762	3.78		3112	4.26		40983	56.10		73049	- 																		
SECOND			459	30.62			Excluded		506	33.76		278	18.55		256	17.08		1499	  3																		
	TOTAL		25149	34.43					3268	4.47		3390	4.64		41239	56.46		73046	  3																		
THIRD			875	26.81						Excluded		1606	49.20		783	23.99		3264	  4																		
	TOTAL		26024	35.63								4996	6.84		42022	57.53		73042	  7																		
FOURTH			3003	60.20									Excluded		1985	39.80		4988	  8																		
	TOTAL		29027	39.74											44007	60.26		73034	  15																		
																Elected																					
																																					
Watson																																					
				HARDING			O'BREE			MCLEAY			MEYER			TSIRKAS			NEWMAN			CHAPLIN															
				Col			Bernard Patrick			Leo			Brian			George			Amelia J.			M															
				(EFF)			(LP)			(ALP)			(IND)			(IND)			(DEM)			(NLP)															
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.												
FIRST			2499	3.57		21330	30.46		41701	59.56		721	1.03		952	1.36		2457	3.51		355	0.51		70015	- 												
SECOND			57	16.19		34	9.66		48	13.64		31	8.81		45	12.78		137	38.92			Excluded		352	  3												
	TOTAL		2556	3.65		21364	30.51		41749	59.63		752	1.07		997	1.42		2594	3.71					70012	  3												
THIRD			147	19.68		55	7.36		155	20.75			Excluded		319	42.70		71	9.50					747	  5												
	TOTAL		2703	3.86		21419	30.60		41904	59.86					1316	1.88		2665	3.81					70007	  8												
FOURTH			311	23.81		207	15.85		373	28.56						Excluded		415	31.78					1306	  10												
	TOTAL		3014	4.31		21626	30.90		42277	60.40								3080	4.40					69997	  18												
FIFTH				Excluded		1405	46.88		494	16.48								1098	36.64					2997	  17												
	TOTAL					23031	32.91		42771	61.12								4178	5.97					69980	  35												
SIXTH						1562	37.67		2584	62.33									Excluded					4146	  32												
	TOTAL					24593	35.16		45355	64.84														69948	  67												
										Elected																											
																																					
Wentworth																																					
				HEWSON			HICKS			OQUIST			PEARCE			DUROVIC			BEGG			BOLAND															
				John Robert			Armon			Ben			Paul			Susan			Zanny			Patricia															
				(LP)			(DEM)			(ESG)			(ALP)			(IND)						(NLP)															
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.												
FIRST			38850	52.67		2055	2.79		4350	5.90		27156	36.81		598	0.81		253	0.34		503	0.68		73765	- 												
SECOND			15	5.93		10	3.95		126	49.80		33	13.04		36	14.23			Excluded		33	13.04		253	- 												
	TOTAL		38865	52.69		2065	2.80		4476	6.07		27189	36.86		634	0.86					536	0.73		73765	- 												
THIRD			71	13.27		42	7.85		199	37.20		59	11.03		164	30.65						Excluded		535	  1												
	TOTAL		38936	52.78		2107	2.86		4675	6.34		27248	36.94		798	1.08								73764	  1												
FOURTH			133	16.86		138	17.49		242	30.67		276	34.98			Excluded								789	  9												
	TOTAL		39069	52.97		2245	3.04		4917	6.67		27524	37.32											73755	  10												
FIFTH			406	18.10			Excluded		1260	56.17		577	25.72											2243	  2												
	TOTAL		39475	53.52					6177	8.38		28101	38.10											73753	  12												
SIXTH			1416	22.99						Excluded		4742	77.01											6158	  19												
	TOTAL		40891	55.46								32843	44.54											73734	  31												
				Elected																																	
																																					
Werriwa																																					
				CHAMBERLAIN			LEWIS			KERIN			FRASER																								
				Julie			Rick			John			Peter D																								
				(NLP)			(LP)			(ALP)			(DEM)																								
Count			Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.																					
FIRST			2129	3.13		20722	30.50		41725	61.40		3376	4.97		67952	- 																					
SECOND				Excluded		913	43.31		578	27.42		617	29.27		2108	  21																					
	TOTAL					21635	31.85		42303	62.27		3993	5.88		67931	  21																					
THIRD						1615	40.55		2368	59.45			Excluded		3983	  10																					
	TOTAL					23250	34.23		44671	65.77					67921	  31																					
										Elected																											
																																					
																																					
Victoria																																					
																																					
																																					
Aston																																					
				CHAPMAN			CRAVEN			PARRY			NUGENT			WISE																					
				Christine Anne			Susan Anne			Andrew			Peter			Damian																					
				(CTA)			(ALP)			(NLP)			(LP)			(DEM)																					
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.																		
FIRST			1483	1.98		32904	44.04		617	0.83		36747	49.19		2960	3.96		74711	- 																		
SECOND			113	18.59		154	25.33			Excluded		149	24.51		192	31.58		608	  9																		
	TOTAL		1596	2.14		33058	44.25					36896	49.39		3152	4.22		74702	  9																		
THIRD				Excluded		715	45.34					578	36.65		284	18.01		1577	  19																		
	TOTAL					33773	45.22					37474	50.18		3436	4.60		74683	  28																		
FOURTH						2123	62.24					1288	37.76			Excluded		3411	  25																		
	TOTAL					35896	48.08					38762	51.92					74658	  53																		
													Elected																								
																																					
Ballarat																																					
				CAVEN			RICKARD			DE CAEN			RONALDSON			HARDY			DEVEREUX																		
				Veronica			Jodie			Rob			Michael			Geoffrey Edward			Peter M																		
				(NLP)			(CTA)			(DEM)			(LP)			(IND)			(ALP)																		
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.															
FIRST			740	1.05		2618	3.71		1516	2.15		33478	47.47		1703	2.41		30470	43.20		70525	- 															
SECOND				Excluded		392	54.07		131	18.07		61	8.41		63	8.69		78	10.76		725	  15															
	TOTAL					3010	4.27		1647	2.34		33539	47.57		1766	2.50		30548	43.32		70510	  15															
THIRD						224	13.63			Excluded		343	20.86		452	27.49		625	38.02		1644	  3															
	TOTAL					3234	4.59					33882	48.05		2218	3.15		31173	44.21		70507	  18															
FOURTH						395	17.86					700	31.65			Excluded		1117	50.50		2212	  6															
	TOTAL					3629	5.15					34582	49.05					32290	45.80		70501	  24															
FIFTH							Excluded					2205	61.22					1397	38.78		3602	  27															
	TOTAL											36787	52.20					33687	47.80		70474	  51															
													Elected																								
																																					
Batman																																					
				THRUPP			CARR			HOWE			SIMATKOVICH			D'SOUZA			DICKINS																		
				Mabel			Geoff			Brian			Gordana			Nigel			Joan																		
				(LP)			(DEM)			(ALP)									(NLP)																		
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.															
FIRST			17503	24.61		2541	3.57		47974	67.45		490	0.69		1908	2.68		708	1.00		71124	- 															
SECOND			62	12.73		56	11.50		220	45.17			Excluded		122	25.05		27	5.54		487	  3															
	TOTAL		17565	24.70		2597	3.65		48194	67.76					2030	2.85		735	1.03		71121	  3															
THIRD			100	13.68		169	23.12		160	21.89					302	41.31			Excluded		731	  4															
	TOTAL		17665	24.84		2766	3.89		48354	67.99					2332	3.28					71117	  7															
FOURTH			174	7.48		1287	55.35		864	37.16						Excluded					2325	  7															
	TOTAL		17839	25.09		4053	5.70		49218	69.21											71110	  14															
FIFTH			1050	26.04			Excluded		2982	73.96											4032	  21															
	TOTAL		18889	26.57					52200	73.43											71089	  35															
										Elected																											
																																					
Bendigo																																					
				HELPER			SEMMENS			HILL			TAYLOR			REID			HARRISON			OBERIN															
				Joe			Don			Sharon E.			Pamela			Bruce			Doug			Julie															
				(ALP)			(DEM)			(NLP)			(CTA)			(LP)						(IND)															
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.												
FIRST			33802	46.11		2199	3.00		393	0.54		1717	2.34		33529	45.74		331	0.45		1336	1.82		73307	- 												
SECOND			41	12.42		29	8.79		23	6.97		35	10.61		118	35.76			Excluded		84	25.45		330	- 												
	TOTAL		33826	46.16		2227	3.04		416	0.57		1752	2.39		33645	45.91					1419	1.94		73285	- 												
THIRD			96	23.36		96	23.36			Excluded		61	14.84		61	14.84					97	23.60		411	  5												
	TOTAL		33922	46.29		2323	3.17					1813	2.47		33706	46.00					1516	2.07		73280	  5												
FOURTH			385	25.46		609	40.28					202	13.36		316	20.90						Excluded		1512	  4												
	TOTAL		34307	46.82		2932	4.00					2015	2.75		34022	46.43								73276	  9												
FIFTH			200	9.97		344	17.15						Excluded		1462	72.88								2006	  9												
	TOTAL		34507	47.10		3276	4.47								35484	48.43								73267	  18												
SIXTH			2072	63.46			Excluded								1193	36.54								3265	  11												
	TOTAL		36579	49.93											36677	50.07								73256	  29												
																Elected																					
																																					
Bruce																																					
				CHANDRA			WILLIAMS			BEALE			DI TEMPORA																								
				Leslie Ram			Beverley			Julian			Nicolas																								
				(DEM)			(ALP)			(LP)			(NLP)																								
Count			Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.																					
FIRST			3906	5.49		28986	40.74		37607	52.85		658	0.92		71157	- 																					
SECOND			333	50.38		126	19.06		202	30.56			Excluded		661	  4																					
	TOTAL		4232	5.95		29112	40.91		37809	53.14					71153	  4																					
THIRD				Excluded		2825	67.31		1372	32.69					4197	  35																					
	TOTAL					31937	44.91		39181	55.09					71118	  39																					
										Elected																											
																																					
Burke																																					
				BURROWES			O'KEEFE			DICKINS			RALPH			MITCHELL																					
				Ian			Neil			Michael			Iain			Stephen																					
				(CTA)			(ALP)			(NLP)			(DEM)			(LP)																					
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.																		
FIRST			1491	2.06		40067	55.39		552	0.76		3180	4.40		27047	37.39		72337	- 																		
SECOND			91	16.61		167	30.47			Excluded		196	35.77		94	17.15		548	  4																		
	TOTAL		1582	2.19		40234	55.62					3376	4.67		27141	37.52		72333	  4																		
THIRD				Excluded		759	48.59					304	19.46		499	31.95		1562	  20																		
	TOTAL					40993	56.69					3680	5.09		27640	38.22		72313	  24																		
FOURTH						2352	64.39						Excluded		1301	35.61		3653	  27																		
	TOTAL					43345	59.96								28941	40.04		72286	  51																		
							Elected																														
																																					
Calwell																																					
				LIVETT			RODENBURG			SPENCER			THEOPHANOUS			PRICE			MACKAY																		
				Dianne			Veronica A.			Rod			Andrew			Sandy			David																		
				(LP)			(IND)			(AFI)			(ALP)			(NLP)			(DEM)																		
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.															
FIRST			21752	28.79		1373	1.82		1013	1.34		48749	64.53		522	0.69		2140	2.83		75549	- 															
SECOND			69	13.27		141	27.12		49	9.42		104	20.00			Excluded		157	30.19		520	  2															
	TOTAL		21821	28.88		1514	2.00		1062	1.41		48853	64.67					2297	3.04		75547	  2															
THIRD			216	20.53		339	32.22			Excluded		315	29.94					182	17.30		1052	  10															
	TOTAL		22037	29.17		1853	2.45					49168	65.09					2479	3.28		75537	  12															
FOURTH			559	30.40			Excluded					493	26.81					787	42.79		1839	  14															
	TOTAL		22596	29.92								49661	65.76					3266	4.32		75523	  26															
FIFTH			1235	38.05								2011	61.95						Excluded		3246	  20															
	TOTAL		23831	31.56								51672	68.44								75503	  46															
													Elected																								
																																					
Casey																																					
				GINSBERG			KENDI			HALVERSON			WARREN																								
				Sam			Robert J			Bob			Julie																								
				(DEM)			(NLP)			(LP)			(ALP)																								
Count			Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.																					
FIRST			4574	6.21		1104	1.50		38716	52.55		29277	39.74		73671	- 																					
SECOND			662	60.62			Excluded		242	22.16		188	17.22		1092	  12																					
	TOTAL		5236	7.11					38958	52.89		29465	40.00		73659	  12																					
THIRD				Excluded					2241	43.22		2944	56.78		5185	  51																					
	TOTAL								41199	55.97		32409	44.03		73608	  63																					
										Elected																											
																																					
Chisholm																																					
				JOHNSTON			MCCASKIE			ALDOUS			WOOLDRIDGE																								
				Doug			Gordon			Richard			Michael Richard																								
				(DEM)			(ALP)			(NLP)			(LP)																								
Count			Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.																					
FIRST			4620	6.41		29998	41.63		1247	1.73		36198	50.23		72063	- 																					
SECOND			742	59.79		276	22.24			Excluded		223	17.97		1241	  6																					
	TOTAL		5362	7.44		30274	42.01					36421	50.54		72057	  6																					
THIRD				Excluded		3663	68.79					1662	31.21		5325	  37																					
	TOTAL					33937	47.12					38083	52.88		72020	  43																					
													Elected																								
																																					
Corangamite																																					
				WARNOCK			EADES			MCARTHUR			PEARCE			WINTER			GOLDEN			POWELL															
				John			Bernie			Stewart			Greta			Terry			Isaac			Norm															
				(IND)			(ALP)			(LP)			(DEM)			(CTA)			(NLP)			(IND)															
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.												
FIRST			1230	1.72		26199	36.69		38132	53.40		2210	3.09		867	1.21		567	0.79		2204	3.09		71409	- 												
SECOND			50	8.85		98	17.35		91	16.11		115	20.35		42	7.43			Excluded		169	29.91		565	  2												
	TOTAL		1281	1.79		26297	36.83		38224	53.53		2323	3.25		908	1.27					2372	3.32		71405	  2												
THIRD			87	9.63		109	12.07		379	41.97		130	14.40			Excluded					198	21.93		903	  5												
	TOTAL		1368	1.92		26406	36.98		38603	54.07		2453	3.44								2570	3.60		71400	  7												
FOURTH				Excluded		570	42.22		193	14.30		149	11.04								438	32.44		1350	  18												
	TOTAL					26976	37.79		38796	54.35		2602	3.65								3008	4.21		71382	  25												
FIFTH						1089	42.08		530	20.48			Excluded								969	37.44		2588	  14												
	TOTAL					28065	39.32		39326	55.10											3977	5.57		71368	  39												
SIXTH						2636	66.48		1329	33.52												Excluded		3965	  12												
	TOTAL					30701	43.03		40655	56.97														71356	  51												
										Elected																											
																																					
Corinella																																					
				NELSON			HOLST			BROADBENT			PJANIC			GRIFFIN			OLDIS																		
				Gary			Taylor			Russell Evan			Predrag			Alan			Trudie																		
				(NLP)			(DEM)			(LP)						(ALP)			(IND)																		
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.															
FIRST			1494	1.91		2224	2.84		33139	42.32		782	1.00		39194	50.05		1482	1.89		78315	- 															
SECOND			53	6.81		30	3.86		526	67.61			Excluded		122	15.68		47	6.04		778	  4															
	TOTAL		1547	1.98		2254	2.88		33665	42.99					39316	50.20		1529	1.95		78311	  4															
THIRD			261	17.27		620	41.03		213	14.10					417	27.60			Excluded		1511	  18															
	TOTAL		1808	2.31		2874	3.67		33878	43.27					39733	50.75					78293	  22															
FOURTH				Excluded		1262	71.06		287	16.16					227	12.78					1776	  32															
	TOTAL					4136	5.28		34165	43.66					39960	51.06					78261	  54															
FIFTH							Excluded		2028	49.33					2083	50.67					4111	  25															
	TOTAL								36193	46.26					42043	53.74					78236	  79															
																Elected																					
																																					
Corio																																					
				MARTORANA			TOL			O'CONNOR			WINTER			SMITH			BELL																		
				Mike			John			Gavan			Ian			Carol Lorraine			Aidan																		
