Senate - 1998 Election: Australian Capital Territory																																																																																																										
First Preference Votes by Candidate																																																																																																										
By Polling Place																																																																																																										


Canberra (105359)																																																																																																										

	   		 A Abolish Child Support/Family Court Party												 B Pauline Hanson's One Nation												 C Australian Women's Party												 D Liberal Party of Australia - ACT Division												 E Australian Democrats												 F Australian Labor Party (ALP)												 G Australian Greens												Ungrouped																			
    			TICKET VOTES			ROGERS			HARDY			Group Total			TICKET VOTES			O'BRIEN			LEYLAND			Group Total			TICKET VOTES			HARIDAN			EDWARDS			Group Total			TICKET VOTES			# REID			RICHARDS			Group Total			TICKET VOTES			FARLEY			SIEVERS			Group Total			TICKET VOTES			# LUNDY			CONWAY			Group Total			TICKET VOTES			FOSKEY			CHRISTIAN			Group Total			HARRIS			EDGAR			MILLER			Ungrouped Total			FORMAL			INFORMAL			TOTAL	
    						Peter Leonard			Anthony									Estelle			Jeremy									Annette M			Susanne J									Margaret			Gayle									Rick			Wayne									Kate			Peter Michael									Deb			Lesley Anne						Cec			Andrew			John													
Polling Places			Vote	%		Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%
Ainslie		                                    	6	0.45	  	3	0.23	  	0	0	  	9	0.68	  	31	2.33	  	20	1.5	  	0	0	  	51	3.83	  	9	0.68	  	2	0.15	  	0	0	  	11	0.83	  	267	20.03	  	48	3.6	  	3	0.23	  	318	23.86	  	120	9	  	160	12	  	3	0.23	  	283	21.23	  	490	36.76	  	112	8.4	  	5	0.38	  	607	45.54	  	25	1.88	  	25	1.88	  	3	0.23	  	53	3.98	  	0	0	  	1	0.08	  	0	0	  	1	0.08	  	1333	96.52	  	48	3.48	  	1381	1.39
Ainslie North		                              	8	0.34	  	1	0.04	  	0	0	  	9	0.39	  	70	3.01	  	28	1.2	  	2	0.09	  	100	4.3	  	8	0.34	  	1	0.04	  	0	0	  	9	0.39	  	441	18.94	  	59	2.53	  	2	0.09	  	502	21.56	  	242	10.4	  	253	10.87	  	5	0.21	  	500	21.48	  	838	36	  	203	8.72	  	8	0.34	  	1049	45.06	  	89	3.82	  	49	2.1	  	3	0.13	  	141	6.06	  	6	0.26	  	0	0	  	12	0.52	  	18	0.77	  	2328	96.64	  	81	3.36	  	2409	2.42
Aranda		                                     	9	0.36	  	5	0.2	  	1	0.04	  	15	0.61	  	39	1.58	  	13	0.53	  	5	0.2	  	57	2.3	  	5	0.2	  	1	0.04	  	0	0	  	6	0.24	  	552	22.29	  	93	3.76	  	5	0.2	  	650	26.25	  	284	11.47	  	368	14.86	  	7	0.28	  	659	26.62	  	729	29.44	  	230	9.29	  	8	0.32	  	967	39.05	  	68	2.75	  	41	1.66	  	4	0.16	  	113	4.56	  	1	0.04	  	0	0	  	8	0.32	  	9	0.36	  	2476	97.9	  	53	2.1	  	2529	2.54
Baker Gardens		                              	3	0.44	  	0	0	  	0	0	  	3	0.44	  	20	2.93	  	9	1.32	  	0	0	  	29	4.25	  	2	0.29	  	1	0.15	  	0	0	  	3	0.44	  	128	18.74	  	15	2.2	  	1	0.15	  	144	21.08	  	60	8.78	  	91	13.32	  	1	0.15	  	152	22.25	  	227	33.24	  	81	11.86	  	4	0.59	  	312	45.68	  	18	2.64	  	17	2.49	  	2	0.29	  	37	5.42	  	1	0.15	  	0	0	  	2	0.29	  	3	0.44	  	683	97.43	  	18	2.57	  	701	0.7
Barton		                                     	5	0.39	  	0	0	  	0	0	  	5	0.39	  	20	1.58	  	18	1.42	  	1	0.08	  	39	3.08	  	6	0.47	  	4	0.32	  	1	0.08	  	11	0.87	  	409	32.31	  	60	4.74	  	3	0.24	  	472	37.28	  	128	10.11	  	134	10.58	  	3	0.24	  	265	20.93	  	324	25.59	  	99	7.82	  	3	0.24	  	426	33.65	  	24	1.9	  	17	1.34	  	1	0.08	  	42	3.32	  	4	0.32	  	1	0.08	  	1	0.08	  	6	0.47	  	1266	97.61	  	31	2.39	  	1297	1.3
Belconnen		                                  	4	0.21	  	2	0.11	  	0	0	  	6	0.32	  	42	2.22	  	8	0.42	  	3	0.16	  	53	2.8	  	7	0.37	  	2	0.11	  	1	0.05	  	10	0.53	  	425	22.45	  	66	3.49	  	8	0.42	  	499	26.36	  	222	11.73	  	147	7.77	  	5	0.26	  	374	19.76	  	721	38.09	  	118	6.23	  	21	1.11	  	860	45.43	  	55	2.91	  	21	1.11	  	5	0.26	  	81	4.28	  	1	0.05	  	1	0.05	  	8	0.42	  	10	0.53	  	1893	98.29	  	33	1.71	  	1926	1.93
Bruce		                                      	1	0.35	  	0	0	  	0	0	  	1	0.35	  	6	2.08	  	2	0.69	  	1	0.35	  	9	3.11	  	3	1.04	  	0	0	  	0	0	  	3	1.04	  	94	32.53	  	13	4.5	  	1	0.35	  	108	37.37	  	23	7.96	  	27	9.34	  	0	0	  	50	17.3	  	89	30.8	  	16	5.54	  	0	0	  	105	36.33	  	7	2.42	  	3	1.04	  	1	0.35	  	11	3.81	  	0	0	  	0	0	  	2	0.69	  	2	0.69	  	289	96.33	  	11	3.67	  	300	0.3
Campbell		                                   	6	0.31	  	4	0.21	  	0	0	  	10	0.52	  	48	2.48	  	28	1.45	  	5	0.26	  	81	4.18	  	5	0.26	  	3	0.15	  	1	0.05	  	9	0.46	  	736	38	  	99	5.11	  	6	0.31	  	841	43.42	  	220	11.36	  	203	10.48	  	3	0.15	  	426	21.99	  	363	18.74	  	131	6.76	  	8	0.41	  	502	25.92	  	31	1.6	  	23	1.19	  	3	0.15	  	57	2.94	  	2	0.1	  	1	0.05	  	8	0.41	  	11	0.57	  	1937	98.58	  	28	1.42	  	1965	1.97
Charnwood		                                  	13	0.41	  	4	0.13	  	0	0	  	17	0.53	  	168	5.27	  	53	1.66	  	7	0.22	  	228	7.15	  	19	0.6	  	4	0.13	  	1	0.03	  	24	0.75	  	730	22.88	  	87	2.73	  	7	0.22	  	824	25.83	  	248	7.77	  	157	4.92	  	3	0.09	  	408	12.79	  	1352	42.38	  	208	6.52	  	10	0.31	  	1570	49.22	  	75	2.35	  	18	0.56	  	5	0.16	  	98	3.07	  	4	0.13	  	3	0.09	  	14	0.44	  	21	0.66	  	3190	97.52	  	81	2.48	  	3271	3.28
City		                                       	4	0.49	  	0	0	  	0	0	  	4	0.49	  	23	2.83	  	8	0.98	  	1	0.12	  	32	3.94	  	1	0.12	  	2	0.25	  	0	0	  	3	0.37	  	155	19.07	  	23	2.83	  	4	0.49	  	182	22.39	  	86	10.58	  	104	12.79	  	1	0.12	  	191	23.49	  	258	31.73	  	80	9.84	  	6	0.74	  	344	42.31	  	32	3.94	  	18	2.21	  	1	0.12	  	51	6.27	  	1	0.12	  	1	0.12	  	4	0.49	  	6	0.74	  	813	97.13	  	24	2.87	  	837	0.84
Dickson		                                    	5	0.43	  	3	0.26	  	0	0	  	8	0.68	  	32	2.73	  	16	1.36	  	2	0.17	  	50	4.26	  	3	0.26	  	3	0.26	  	1	0.09	  	7	0.6	  	232	19.78	  	40	3.41	  	2	0.17	  	274	23.36	  	123	10.49	  	135	11.51	  	2	0.17	  	260	22.17	  	415	35.38	  	96	8.18	  	1	0.09	  	512	43.65	  	43	3.67	  	14	1.19	  	0	0	  	57	4.86	  	2	0.17	  	1	0.09	  	2	0.17	  	5	0.43	  	1173	97.02	  	36	2.98	  	1209	1.21
Downer		                                     	4	0.31	  	4	0.31	  	0	0	  	8	0.61	  	51	3.91	  	15	1.15	  	2	0.15	  	68	5.21	  	6	0.46	  	0	0	  	0	0	  	6	0.46	  	287	22.01	  	37	2.84	  	7	0.54	  	331	25.38	  	87	6.67	  	105	8.05	  	0	0	  	192	14.72	  	548	42.02	  	93	7.13	  	9	0.69	  	650	49.85	  	19	1.46	  	26	1.99	  	0	0	  	45	3.45	  	0	0	  	1	0.08	  	3	0.23	  	4	0.31	  	1304	97.1	  	39	2.9	  	1343	1.35
Evatt		                                      	2	0.08	  	7	0.27	  	0	0	  	9	0.34	  	129	4.89	  	32	1.21	  	2	0.08	  	163	6.18	  	12	0.45	  	3	0.11	  	3	0.11	  	18	0.68	  	666	25.24	  	85	3.22	  	8	0.3	  	759	28.76	  	244	9.25	  	136	5.15	  	3	0.11	  	383	14.51	  	1080	40.92	  	147	5.57	  	10	0.38	  	1237	46.87	  	39	1.48	  	18	0.68	  	1	0.04	  	58	2.2	  	3	0.11	  	1	0.04	  	8	0.3	  	12	0.45	  	2639	96.88	  	85	3.12	  	2724	2.73
Evatt South		                                	4	0.36	  	1	0.09	  	0	0	  	5	0.45	  	32	2.86	  	12	1.07	  	3	0.27	  	47	4.2	  	2	0.18	  	0	0	  	0	0	  	2	0.18	  	298	26.61	  	49	4.38	  	1	0.09	  	348	31.07	  	99	8.84	  	87	7.77	  	4	0.36	  	190	16.96	  	412	36.79	  	74	6.61	  	5	0.45	  	491	43.84	  	19	1.7	  	7	0.63	  	2	0.18	  	28	2.5	  	1	0.09	  	0	0	  	8	0.71	  	9	0.8	  	1120	98.07	  	22	1.93	  	1142	1.15
Florey		                                     	3	0.15	  	3	0.15	  	0	0	  	6	0.3	  	69	3.48	  	15	0.76	  	0	0	  	84	4.24	  	9	0.45	  	2	0.1	  	0	0	  	11	0.55	  	518	26.14	  	78	3.94	  	4	0.2	  	600	30.27	  	169	8.53	  	89	4.49	  	4	0.2	  	262	13.22	  	839	42.33	  	116	5.85	  	11	0.55	  	966	48.74	  	29	1.46	  	12	0.61	  	3	0.15	  	44	2.22	  	1	0.05	  	2	0.1	  	6	0.3	  	9	0.45	  	1982	98.17	  	37	1.83	  	2019	2.03
Flynn		                                      	3	0.17	  	5	0.29	  	1	0.06	  	9	0.52	  	68	3.94	  	18	1.04	  	1	0.06	  	87	5.04	  	11	0.64	  	3	0.17	  	0	0	  	14	0.81	  	431	24.97	  	75	4.35	  	3	0.17	  	509	29.49	  	139	8.05	  	126	7.3	  	1	0.06	  	266	15.41	  	639	37.02	  	125	7.24	  	9	0.52	  	773	44.79	  	32	1.85	  	16	0.93	  	3	0.17	  	51	2.95	  	0	0	  	3	0.17	  	14	0.81	  	17	0.98	  	1726	97.96	  	36	2.04	  	1762	1.77
Giralang		                                   	8	0.43	  	1	0.05	  	0	0	  	9	0.48	  	84	4.47	  	16	0.85	  	2	0.11	  	102	5.43	  	8	0.43	  	1	0.05	  	0	0	  	9	0.48	  	471	25.07	  	74	3.94	  	7	0.37	  	552	29.38	  	146	7.77	  	128	6.81	  	6	0.32	  	280	14.9	  	704	37.47	  	128	6.81	  	15	0.8	  	847	45.08	  	36	1.92	  	18	0.96	  	2	0.11	  	56	2.98	  	0	0	  	0	0	  	24	1.28	  	24	1.28	  	1879	97.31	  	52	2.69	  	1931	1.94
Griffith		                                   	1	0.07	  	1	0.07	  	0	0	  	2	0.14	  	21	1.5	  	13	0.93	  	0	0	  	34	2.42	  	2	0.14	  	1	0.07	  	0	0	  	3	0.21	  	404	28.77	  	66	4.7	  	2	0.14	  	472	33.62	  	127	9.05	  	162	11.54	  	3	0.21	  	292	20.8	  	436	31.05	  	118	8.4	  	6	0.43	  	560	39.89	  	28	1.99	  	10	0.71	  	1	0.07	  	39	2.78	  	0	0	  	0	0	  	2	0.14	  	2	0.14	  	1404	97.43	  	37	2.57	  	1441	1.45
Hall		                                       	0	0	  	0	0	  	0	0	  	0	0	  	8	2.86	  	5	1.79	  	0	0	  	13	4.64	  	0	0	  	0	0	  	0	0	  	0	0	  	80	28.57	  	10	3.57	  	0	0	  	90	32.14	  	35	12.5	  	28	10	  	0	0	  	63	22.5	  	81	28.93	  	20	7.14	  	1	0.36	  	102	36.43	  	7	2.5	  	2	0.71	  	0	0	  	9	3.21	  	1	0.36	  	1	0.36	  	1	0.36	  	3	1.07	  	280	98.59	  	4	1.41	  	284	0.28
Higgins		                                    	5	0.25	  	2	0.1	  	0	0	  	7	0.35	  	90	4.48	  	18	0.9	  	5	0.25	  	113	5.63	  	5	0.25	  	0	0	  	0	0	  	5	0.25	  	485	24.17	  	73	3.64	  	2	0.1	  	560	27.9	  	175	8.72	  	124	6.18	  	1	0.05	  	300	14.95	  	822	40.96	  	121	6.03	  	7	0.35	  	950	47.33	  	35	1.74	  	13	0.65	  	3	0.15	  	51	2.54	  	5	0.25	  	1	0.05	  	15	0.75	  	21	1.05	  	2007	97.47	  	52	2.53	  	2059	2.07
Holt		                                       	7	0.34	  	5	0.24	  	0	0	  	12	0.58	  	95	4.61	  	28	1.36	  	4	0.19	  	127	6.17	  	8	0.39	  	3	0.15	  	0	0	  	11	0.53	  	451	21.9	  	86	4.18	  	8	0.39	  	545	26.47	  	174	8.45	  	121	5.88	  	2	0.1	  	297	14.42	  	836	40.6	  	126	6.12	  	12	0.58	  	974	47.3	  	38	1.85	  	23	1.12	  	1	0.05	  	62	3.01	  	2	0.1	  	1	0.05	  	28	1.36	  	31	1.51	  	2059	97.72	  	48	2.28	  	2107	2.11
Jervis Bay		                                 	1	0.74	  	1	0.74	  	0	0	  	2	1.47	  	7	5.15	  	1	0.74	  	0	0	  	8	5.88	  	0	0	  	0	0	  	0	0	  	0	0	  	50	36.76	  	6	4.41	  	1	0.74	  	57	41.91	  	8	5.88	  	4	2.94	  	0	0	  	12	8.82	  	47	34.56	  	6	4.41	  	1	0.74	  	54	39.71	  	2	1.47	  	1	0.74	  	0	0	  	3	2.21	  	0	0	  	0	0	  	0	0	  	0	0	  	136	99.27	  	1	0.73	  	137	0.14
Kaleen		                                     	4	0.16	  	3	0.12	  	0	0	  	7	0.29	  	102	4.17	  	32	1.31	  	4	0.16	  	138	5.64	  	3	0.12	  	3	0.12	  	1	0.04	  	7	0.29	  	618	25.25	  	91	3.72	  	10	0.41	  	719	29.37	  	225	9.19	  	131	5.35	  	3	0.12	  	359	14.67	  	977	39.91	  	171	6.99	  	3	0.12	  	1151	47.02	  	38	1.55	  	17	0.69	  	3	0.12	  	58	2.37	  	1	0.04	  	0	0	  	8	0.33	  	9	0.37	  	2448	97.14	  	72	2.86	  	2520	2.53
Kaleen South		                               	8	0.55	  	1	0.07	  	0	0	  	9	0.61	  	57	3.89	  	27	1.84	  	4	0.27	  	88	6	  	8	0.55	  	1	0.07	  	2	0.14	  	11	0.75	  	390	26.58	  	58	3.95	  	4	0.27	  	452	30.81	  	136	9.27	  	91	6.2	  	2	0.14	  	229	15.61	  	536	36.54	  	83	5.66	  	7	0.48	  	626	42.67	  	28	1.91	  	13	0.89	  	0	0	  	41	2.79	  	0	0	  	0	0	  	11	0.75	  	11	0.75	  	1467	97.54	  	37	2.46	  	1504	1.51
Latham		                                     	3	0.17	  	2	0.11	  	0	0	  	5	0.28	  	108	5.98	  	19	1.05	  	2	0.11	  	129	7.14	  	7	0.39	  	1	0.06	  	0	0	  	8	0.44	  	493	27.3	  	61	3.38	  	1	0.06	  	555	30.73	  	163	9.03	  	93	5.15	  	4	0.22	  	260	14.4	  	673	37.26	  	117	6.48	  	14	0.78	  	804	44.52	  	22	1.22	  	9	0.5	  	5	0.28	  	36	1.99	  	0	0	  	1	0.06	  	8	0.44	  	9	0.5	  	1806	98.21	  	33	1.79	  	1839	1.84
Lyneham		                                    	11	0.35	  	3	0.1	  	0	0	  	14	0.45	  	108	3.47	  	19	0.61	  	6	0.19	  	133	4.27	  	8	0.26	  	4	0.13	  	0	0	  	12	0.39	  	534	17.16	  	84	2.7	  	11	0.35	  	629	20.21	  	318	10.22	  	371	11.92	  	7	0.22	  	696	22.37	  	1130	36.31	  	288	9.25	  	21	0.67	  	1439	46.24	  	92	2.96	  	83	2.67	  	1	0.03	  	176	5.66	  	1	0.03	  	1	0.03	  	11	0.35	  	13	0.42	  	3112	96.5	  	113	3.5	  	3225	3.24
Macgregor		                                  	3	0.2	  	3	0.2	  	0	0	  	6	0.4	  	53	3.51	  	21	1.39	  	7	0.46	  	81	5.37	  	5	0.33	  	1	0.07	  	1	0.07	  	7	0.46	  	329	21.82	  	36	2.39	  	2	0.13	  	367	24.34	  	161	10.68	  	93	6.17	  	3	0.2	  	257	17.04	  	627	41.58	  	105	6.96	  	5	0.33	  	737	48.87	  	25	1.66	  	17	1.13	  	5	0.33	  	47	3.12	  	0	0	  	2	0.13	  	4	0.27	  	6	0.4	  	1508	98.5	  	23	1.5	  	1531	1.54
Macquarie		                                  	6	0.38	  	4	0.26	  	0	0	  	10	0.64	  	70	4.48	  	22	1.41	  	1	0.06	  	93	5.96	  	3	0.19	  	0	0	  	0	0	  	3	0.19	  	320	20.5	  	64	4.1	  	6	0.38	  	390	24.98	  	160	10.25	  	148	9.48	  	2	0.13	  	310	19.86	  	552	35.36	  	119	7.62	  	5	0.32	  	676	43.31	  	46	2.95	  	15	0.96	  	1	0.06	  	62	3.97	  	4	0.26	  	0	0	  	13	0.83	  	17	1.09	  	1561	98.11	  	30	1.89	  	1591	1.6
Melba		                                      	0	0	  	6	0.4	  	0	0	  	6	0.4	  	41	2.73	  	23	1.53	  	1	0.07	  	65	4.33	  	5	0.33	  	0	0	  	0	0	  	5	0.33	  	393	26.2	  	65	4.33	  	8	0.53	  	466	31.07	  	143	9.53	  	124	8.27	  	4	0.27	  	271	18.07	  	508	33.87	  	109	7.27	  	9	0.6	  	626	41.73	  	20	1.33	  	20	1.33	  	1	0.07	  	41	2.73	  	2	0.13	  	0	0	  	18	1.2	  	20	1.33	  	1500	98.04	  	30	1.96	  	1530	1.53
Narrabundah		                                	14	0.79	  	2	0.11	  	1	0.06	  	17	0.96	  	79	4.45	  	17	0.96	  	1	0.06	  	97	5.46	  	13	0.73	  	3	0.17	  	0	0	  	16	0.9	  	383	21.57	  	28	1.58	  	5	0.28	  	416	23.42	  	156	8.78	  	124	6.98	  	1	0.06	  	281	15.82	  	789	44.43	  	84	4.73	  	4	0.23	  	877	49.38	  	37	2.08	  	22	1.24	  	3	0.17	  	62	3.49	  	5	0.28	  	3	0.17	  	2	0.11	  	10	0.56	  	1776	97.48	  	46	2.52	  	1822	1.83
Ngunnawal		                                  	8	0.35	  	3	0.13	  	1	0.04	  	12	0.52	  	66	2.86	  	25	1.08	  	3	0.13	  	94	4.08	  	10	0.43	  	1	0.04	  	0	0	  	11	0.48	  	665	28.85	  	78	3.38	  	6	0.26	  	749	32.49	  	200	8.68	  	112	4.86	  	3	0.13	  	315	13.67	  	899	39	  	152	6.59	  	6	0.26	  	1057	45.86	  	35	1.52	  	12	0.52	  	2	0.09	  	49	2.13	  	0	0	  	0	0	  	18	0.78	  	18	0.78	  	2305	97.67	  	55	2.33	  	2360	2.37
Nicholls		                                   	8	0.38	  	3	0.14	  	0	0	  	11	0.53	  	59	2.82	  	11	0.53	  	1	0.05	  	71	3.39	  	3	0.14	  	0	0	  	0	0	  	3	0.14	  	659	31.46	  	95	4.53	  	4	0.19	  	758	36.18	  	215	10.26	  	101	4.82	  	2	0.1	  	318	15.18	  	768	36.66	  	116	5.54	  	9	0.43	  	893	42.63	  	23	1.1	  	10	0.48	  	1	0.05	  	34	1.62	  	2	0.1	  	0	0	  	5	0.24	  	7	0.33	  	2095	98.36	  	35	1.64	  	2130	2.14
Page		                                       	5	0.36	  	6	0.44	  	0	0	  	11	0.8	  	43	3.14	  	18	1.31	  	3	0.22	  	64	4.67	  	4	0.29	  	2	0.15	  	0	0	  	6	0.44	  	307	22.41	  	55	4.01	  	6	0.44	  	368	26.86	  	138	10.07	  	111	8.1	  	2	0.15	  	251	18.32	  	510	37.23	  	96	7.01	  	5	0.36	  	611	44.6	  	25	1.82	  	21	1.53	  	1	0.07	  	47	3.43	  	1	0.07	  	0	0	  	11	0.8	  	12	0.88	  	1370	98.07	  	27	1.93	  	1397	1.4
Palmerston		                                 	15	0.51	  	3	0.1	  	0	0	  	18	0.61	  	96	3.25	  	26	0.88	  	4	0.14	  	126	4.26	  	6	0.2	  	1	0.03	  	0	0	  	7	0.24	  	881	29.79	  	88	2.98	  	14	0.47	  	983	33.24	  	216	7.3	  	143	4.84	  	0	0	  	359	12.14	  	1214	41.06	  	163	5.51	  	6	0.2	  	1383	46.77	  	52	1.76	  	16	0.54	  	5	0.17	  	73	2.47	  	1	0.03	  	1	0.03	  	6	0.2	  	8	0.27	  	2957	98.24	  	53	1.76	  	3010	3.02
# REID		                                       	2	0.33	  	0	0	  	0	0	  	2	0.33	  	12	1.96	  	4	0.65	  	0	0	  	16	2.62	  	0	0	  	0	0	  	0	0	  	0	0	  	147	24.06	  	26	4.26	  	0	0	  	173	28.31	  	57	9.33	  	94	15.38	  	1	0.16	  	152	24.88	  	194	31.75	  	43	7.04	  	4	0.65	  	241	39.44	  	9	1.47	  	15	2.45	  	0	0	  	24	3.93	  	0	0	  	1	0.16	  	2	0.33	  	3	0.49	  	611	97.92	  	13	2.08	  	624	0.63
Scullin		                                    	5	0.28	  	4	0.23	  	1	0.06	  	10	0.57	  	100	5.68	  	20	1.14	  	1	0.06	  	121	6.87	  	7	0.4	  	2	0.11	  	1	0.06	  	10	0.57	  	400	22.7	  	65	3.69	  	5	0.28	  	470	26.67	  	161	9.14	  	106	6.02	  	4	0.23	  	271	15.38	  	684	38.82	  	113	6.41	  	8	0.45	  	805	45.69	  	47	2.67	  	15	0.85	  	0	0	  	62	3.52	  	0	0	  	0	0	  	13	0.74	  	13	0.74	  	1762	97.67	  	42	2.33	  	1804	1.81
Spence		                                     	8	0.56	  	4	0.28	  	0	0	  	12	0.84	  	59	4.13	  	16	1.12	  	3	0.21	  	78	5.46	  	2	0.14	  	4	0.28	  	0	0	  	6	0.42	  	355	24.86	  	49	3.43	  	4	0.28	  	408	28.57	  	142	9.94	  	113	7.91	  	1	0.07	  	256	17.93	  	522	36.55	  	95	6.65	  	3	0.21	  	620	43.42	  	23	1.61	  	10	0.7	  	2	0.14	  	35	2.45	  	4	0.28	  	1	0.07	  	8	0.56	  	13	0.91	  	1428	97.54	  	36	2.46	  	1464	1.47
Turner		                                     	5	0.31	  	1	0.06	  	0	0	  	6	0.37	  	37	2.26	  	19	1.16	  	0	0	  	56	3.42	  	2	0.12	  	3	0.18	  	0	0	  	5	0.31	  	235	14.34	  	47	2.87	  	3	0.18	  	285	17.39	  	164	10.01	  	277	16.9	  	4	0.24	  	445	27.15	  	548	33.44	  	159	9.7	  	13	0.79	  	720	43.93	  	60	3.66	  	52	3.17	  	2	0.12	  	114	6.96	  	1	0.06	  	1	0.06	  	6	0.37	  	8	0.49	  	1639	97.56	  	41	2.44	  	1680	1.69
Watson		                                     	6	0.27	  	8	0.35	  	1	0.04	  	15	0.66	  	91	4.02	  	37	1.64	  	4	0.18	  	132	5.84	  	11	0.49	  	3	0.13	  	0	0	  	14	0.62	  	478	21.14	  	82	3.63	  	6	0.27	  	566	25.03	  	166	7.34	  	249	11.01	  	5	0.22	  	420	18.58	  	795	35.16	  	191	8.45	  	16	0.71	  	1002	44.32	  	53	2.34	  	37	1.64	  	3	0.13	  	93	4.11	  	5	0.22	  	1	0.04	  	13	0.57	  	19	0.84	  	2261	97.54	  	57	2.46	  	2318	2.33
Weetangera		                                 	6	0.27	  	1	0.04	  	0	0	  	7	0.31	  	49	2.17	  	27	1.19	  	4	0.18	  	80	3.54	  	5	0.22	  	2	0.09	  	1	0.04	  	8	0.35	  	759	33.58	  	106	4.69	  	9	0.4	  	874	38.67	  	239	10.58	  	248	10.97	  	4	0.18	  	491	21.73	  	558	24.69	  	157	6.95	  	7	0.31	  	722	31.95	  	42	1.86	  	22	0.97	  	1	0.04	  	65	2.88	  	1	0.04	  	0	0	  	12	0.53	  	13	0.58	  	2260	98.73	  	29	1.27	  	2289	2.3
Wreck Bay		                                  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	2	3.13	  	0	0	  	0	0	  	2	3.13	  	3	4.69	  	0	0	  	0	0	  	3	4.69	  	58	90.63	  	1	1.56	  	0	0	  	59	92.19	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	64	98.46	  	1	1.54	  	65	0.07
Special Hospitals		                          	2	0.4	  	0	0	  	0	0	  	2	0.4	  	8	1.62	  	1	0.2	  	0	0	  	9	1.82	  	1	0.2	  	0	0	  	0	0	  	1	0.2	  	223	45.14	  	9	1.82	  	0	0	  	232	46.96	  	24	4.86	  	4	0.81	  	0	0	  	28	5.67	  	209	42.31	  	4	0.81	  	0	0	  	213	43.12	  	8	1.62	  	0	0	  	0	0	  	8	1.62	  	0	0	  	0	0	  	1	0.2	  	1	0.2	  	494	94.46	  	29	5.54	  	523	0.52
Prison Mobiles		                             	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	4	80	  	1	20	  	0	0	  	5	100	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	0	0	  	5	100	  	0	0	  	5	0.01
Total Ordinary		                             	221	0.32	  	109	0.16	  	6	0.01	  	336	0.49	  	2391	3.5	  	760	1.11	  	95	0.14	  	3246	4.75	  	234	0.34	  	67	0.1	  	14	0.02	  	315	0.46	  	16881	24.7	  	2429	3.55	  	189	0.28	  	19499	28.53	  	6346	9.29	  	5622	8.23	  	109	0.16	  	12077	17.67	  	25005	36.59	  	4815	7.05	  	305	0.45	  	30125	44.08	  	1436	2.1	  	798	1.17	  	80	0.12	  	2314	3.39	  	63	0.09	  	31	0.05	  	340	0.5	  	434	0.64	  	68346	97.63	  	1659	2.37	  	70005	70.23
ABSENT		                                     	5	0.27	  	3	0.16	  	1	0.05	  	9	0.49	  	62	3.37	  	11	0.6	  	4	0.22	  	77	4.18	  	7	0.38	  	3	0.16	  	1	0.05	  	11	0.6	  	449	24.39	  	67	3.64	  	2	0.11	  	518	28.14	  	178	9.67	  	136	7.39	  	5	0.27	  	319	17.33	  	658	35.74	  	142	7.71	  	5	0.27	  	805	43.73	  	75	4.07	  	14	0.76	  	6	0.33	  	95	5.16	  	4	0.22	  	0	0	  	3	0.16	  	7	0.38	  	1841	98.71	  	24	1.29	  	1865	1.87
POSTAL		                                     	14	0.27	  	19	0.36	  	1	0.02	  	34	0.65	  	246	4.68	  	87	1.66	  	22	0.42	  	355	6.76	  	19	0.36	  	11	0.21	  	1	0.02	  	31	0.59	  	1673	31.85	  	275	5.24	  	24	0.46	  	1972	37.55	  	408	7.77	  	320	6.09	  	17	0.32	  	745	14.19	  	1474	28.07	  	357	6.8	  	25	0.48	  	1856	35.34	  	126	2.4	  	67	1.28	  	8	0.15	  	201	3.83	  	8	0.15	  	5	0.1	  	45	0.86	  	58	1.1	  	5252	99.08	  	49	0.92	  	5301	5.32
PRE_POLL		                                   	40	0.19	  	28	0.13	  	2	0.01	  	70	0.32	  	743	3.44	  	216	1	  	33	0.15	  	992	4.59	  	81	0.37	  	22	0.1	  	5	0.02	  	108	0.5	  	5562	25.73	  	685	3.17	  	59	0.27	  	6306	29.17	  	1977	9.14	  	1624	7.51	  	54	0.25	  	3655	16.91	  	7861	36.36	  	1431	6.62	  	82	0.38	  	9374	43.36	  	601	2.78	  	330	1.53	  	34	0.16	  	965	4.46	  	21	0.1	  	6	0.03	  	122	0.56	  	149	0.69	  	21619	98.6	  	307	1.4	  	21926	22
