Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total													
FIRST			37641	46.59		5740	7.10		6424	7.95		27912	34.55		861	1.07		1304	1.61		386	0.48		530	0.66		80798													
SECOND			31	8.03		16	4.15		17	4.40		24	6.22		14	3.63		29	7.51			Excluded		255	66.06		386													
	TOTAL		37672	46.62		5756	7.12		6441	7.97		27936	34.58		875	1.08		1333	1.65					785	0.97		80798													
THIRD			143	18.22		139	17.71		125	15.92		117	14.90		76	9.68		185	23.57						Excluded		785													
	TOTAL		37815	46.80		5895	7.30		6566	8.13		28053	34.72		951	1.18		1518	1.88								80798													
FOURTH			475	49.95		102	10.73		144	15.14		133	13.99			Excluded		97	10.20								951													
	TOTAL		38290	47.39		5997	7.42		6710	8.30		28186	34.88					1615	2.00								80798													
FIFTH			531	32.88		375	23.22		242	14.98		467	28.92						Excluded								1615													
	TOTAL		38821	48.05		6372	7.89		6952	8.60		28653	35.46														80798													
SIXTH			836	13.12			Excluded		4026	63.18		1510	23.70														6372													
	TOTAL		39657	49.08					10978	13.59		30163	37.33														80798													
SEVENTH			3709	33.79						Excluded		7269	66.21														10978													
	TOTAL		43366	53.67								37432	46.33														80798													
				Elected																																				
																																								
McEwen																																								
				SALTER			ROMAGNESI			MACLEOD			BAILEY			LODWICK			CARDEN																					
				Alan A			Jim			Andrew			Fran			Bill			Tony																					
				(HAN)			(GRN)			(ALP)			(LP)			(IND)			(DEM)																					
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																			
FIRST			2448	2.97		5006	6.07		31986	38.76		37963	46.01		1129	1.37		3986	4.83		82518																			
SECOND			128	11.34		214	18.95		180	15.94		261	23.12			Excluded		346	30.65		1129																			
	TOTAL		2576	3.12		5220	6.33		32166	38.98		38224	46.32					4332	5.25		82518																			
THIRD				Excluded		824	31.99		541	21.00		918	35.64					293	11.37		2576																			
	TOTAL					6044	7.32		32707	39.64		39142	47.43					4625	5.60		82518																			
FOURTH						2299	49.71		1224	26.46		1102	23.83						Excluded		4625																			
	TOTAL					8343	10.11		33931	41.12		40244	48.77								82518																			
FIFTH							Excluded		6338	75.97		2005	24.03								8343																			
	TOTAL								40269	48.80		42249	51.20								82518																			
													Elected																											
																																								
McMillan																																								
				HOWELL			ROBERTS			FORBES			WALL			FARRAR			ZAHRA			HOLTMAN																		
				Betty			David			Jim			David			Jenny			Christian			John F																		
							(NP)			(LP)			(DEM)			(GRN)			(ALP)			(HAN)																		
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																
FIRST			1262	1.59		2172	2.74		31532	39.80		3233	4.08		2918	3.68		35238	44.48		2864	3.62		79219																
SECOND				Excluded		476	37.72		293	23.22		108	8.56		109	8.64		154	12.20		122	9.67		1262																
	TOTAL					2648	3.34		31825	40.17		3341	4.22		3027	3.82		35392	44.68		2986	3.77		79219																
THIRD							Excluded		2132	80.51		192	7.25		73	2.76		153	5.78		98	3.70		2648																
	TOTAL								33957	42.86		3533	4.46		3100	3.91		35545	44.87		3084	3.89		79219																
FOURTH									963	31.23		347	11.25		899	29.15		875	28.37			Excluded		3084																
	TOTAL								34920	44.08		3880	4.90		3999	5.05		36420	45.97					79219																
FIFTH									848	21.86			Excluded		1926	49.64		1106	28.51					3880																
	TOTAL								35768	45.15					5925	7.48		37526	47.37					79219																
SIXTH									1892	31.93						Excluded		4033	68.07					5925																
	TOTAL								37660	47.54								41559	52.46					79219																
																			Elected																					
																																								
Mallee																																								
				KELLY			ZIGOURAS			RIVENDELL			MACKLEY			FORREST			DOUGLASS																					
				Timothy			John			Julie			Bob			John			Ross																					
				(DEM)			(ALP)			(GRN)			(HAN)			(NP)			(IND)																					
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																			
FIRST			3532	4.66		15440	20.37		1809	2.39		6550	8.64		44769	59.06		3704	4.89		75804																			
SECOND			655	36.21		465	25.70			Excluded		144	7.96		280	15.48		265	14.65		1809																			
	TOTAL		4187	5.52		15905	20.98					6694	8.83		45049	59.43		3969	5.24		75804																			
THIRD			607	15.29		579	14.59					1249	31.47		1534	38.65			Excluded		3969																			
	TOTAL		4794	6.32		16484	21.75					7943	10.48		46583	61.45					75804																			
FOURTH				Excluded		2523	52.63					506	10.55		1765	36.82					4794																			
	TOTAL					19007	25.07					8449	11.15		48348	63.78					75804																			
FIFTH						3790	44.86						Excluded		4659	55.14					8449																			
	TOTAL					22797	30.07								53007	69.93					75804																			
																Elected																								
																																								
Maribyrnong																																								
				KOZLOWSKI			BECKWITH			BARCLAY			SERCOMBE			WILLIAMS																								
				Andre			Jules			Grahame			Bob			Charles																								
				(CEC)			(GRN)			(LP)			(ALP)			(DEM)																								
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																						
FIRST			1840	2.46		2878	3.85		20705	27.67		44825	59.91		4567	6.10		74815																						
SECOND				Excluded		1052	57.17		345	18.75		290	15.76		153	8.32		1840																						
	TOTAL					3930	5.25		21050	28.14		45115	60.30		4720	6.31		74815																						
THIRD							Excluded		1449	36.87		930	23.66		1551	39.47		3930																						
	TOTAL								22499	30.07		46045	61.55		6271	8.38		74815																						
FOURTH									1906	30.39		4365	69.61			Excluded		6271																						
	TOTAL								24405	32.62		50410	67.38					74815																						
													Elected																											
																																								
Melbourne																																								
				TANNER			FERRARI			JOLLY			CURR			FRANTZESKOS			MCKENNA																					
				Lindsay James			James Stephen			Stephen			Pamela			Con			Brent																					
				(ALP)									(GRN)			(LP)			(DEM)																					
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																			
FIRST			39978	47.65		558	0.67		1260	1.50		13174	15.70		20870	24.87		8062	9.61		83902																			
SECOND			181	32.44			Excluded		176	31.54		97	17.38		70	12.54		34	6.09		558																			
	TOTAL		40159	47.86					1436	1.71		13271	15.82		20940	24.96		8096	9.65		83902																			
THIRD			292	20.33						Excluded		897	62.47		112	7.80		135	9.40		1436																			
	TOTAL		40451	48.21								14168	16.89		21052	25.09		8231	9.81		83902																			
FOURTH			1971	23.95								5062	61.50		1198	14.55			Excluded		8231																			
	TOTAL		42422	50.56								19230	22.92		22250	26.52					83902																			
FIFTH			16386	85.21									Excluded		2844	14.79					19230																			
	TOTAL		58808	70.09											25094	29.91					83902																			
				Elected																																				
																																								
Melbourne Ports																																								
				CHIPP			BECK			DANBY			KAVANAGH			MCLORINAN																								
				Greg			Jeremy			Michael			Jeannette			Andrew																								
				(DEM)			(CEC)			(ALP)			(GRN)			(LP)																								
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																						
FIRST			7328	9.27		305	0.39		31110	39.36		8912	11.28		31384	39.71		79039																						
SECOND			100	32.79			Excluded		60	19.67		92	30.16		53	17.38		305																						
	TOTAL		7428	9.40					31170	39.44		9004	11.39		31437	39.77		79039																						
THIRD				Excluded					2022	27.22		4452	59.94		954	12.84		7428																						
	TOTAL								33192	41.99		13456	17.02		32391	40.98		79039																						
FOURTH									10826	80.45			Excluded		2630	19.55		13456																						
	TOTAL								44018	55.69					35021	44.31		79039																						
										Elected																														
																																								
Menzies																																								
				WATSON			ANDREWS			GRIFFIN			RYAN			VASILOPOULOS																								
				Barry			Kevin			Brendan			Michael			Olga																								
				(GRN)			(LP)			(NGST)			(DEM)			(ALP)																								
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																						
FIRST			4301	5.51		41565	53.28		1135	1.45		5113	6.55		25895	33.19		78009																						
SECOND			306	26.96		285	25.11			Excluded		248	21.85		296	26.08		1135																						
	TOTAL		4607	5.91		41850	53.65					5361	6.87		26191	33.57		78009																						
THIRD				Excluded		1063	23.07					2357	51.16		1187	25.77		4607																						
	TOTAL					42913	55.01					7718	9.89		27378	35.10		78009																						
FOURTH						3064	39.70						Excluded		4654	60.30		7718																						
	TOTAL					45977	58.94								32032	41.06		78009																						
							Elected																																	
																																								
Murray																																								
				BUSH			STONE			JONES			HELLEMONS			CALDER			TAYLOR																					
				Simon			Sharman			David			Robert			Alan			Elizabeth Mary																					
				(IND)			(LP)			(GRN)			(HAN)			(ALP)			(DEM)																					
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																			
FIRST			2483	3.12		53498	67.24		1827	2.30		3162	3.97		16083	20.21		2514	3.16		79567																			
SECOND			370	20.25		355	19.43			Excluded		112	6.13		355	19.43		635	34.76		1827																			
	TOTAL		2853	3.59		53853	67.68					3274	4.11		16438	20.66		3149	3.96		79567																			
THIRD				Excluded		1149	40.27					391	13.70		454	15.91		859	30.11		2853																			
	TOTAL					55002	69.13					3665	4.61		16892	21.23		4008	5.04		79567																			
FOURTH						1962	53.53						Excluded		1077	29.39		626	17.08		3665																			
	TOTAL					56964	71.59								17969	22.58		4634	5.82		79567																			
FIFTH						1860	40.14								2774	59.86			Excluded		4634																			
	TOTAL					58824	73.93								20743	26.07					79567																			
							Elected																																	
																																								
Scullin																																								
				MAWHINNEY			CAMPBELL			KOSTADINOSKI			GRAY			JENKINS																								
				Brian			Trudy			Lucas			Merinda			Harry																								
				(DEM)			(CEC)			(LP)			(GRN)			(ALP)																								
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																						
FIRST			5306	6.53		589	0.72		21706	26.69		2421	2.98		51294	63.08		81316																						
SECOND			243	41.26			Excluded		135	22.92		139	23.60		72	12.22		589																						
	TOTAL		5549	6.82					21841	26.86		2560	3.15		51366	63.17		81316																						
THIRD			1376	53.75					382	14.92			Excluded		802	31.33		2560																						
	TOTAL		6925	8.52					22223	27.33					52168	64.15		81316																						
FOURTH				Excluded					2828	40.84					4097	59.16		6925																						
	TOTAL								25051	30.81					56265	69.19		81316																						
																Elected																								
																																								
Wannon																																								
				MCDONALD			PACKER			O'BRIEN			BLAIR			WITNEY			SCHMIDT			HAWKER			MORROW															
				Leigh			Amanda Elise			Robert			Gillian			Ricky			Olive			David			Richard															
				(IND)			(DEM)			(IND)			(GRN)			(LEF)			(HAN)			(LP)			(ALP)															
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total													
FIRST			1758	2.28		2294	2.98		876	1.14		2765	3.59		1196	1.55		2137	2.77		40366	52.40		25649	33.29		77041													
SECOND			254	29.00		123	14.04			Excluded		149	17.01		77	8.79		37	4.22		113	12.90		123	14.04		876													
	TOTAL		2012	2.61		2417	3.14					2914	3.78		1273	1.65		2174	2.82		40479	52.54		25772	33.45		77041													
THIRD			229	17.99		105	8.25					231	18.15			Excluded		206	16.18		304	23.88		198	15.55		1273													
	TOTAL		2241	2.91		2522	3.27					3145	4.08					2380	3.09		40783	52.94		25970	33.71		77041													
FOURTH				Excluded		893	39.85					332	14.81					304	13.57		444	19.81		268	11.96		2241													
	TOTAL					3415	4.43					3477	4.51					2684	3.48		41227	53.51		26238	34.06		77041													
FIFTH						526	19.60					572	21.31						Excluded		1022	38.08		564	21.01		2684													
	TOTAL					3941	5.12					4049	5.26								42249	54.84		26802	34.79		77041													
SIXTH							Excluded					2431	61.68								727	18.45		783	19.87		3941													
	TOTAL											6480	8.41								42976	55.78		27585	35.81		77041													
SEVENTH													Excluded								2945	45.45		3535	54.55		6480													
	TOTAL																				45921	59.61		31120	40.39		77041													
																						Elected																		
																																								
Wills																																								
				ISHERWOOD			GLANZ			DI NATALE			THOMSON			VALASINAVICIUS			STONE																					
				Craig			David			Richard			Kelvin			Vytautas Charles			Robert																					
				(CEC)						(GRN)			(ALP)			(LP)			(DEM)																					
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																		
FIRST			1367	1.74		1036	1.32		6081	7.74		44019	56.03		21030	26.77		5036	6.41		78569																		
SECOND			228	22.01			Excluded		544	52.51		165	15.93		37	3.57		62	5.98		1036																		
	TOTAL		1595	2.03					6625	8.43		44184	56.24		21067	26.81		5098	6.49		78569																		
THIRD				Excluded					1042	65.33		272	17.05		152	9.53		129	8.09		1595																		
	TOTAL								7667	9.76		44456	56.58		21219	27.01		5227	6.65		78569																		
FOURTH									2650	50.70		1540	29.46		1037	19.84			Excluded		5227																		
	TOTAL								10317	13.13		45996	58.54		22256	28.33					78569																		
FIFTH										Excluded		8546	82.83		1771	17.17					10317																		
	TOTAL											54542	69.42		24027	30.58					78569																		
													Elected																										
																																							
