Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%																																																														
	"STEPHENS, Katie"	ALP	19229	29.81	1798	26.82	117	29.92	1081	25.36	813	20.76	23038	28.88																																																														
	"GILES, Tania"	GRN	5619	8.71	827	12.33	38	9.72	355	8.33	190	4.85	7029	8.81																																																														
	"MOSS, Katie"	DEM	5731	8.88	865	12.90	38	9.72	426	9.99	215	5.49	7275	9.12																																																														
#	"COSTELLO, Peter"	LP	33925	52.59	3215	47.95	198	50.64	2401	56.32	2698	68.90	42437	53.19																																																														
		FORMAL	64504	97.25	6705	97.01	391	94.90	4263	98.02	3916	98.57	79779	97.32																																																														
		INFORMAL	1827	2.75	207	2.99	21	5.10	86	1.98	57	1.43	2198	2.68																																																														
		TOTAL	66331	80.91	6912	8.43	412	0.50	4349	5.31	3973	4.85	81977	93.11																																																														
Two Candidate Preferred																																																																												
	"STEPHENS, Katie"	ALP	27337	42.38	2964	44.21	176	45.01	1625	38.12	1094	27.94	33196	41.61																																																														
#	"COSTELLO, Peter"	LP	37167	57.62	3741	55.79	215	54.99	2638	61.88	2822	72.06	46583	58.39																																																														
	EXHAUSTED		0		0		0		0		0		0																																																															
																																																																												
																																																																												
																																																																												
Holt (88172)																																																																												
																																																																												
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total																																																															
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%																																																														
	"MORGAN, Polly"	DEM	4331	6.40	522	10.37	53	6.06	192	6.40	142	5.56	5240	6.63																																																														
	"WOOD, Jason"	LP	20745	30.68	1693	33.62	171	19.57	1035	34.48	977	38.27	24621	31.13																																																														
	"PATRINOS, Theos"	GRN	1730	2.56	257	5.10	26	2.97	82	2.73	54	2.12	2149	2.72																																																														
	"FORD, Gordon W"		745	1.10	84	1.67	9	1.03	17	0.57	25	0.98	880	1.11																																																														
#	"BYRNE, Anthony"	ALP	38839	57.44	2352	46.71	599	68.54	1588	52.90	1303	51.04	44681	56.50																																																														
	"DICKSON, Lynne"	CTA	1230	1.82	127	2.52	16	1.83	88	2.93	52	2.04	1513	1.91																																																														
		FORMAL	67620	94.92	5035	94.63	874	92.68	3002	97.40	2553	97.78	79084	95.06																																																														
		INFORMAL	3616	5.08	286	5.37	69	7.32	80	2.60	58	2.22	4109	4.94																																																														
		TOTAL	71236	85.63	5321	6.40	943	1.13	3082	3.70	2611	3.14	83193	94.35																																																														
Two Candidate Preferred																																																																												
	"WOOD, Jason"	LP	24292	35.92	2175	43.20	228	26.09	1205	40.14	1106	43.32	29006	36.68																																																														
#	"BYRNE, Anthony"	ALP	43328	64.08	2860	56.80	646	73.91	1797	59.86	1447	56.68	50078	63.32																																																														
	EXHAUSTED		0		0		0		0		0		0																																																															
																																																																												
																																																																												
																																																																												
Hotham (89090)																																																																												
																																																																												
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total																																																															
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%																																																														
	"BENNETT, Ollie"	GRN	2738	3.99	532	10.05	28	6.25	143	4.52	103	2.67	3544	4.35																																																														
	"HALL, Simon Joseph"	CEC	428	0.62	117	2.21	4	0.89	31	0.98	18	0.47	598	0.73																																																														
	"RUFFOLO, Priscilla"	LP	23860	34.74	1751	33.07	106	23.66	1202	37.95	1660	43.07	28579	35.09																																																														
	"JOSS, Jessica"	DEM	3505	5.10	529	9.99	19	4.24	165	5.21	165	4.28	4383	5.38																																																														
#	"CREAN, Simon"	ALP	38160	55.55	2366	44.68	291	64.96	1626	51.34	1908	49.51	44351	54.45																																																														
		FORMAL	68691	96.34	5295	95.65	448	91.80	3167	97.69	3854	98.92	81455	96.44																																																														
		INFORMAL	2607	3.66	241	4.35	40	8.20	75	2.31	42	1.08	3005	3.56																																																														
		TOTAL	71298	84.42	5536	6.55	488	0.58	3242	3.84	3896	4.61	84460	94.80																																																														
Two Candidate Preferred																																																																												
	"RUFFOLO, Priscilla"	LP	26261	38.23	2243	42.36	132	29.46	1339	42.28	1779	46.16	31754	38.98																																																														
#	"CREAN, Simon"	ALP	42430	61.77	3052	57.64	316	70.54	1828	57.72	2075	53.84	49701	61.02																																																														
	EXHAUSTED		0		0		0		0		0		0																																																															
																																																																												
																																																																												
																																																																												
Indi (85758)																																																																												
																																																																												
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total																																																															
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%																																																														
	"ADAMS, Pat"		720	1.12	65	1.81	11	3.23	81	1.23	18	0.65	895	1.15																																																														
	"MURDOCH, Barbara"	ALP	17559	27.25	906	25.22	108	31.67	1823	27.60	618	22.43	21014	27.03																																																														
	"BENNETTS, Lyn"	HAN	2497	3.87	110	3.06	20	5.87	308	4.66	144	5.23	3079	3.96																																																														
	"CHUCK, Robert"	DEM	2320	3.60	270	7.52	12	3.52	221	3.35	97	3.52	2920	3.76																																																														
	"SEYMOUR, Philip John"	CTA	712	1.10	67	1.87	3	0.88	77	1.17	25	0.91	884	1.14																																																														
	"WARDLE, Michael"	GRN	2332	3.62	309	8.60	15	4.40	235	3.56	65	2.36	2956	3.80																																																														
	"CHAMBERS, Don"	NP	7969	12.37	364	10.13	35	10.26	823	12.46	361	13.10	9552	12.29																																																														
#	"PANOPOULOS, Sophie"	LP	25725	39.92	1354	37.69	114	33.43	2656	40.21	1303	47.30	31152	40.07																																																														
	"McINTOSH, Nelson"	IND	4609	7.15	147	4.09	23	6.74	381	5.77	124	4.50	5284	6.80																																																														
		FORMAL	64443	94.34	3592	96.48	341	94.72	6605	96.75	2755	98.53	77736	94.78																																																														
		INFORMAL	3868	5.66	131	3.52	19	5.28	222	3.25	41	1.47	4281	5.22																																																														
		TOTAL	68311	83.29	3723	4.54	360	0.44	6827	8.32	2796	3.41	82017	95.64																																																														
Two Candidate Preferred																																																																												
	"MURDOCH, Barbara"	ALP	24977	38.76	1527	42.51	171	50.15	2620	39.67	906	32.89	30201	38.85																																																														
#	"PANOPOULOS, Sophie"	LP	39466	61.24	2065	57.49	170	49.85	3985	60.33	1849	67.11	47535	61.15																																																														
	EXHAUSTED		0		0		0		0		0		0																																																															
																																																																												
																																																																												
																																																																												
Isaacs (82675)																																																																												
																																																																												
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total																																																															
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%																																																														
	"OAKLEY, Shirly"	IND	1067	1.64	138	3.34	27	3.67	58	2.26	52	1.51	1342	1.77																																																														
	"BROOK, Patricia"	IND	515	0.79	67	1.62	10	1.36	23	0.90	25	0.73	640	0.84																																																														
#	"CORCORAN, Ann"	ALP	27726	42.73	1545	37.43	318	43.27	1031	40.26	1331	38.65	31951	42.18																																																														
	"STANTON, Heather"	CEC	189	0.29	32	0.78	8	1.09	8	0.31	9	0.26	246	0.32																																																														
	"GROVES, John"	HAN	1056	1.63	133	3.22	20	2.72	63	2.46	86	2.50	1358	1.79																																																														
	"SHEPHERDSON, Michael"	LP	26881	41.43	1544	37.40	258	35.10	1116	43.58	1721	49.97	31520	41.61																																																														
	"BUJEYA, Darren"	GRN	2590	3.99	269	6.52	35	4.76	100	3.90	79	2.29	3073	4.06																																																														
	"FLETCHER, Haydn"	DEM	4865	7.50	400	9.69	59	8.03	162	6.33	141	4.09	5627	7.43																																																														
		FORMAL	64889	95.27	4128	93.67	735	93.63	2561	96.61	3444	98.48	75757	95.35																																																														
		INFORMAL	3219	4.73	279	6.33	50	6.37	90	3.39	53	1.52	3691	4.65																																																														
		TOTAL	68108	85.73	4407	5.55	785	0.99	2651	3.34	3497	4.40	79448	96.10																																																														
Two Candidate Preferred																																																																												
#	"CORCORAN, Ann"	ALP	34546	53.24	2185	52.93	427	58.10	1295	50.57	1558	45.24	40011	52.81																																																														
	"SHEPHERDSON, Michael"	LP	30343	46.76	1943	47.07	308	41.90	1266	49.43	1886	54.76	35746	47.19																																																														
	EXHAUSTED		0		0		0		0		0		0																																																															
																																																																												
																																																																												
																																																																												
Jagajaga (88073)																																																																												
																																																																												
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total																																																															
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%																																																														
	"WIGG, Peter"	DEM	4547	6.64	451	9.41	19	7.12	215	6.28	189	4.49	5421	6.68																																																														
	"GALLAGHER, Paul"	CEC	211	0.31	32	0.67	1	0.37	14	0.41	8	0.19	266	0.33																																																														
	"JONES, Brett Lloyd"	LP	27499	40.15	1786	37.25	94	35.21	1488	43.48	1752	41.65	32619	40.18																																																														
	"ROBERTS, Samantha"	GRN	4388	6.41	462	9.64	17	6.37	182	5.32	129	3.07	5178	6.38																																																														
#	"MACKLIN, Jenny"	ALP	31324	45.73	1993	41.56	130	48.69	1486	43.42	2094	49.79	37027	45.61																																																														
	"SCHOREL-HLAVKA, Gary"	IND	525	0.77	71	1.48	6	2.25	37	1.08	34	0.81	673	0.83																																																														
		FORMAL	68494	96.17	4795	96.15	267	97.09	3422	97.83	4206	98.48	81184	96.36																																																														
		INFORMAL	2729	3.83	192	3.85	8	2.91	76	2.17	65	1.52	3070	3.64																																																														
		TOTAL	71223	84.53	4987	5.92	275	0.33	3498	4.15	4271	5.07	84254	95.66																																																														
Two Candidate Preferred																																																																												
	"JONES, Brett Lloyd"	LP	30288	44.22	2119	44.19	110	41.20	1624	47.46	1873	44.53	36014	44.36																																																														
#	"MACKLIN, Jenny"	ALP	38206	55.78	2676	55.81	157	58.80	1798	52.54	2333	55.47	45170	55.64																																																														
	EXHAUSTED		0		0		0		0		0		0																																																															
																																																																												
																																																																												
																																																																												
Kooyong (87128)																																																																												
																																																																												
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total																																																															
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%																																																														
#	"GEORGIOU, Petro"	LP	36288	54.59	3125	51.83	179	51.00	2054	56.43	2598	67.87	44244	55.08																																																														
	"CAMPBELL, Peter"	GRN	7160	10.77	863	14.31	45	12.82	328	9.01	211	5.51	8607	10.72																																																														
	"SHARP, Ari"	DEM	5122	7.71	670	11.11	35	9.97	316	8.68	231	6.03	6374	7.94																																																														
	"WILSON, Tom"	ALP	17903	26.93	1371	22.74	92	26.21	942	25.88	788	20.59	21096	26.26																																																														
		FORMAL	66473	97.35	6029	97.12	351	98.04	3640	97.95	3828	98.79	80321	97.43																																																														
		INFORMAL	1808	2.65	179	2.88	7	1.96	76	2.05	47	1.21	2117	2.57																																																														
		TOTAL	68281	82.83	6208	7.53	358	0.43	3716	4.51	3875	4.70	82438	94.62																																																														
Two Candidate Preferred																																																																												
#	"GEORGIOU, Petro"	LP	40087	60.31	3624	60.11	200	56.98	2265	62.23	2768	72.31	48944	60.94																																																														
	"WILSON, Tom"	ALP	26386	39.69	2405	39.89	151	43.02	1375	37.77	1060	27.69	31377	39.06																																																														
	EXHAUSTED		0		0		0		0		0		0																																																															
																																																																												
																																																																												
																																																																												
Lalor (89277)																																																																												
																																																																												
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total																																																															
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%																																																														
	"HOWE, Roger"	DEM	5440	7.72	385	9.67	43	8.16	325	6.87	104	5.14	6297	7.70																																																														
	"McCONNELL, David V"	LP	20987	29.78	1189	29.87	137	26.00	1639	34.62	682	33.68	24634	30.14																																																														
	"BRIFFA, Tony"	GRN	2777	3.94	261	6.56	31	5.88	171	3.61	81	4.00	3321	4.06																																																														
#	"GILLARD, Julia"	ALP	41272	58.56	2145	53.89	316	59.96	2599	54.90	1158	57.19	47490	58.10																																																														
		FORMAL	70476	95.54	3980	94.47	527	95.47	4734	97.07	2025	98.73	81742	95.65																																																														
		INFORMAL	3291	4.46	233	5.53	25	4.53	143	2.93	26	1.27	3718	4.35																																																														
		TOTAL	73767	86.32	4213	4.93	552	0.65	4877	5.71	2051	2.40	85460	95.72																																																														
Two Candidate Preferred																																																																												
	"McCONNELL, David V"	LP	23854	33.85	1467	36.86	168	31.88	1850	39.08	759	37.48	28098	34.37																																																														
#	"GILLARD, Julia"	ALP	46622	66.15	2513	63.14	359	68.12	2884	60.92	1266	62.52	53644	65.63																																																														
	EXHAUSTED		0		0		0		0		0		0																																																															
																																																																												
																																																																												
																																																																												
La Trobe (88269)																																																																												
																																																																												
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total																																																															
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%																																																														
#	"CHARLES, Bob"	LP	31456	46.17	2437	44.55	191	49.48	1503	51.12	2054	53.10	37641	46.59																																																														
	"SMITH, Craig"	GRN	4891	7.18	493	9.01	23	5.96	177	6.02	156	4.03	5740	7.10																																																														
	"HOLLAND, Tony"	DEM	5469	8.03	509	9.31	35	9.07	203	6.90	208	5.38	6424	7.95																																																														
	"STAINDL, Philip"	ALP	23856	35.01	1717	31.39	122	31.61	905	30.78	1312	33.92	27912	34.55																																																														
	"VOIGT, Wolfgang"	CTA	699	1.03	90	1.65	1	0.26	42	1.43	29	0.75	861	1.07																																																														
	"SCOTT, June"	HAN	1025	1.50	116	2.12	9	2.33	82	2.79	72	1.86	1304	1.61																																																														
	"DEAN, Frank"	IND	298	0.44	50	0.91	2	0.52	15	0.51	21	0.54	386	0.48																																																														
	"ALLEN, Jason"	IND	440	0.65	58	1.06	3	0.78	13	0.44	16	0.41	530	0.66																																																														
		FORMAL	68134	95.69	5470	94.29	386	94.38	2940	98.07	3868	98.47	80798	95.80																																																														
		INFORMAL	3072	4.31	331	5.71	23	5.62	58	1.93	60	1.53	3544	4.20																																																														
		TOTAL	71206	84.43	5801	6.88	409	0.48	2998	3.55	3928	4.66	84342	95.55																																																														
Two Candidate Preferred																																																																												
#	"CHARLES, Bob"	LP	36225	53.17	2950	53.93	224	58.03	1723	58.61	2244	58.01	43366	53.67																																																														
	"STAINDL, Philip"	ALP	31909	46.83	2520	46.07	162	41.97	1217	41.39	1624	41.99	37432	46.33																																																														
	EXHAUSTED		0		0		0		0		0		0																																																															
																																																																												
																																																																												
																																																																												
McEwen (89021)																																																																												
																																																																												
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total																																																															
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%																																																														
	"SALTER, Alan A"	HAN	1915	2.76	214	3.78	31	4.42	97	3.77	191	4.52	2448	2.97																																																														
	"ROMAGNESI, Jim"	GRN	4224	6.09	454	8.02	46	6.55	147	5.71	135	3.19	5006	6.07																																																														
	"MACLEOD, Andrew"	ALP	27419	39.54	1964	34.68	316	45.01	814	31.62	1473	34.82	31986	38.76																																																														
#	"BAILEY, Fran"	LP	31724	45.75	2455	43.34	263	37.46	1336	51.90	2185	51.65	37963	46.01																																																														
	"LODWICK, Bill"	IND	844	1.22	151	2.67	12	1.71	56	2.18	66	1.56	1129	1.37																																																														
	"CARDEN, Tony"	DEM	3222	4.65	426	7.52	34	4.84	124	4.82	180	4.26	3986	4.83																																																														
		FORMAL	69348	96.08	5664	95.40	702	95.12	2574	97.46	4230	98.39	82518	96.19																																																														
		INFORMAL	2827	3.92	273	4.60	36	4.88	67	2.54	69	1.61	3272	3.81																																																														
		TOTAL	72175	84.13	5937	6.92	738	0.86	2641	3.08	4299	5.01	85790	96.37																																																														
Two Candidate Preferred																																																																												
	"MACLEOD, Andrew"	ALP	34229	49.36	2771	48.92	391	55.70	1070	41.57	1808	42.74	40269	48.80																																																														
#	"BAILEY, Fran"	LP	35119	50.64	2893	51.08	311	44.30	1504	58.43	2422	57.26	42249	51.20																																																														
	EXHAUSTED		0		0		0		0		0		0																																																															
																																																																												
																																																																												
																																																																												
McMillan (85551)																																																																												
																																																																												
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total																																																															
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%																																																														
	"HOWELL, Betty"		1035	1.56	78	2.16	13	2.81	93	1.57	43	1.54	1262	1.59																																																														
	"ROBERTS, David"	NP	1819	2.74	116	3.22	9	1.94	166	2.81	62	2.22	2172	2.74																																																														
	"FORBES, Jim"	LP	26425	39.77	1287	35.71	133	28.73	2497	42.24	1190	42.67	31532	39.80																																																														
	"WALL, David"	DEM	2626	3.95	310	8.60	23	4.97	181	3.06	93	3.33	3233	4.08																																																														
	"FARRAR, Jenny"	GRN	2432	3.66	264	7.33	20	4.32	152	2.57	50	1.79	2918	3.68																																																														
#	"ZAHRA, Christian"	ALP	29730	44.74	1433	39.76	249	53.78	2588	43.78	1238	44.39	35238	44.48																																																														
	"HOLTMAN, John F"	HAN	2384	3.59	116	3.22	16	3.46	235	3.97	113	4.05	2864	3.62																																																														
		FORMAL	66451	96.37	3604	96.11	463	95.46	5912	97.67	2789	98.52	79219	96.52																																																														
		INFORMAL	2502	3.63	146	3.89	22	4.54	141	2.33	42	1.48	2853	3.48																																																														
		TOTAL	68953	84.02	3750	4.57	485	0.59	6053	7.38	2831	3.45	82072	95.93																																																														
Two Candidate Preferred																																																																												
	"FORBES, Jim"	LP	31471	47.36	1714	47.56	171	36.93	2918	49.36	1386	49.70	37660	47.54																																																														
#	"ZAHRA, Christian"	ALP	34980	52.64	1890	52.44	292	63.07	2994	50.64	1403	50.30	41559	52.46																																																														
	EXHAUSTED		0		0		0		0		0		0																																																															
																																																																												
																																																																												
																																																																												
Mallee (81774)																																																																												
																																																																												
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total																																																															
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%																																																														
	"KELLY, Timothy"	DEM	2836	4.39	308	8.98	26	7.10	272	5.57	90	3.49	3532	4.66																																																														
	"ZIGOURAS, John"	ALP	13210	20.46	702	20.46	118	32.24	948	19.43	462	17.93	15440	20.37																																																														
	"RIVENDELL, Julie"	GRN	1439	2.23	169	4.93	16	4.37	142	2.91	43	1.67	1809	2.39																																																														
	"MACKLEY, Bob"	HAN	5744	8.90	192	5.60	33	9.02	406	8.32	175	6.79	6550	8.64																																																														
#	"FORREST, John"	NP	38129	59.07	1910	55.67	150	40.98	2874	58.91	1706	66.23	44769	59.06																																																														
	"DOUGLASS, Ross"	IND	3194	4.95	150	4.37	23	6.28	237	4.86	100	3.88	3704	4.89																																																														
		FORMAL	64552	96.15	3431	96.70	366	95.31	4879	97.76	2576	99.19	75804	96.38																																																														
		INFORMAL	2582	3.85	117	3.30	18	4.69	112	2.24	21	0.81	2850	3.62																																																														
		TOTAL	67134	85.35	3548	4.51	384	0.49	4991	6.35	2597	3.30	78654	96.18																																																														
Two Candidate Preferred																																																																												
	"ZIGOURAS, John"	ALP	19473	30.17	1107	32.26	161	43.99	1431	29.33	625	24.26	22797	30.07																																																														
#	"FORREST, John"	NP	45079	69.83	2324	67.74	205	56.01	3448	70.67	1951	75.74	53007	69.93																																																														
	EXHAUSTED		0		0		0		0		0		0																																																															
																																																																												
																																																																												
																																																																												
Maribyrnong (83750)																																																																												
																																																																												
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total																																																															
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%																																																														
	"KOZLOWSKI, Andre"	CEC	1509	2.35	179	3.78	14	3.68	110	3.27	28	1.41	1840	2.46																																																														
	"BECKWITH, Jules"	GRN	2301	3.58	368	7.77	10	2.63	150	4.46	49	2.47	2878	3.85																																																														
	"BARCLAY, Grahame"	LP	17608	27.36	1333	28.15	64	16.84	1002	29.76	698	35.16	20705	27.67																																																														
#	"SERCOMBE, Bob"	ALP	39089	60.75	2475	52.27	270	71.05	1901	56.46	1090	54.91	44825	59.91																																																														
	"WILLIAMS, Charles"	DEM	3841	5.97	380	8.03	22	5.79	204	6.06	120	6.05	4567	6.10																																																														
		FORMAL	64348	94.37	4735	94.40	380	93.14	3367	96.09	1985	98.66	74815	94.55																																																														
		INFORMAL	3836	5.63	281	5.60	28	6.86	137	3.91	27	1.34	4309	5.45																																																														
		TOTAL	68184	86.17	5016	6.34	408	0.52	3504	4.43	2012	2.54	79124	94.48																																																														
Two Candidate Preferred																																																																												
	"BARCLAY, Grahame"	LP	20584	31.99	1750	36.96	81	21.32	1227	36.44	763	38.44	24405	32.62																																																														
#	"SERCOMBE, Bob"	ALP	43764	68.01	2985	63.04	299	78.68	2140	63.56	1222	61.56	50410	67.38																																																														
	EXHAUSTED		0		0		0		0		0		0																																																															
																																																																												
																																																																												
																																																																												
Melbourne (95848)																																																																												
																																																																												
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total																																																															
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%																																																														
#	"TANNER, Lindsay James"	ALP	32965	49.15	3219	38.48	439	49.16	2120	43.37	1235	45.96	39978	47.65																																																														
	"FERRARI, James Stephen"		404	0.60	91	1.09	7	0.78	38	0.78	18	0.67	558	0.67																																																														
	"JOLLY, Stephen"		1041	1.55	123	1.47	11	1.23	59	1.21	26	0.97	1260	1.50																																																														
	"CURR, Pamela"	GRN	10592	15.79	1477	17.65	168	18.81	707	14.46	230	8.56	13174	15.70																																																														
	"FRANTZESKOS, Con"	LP	15977	23.82	2387	28.53	165	18.48	1370	28.03	971	36.14	20870	24.87																																																														
	"McKENNA, Brent"	DEM	6089	9.08	1069	12.78	103	11.53	594	12.15	207	7.70	8062	9.61																																																														
		FORMAL	67068	96.18	8366	96.19	893	92.83	4888	97.04	2687	97.39	83902	96.23																																																														
		INFORMAL	2667	3.82	331	3.81	69	7.17	149	2.96	72	2.61	3288	3.77																																																														
		TOTAL	69735	79.98	8697	9.97	962	1.10	5037	5.78	2759	3.16	87190	90.97																																																														
Two Candidate Preferred																																																																												
#	"TANNER, Lindsay James"	ALP	48062	71.66	5270	62.99	675	75.59	3206	65.59	1595	59.36	58808	70.09																																																														
	"FRANTZESKOS, Con"	LP	19006	28.34	3096	37.01	218	24.41	1682	34.41	1092	40.64	25094	29.91																																																														
	EXHAUSTED		0		0		0		0		0		0																																																															
																																																																												
																																																																												
																																																																												
Melbourne Ports (89113)																																																																												
																																																																												
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total																																																															
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%																																																														
	"CHIPP, Greg"	DEM	5647	9.26	811	13.00	86	12.57	495	8.78	289	5.26	7328	9.27																																																														
	"BECK, Jeremy"	CEC	207	0.34	40	0.64	5	0.73	26	0.46	27	0.49	305	0.39																																																														
#	"DANBY, Michael"	ALP	24045	39.43	1906	30.55	258	37.72	2377	42.16	2524	45.92	31110	39.36																																																														
	"KAVANAGH, Jeannette"	GRN	7043	11.55	967	15.50	108	15.79	546	9.68	248	4.51	8912	11.28																																																														
	"McLORINAN, Andrew"	LP	24039	39.42	2515	40.31	227	33.19	2194	38.91	2409	43.82	31384	39.71																																																														
		FORMAL	60981	96.59	6239	96.52	684	93.96	5638	97.24	5497	98.57	79039	96.74																																																														
		INFORMAL	2153	3.41	225	3.48	44	6.04	160	2.76	80	1.43	2662	3.26																																																														
		TOTAL	63134	77.27	6464	7.91	728	0.89	5798	7.10	5577	6.83	81701	91.68																																																														
Two Candidate Preferred																																																																												
#	"DANBY, Michael"	ALP	34269	56.20	3218	51.58	414	60.53	3179	56.39	2938	53.45	44018	55.69																																																														
	"McLORINAN, Andrew"	LP	26712	43.80	3021	48.42	270	39.47	2459	43.61	2559	46.55	35021	44.31																																																														
	EXHAUSTED		0		0		0		0		0		0																																																															
																																																																												
																																																																												
																																																																												
Menzies (84613)																																																																												
																																																																												
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total																																																															
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%																																																														
	"WATSON, Barry"	GRN	3564	5.38	421	8.88	13	4.55	187	5.32	116	3.64	4301	5.51																																																														
#	"ANDREWS, Kevin"	LP	35007	52.82	2384	50.31	147	51.40	1951	55.46	2076	65.10	41565	53.28																																																														
	"GRIFFIN, Brendan"	NGST	826	1.25	154	3.25	4	1.40	92	2.62	59	1.85	1135	1.45																																																														
	"RYAN, Michael"	DEM	4222	6.37	476	10.04	21	7.34	223	6.34	171	5.36	5113	6.55																																																														
	"VASILOPOULOS, Olga"	ALP	22658	34.19	1304	27.52	101	35.31	1065	30.27	767	24.05	25895	33.19																																																														
		FORMAL	66277	96.46	4739	96.28	286	94.39	3518	97.16	3189	98.52	78009	96.55																																																														
		INFORMAL	2433	3.54	183	3.72	17	5.61	103	2.84	48	1.48	2784	3.45																																																														
		TOTAL	68710	85.04	4922	6.09	303	0.38	3621	4.48	3237	4.01	80793	95.49																																																														
Two Candidate Preferred																																																																												
#	"ANDREWS, Kevin"	LP	38639	58.30	2804	59.17	166	58.04	2148	61.06	2220	69.61	45977	58.94																																																														
	"VASILOPOULOS, Olga"	ALP	27638	41.70	1935	40.83	120	41.96	1370	38.94	969	30.39	32032	41.06																																																														
	EXHAUSTED		0		0		0		0		0		0																																																															
																																																																												
																																																																												
																																																																												
Murray (85651)																																																																												
																																																																												
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total																																																															
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%																																																														
	"BUSH, Simon"	IND	2155	3.12	131	3.44	29	3.72	103	3.21	65	2.34	2483	3.12																																																														
#	"STONE, Sharman"	LP	46604	67.55	2347	61.55	446	57.25	2096	65.40	2005	72.15	53498	67.24																																																														
	"JONES, David"	GRN	1463	2.12	215	5.64	25	3.21	87	2.71	37	1.33	1827	2.30																																																														
	"HELLEMONS, Robert"	HAN	2755	3.99	129	3.38	32	4.11	114	3.56	132	4.75	3162	3.97																																																														
	"CALDER, Alan"	ALP	13981	20.26	728	19.09	214	27.47	691	21.56	469	16.88	16083	20.21																																																														
	"TAYLOR, Elizabeth Mary"	DEM	2033	2.95	263	6.90	33	4.24	114	3.56	71	2.55	2514	3.16																																																														
		FORMAL	68991	96.31	3813	97.17	779	92.96	3205	98.10	2779	98.97	79567	96.47																																																														
		INFORMAL	2647	3.69	111	2.83	59	7.04	62	1.90	29	1.03	2908	3.53																																																														
		TOTAL	71638	86.86	3924	4.76	838	1.02	3267	3.96	2808	3.40	82475	96.29																																																														
Two Candidate Preferred																																																																												
#	"STONE, Sharman"	LP	51122	74.10	2705	70.94	513	65.85	2315	72.23	2169	78.05	58824	73.93																																																														
	"CALDER, Alan"	ALP	17869	25.90	1108	29.06	266	34.15	890	27.77	610	21.95	20743	26.07																																																														
	EXHAUSTED		0		0		0		0		0		0																																																															
																																																																												
																																																																												
																																																																												
Scullin (88866)																																																																												
																																																																												
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total																																																															
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%																																																														
	"MAWHINNEY, Brian"	DEM	4559	6.34	417	8.96	30	6.56	152	7.58	148	6.35	5306	6.53																																																														
	"CAMPBELL, Trudy"	CEC	454	0.63	89	1.91	5	1.09	27	1.35	14	0.60	589	0.72																																																														
	"KOSTADINOSKI, Lucas"	LP	18799	26.16	1431	30.75	96	21.01	657	32.75	723	31.00	21706	26.69																																																														
	"GRAY, Merinda"	GRN	1955	2.72	307	6.60	12	2.63	86	4.29	61	2.62	2421	2.98																																																														
#	"JENKINS, Harry"	ALP	46100	64.15	2410	51.78	314	68.71	1084	54.04	1386	59.43	51294	63.08																																																														
		FORMAL	71867	95.11	4654	92.86	457	93.84	2006	96.58	2332	98.56	81316	95.10																																																														
		INFORMAL	3693	4.89	358	7.14	30	6.16	71	3.42	34	1.44	4186	4.90																																																														
