	FIRST			681	32.54		15	0.72		378	18.06		3	0.14		51	2.44		67	3.20		3	0.14		895	42.76		2093
	SECOND			0	0.00		1	33.33		0	0.00			Excluded		0	0.00		2	66.67		0	0.00		0	0.00		3
		TOTAL		681	32.54		16	0.76		378	18.06					51	2.44		69	3.30		3	0.14		895	42.76		2093
	THIRD			0	0.00		3	100.00		0	0.00					0	0.00		0	0.00			Excluded		0	0.00		3
		TOTAL		681	32.54		19	0.91		378	18.06					51	2.44		69	3.30					895	42.76		2093
	FOURTH			5	26.32			Excluded		5	26.32					4	21.05		0	0.00					5	26.32		19
		TOTAL		686	32.78					383	18.30					55	2.63		69	3.30					900	43.00		2093
	FIFTH			36	52.17					4	5.80					8	11.59			Excluded					21	30.43		69
		TOTAL		722	34.50					387	18.49					63	3.01								921	44.00		2093
	SIXTH			17	26.98					38	60.32						Excluded								8	12.70		63
		TOTAL		739	35.31					425	20.31														929	44.39		2093
	SEVENTH			270	63.53						Excluded														155	36.47		425
		TOTAL		1009	48.21																				1084	51.79		2093
																									Elected			
																												
Mitcham                                                        																												
	FIRST			399	17.21		8	0.35		464	20.02		5	0.22		68	2.93		29	1.25		18	0.78		1327	57.25		2318
	SECOND			1	20.00		0	0.00		3	60.00			Excluded		0	0.00		0	0.00		1	20.00		0	0.00		5
		TOTAL		400	17.26		8	0.35		467	20.15					68	2.93		29	1.25		19	0.82		1327	57.25		2318
	THIRD			4	21.05		3	15.79		3	15.79					2	10.53		3	15.79			Excluded		4	21.05		19
		TOTAL		404	17.43		11	0.47		470	20.28					70	3.02		32	1.38					1331	57.42		2318
	FOURTH			0	0.00			Excluded		6	54.55					1	9.09		1	9.09					3	27.27		11
		TOTAL		404	17.43					476	20.53					71	3.06		33	1.42					1334	57.55		2318
	FIFTH			11	33.33					3	9.09					6	18.18			Excluded					13	39.39		33
		TOTAL		415	17.90					479	20.66					77	3.32								1347	58.11		2318
	SIXTH			22	28.57					45	58.44						Excluded								10	12.99		77
		TOTAL		437	18.85					524	22.61														1357	58.54		2318
	SEVENTH			360	68.70						Excluded														164	31.30		524
		TOTAL		797	34.38																				1521	65.62		2318
																									Elected			
																												
Mitchell Park                                                  																												
	FIRST			767	37.32		11	0.54		413	20.10		6	0.29		36	1.75		74	3.60		7	0.34		741	36.06		2055
	SECOND			1	16.67		2	33.33		1	16.67			Excluded		0	0.00		1	16.67		0	0.00		1	16.67		6
		TOTAL		768	37.37		13	0.63		414	20.15					36	1.75		75	3.65		7	0.34		742	36.11		2055
	THIRD			2	28.57		2	28.57		1	14.29					0	0.00		2	28.57			Excluded		0	0.00		7
		TOTAL		770	37.47		15	0.73		415	20.19					36	1.75		77	3.75					742	36.11		2055
	FOURTH			3	20.00			Excluded		2	13.33					7	46.67		1	6.67					2	13.33		15
		TOTAL		773	37.62					417	20.29					43	2.09		78	3.80					744	36.20		2055
	FIFTH			35	44.87					6	7.69					8	10.26			Excluded					29	37.18		78
		TOTAL		808	39.32					423	20.58					51	2.48								773	37.62		2055
	SIXTH			12	23.53					30	58.82						Excluded								9	17.65		51
		TOTAL		820	39.90					453	22.04														782	38.05		2055
	SEVENTH			307	67.77						Excluded														146	32.23		453
		TOTAL		1127	54.84																				928	45.16		2055
																									Elected			
																												
Netherby                                                       																												
	FIRST			131	11.18		3	0.26		137	11.69		1	0.09		16	1.37		9	0.77		4	0.34		871	74.32		1172
	SECOND			1	100.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		1
		TOTAL		132	11.26		3	0.26		137	11.69					16	1.37		9	0.77		4	0.34		871	74.32		1172
	THIRD			0	0.00		0	0.00		0	0.00					1	25.00		1	25.00			Excluded		2	50.00		4
		TOTAL		132	11.26		3	0.26		137	11.69					17	1.45		10	0.85					873	74.49		1172
	FOURTH			0	0.00			Excluded		1	33.33					1	33.33		0	0.00					1	33.33		3
		TOTAL		132	11.26					138	11.77					18	1.54		10	0.85					874	74.57		1172
	FIFTH			1	10.00					1	10.00					2	20.00			Excluded					6	60.00		10
		TOTAL		133	11.35					139	11.86					20	1.71								880	75.09		1172
	SIXTH			5	25.00					12	60.00						Excluded								3	15.00		20
		TOTAL		138	11.77					151	12.88														883	75.34		1172
	SEVENTH			104	68.87						Excluded														47	31.13		151
		TOTAL		242	20.65																				930	79.35		1172
																									Elected			
																												
North Brighton                                                 																												
	FIRST			367	27.37		6	0.45		219	16.33		2	0.15		47	3.50		46	3.43		2	0.15		652	48.62		1341
	SECOND			0	0.00		0	0.00		1	50.00			Excluded		0	0.00		0	0.00		0	0.00		1	50.00		2
		TOTAL		367	27.37		6	0.45		220	16.41					47	3.50		46	3.43		2	0.15		653	48.70		1341
	THIRD			1	50.00		0	0.00		0	0.00					0	0.00		1	50.00			Excluded		0	0.00		2
		TOTAL		368	27.44		6	0.45		220	16.41					47	3.50		47	3.50					653	48.70		1341
	FOURTH			0	0.00			Excluded		2	33.33					3	50.00		0	0.00					1	16.67		6
		TOTAL		368	27.44					222	16.55					50	3.73		47	3.50					654	48.77		1341
	FIFTH			24	51.06					7	14.89					4	8.51			Excluded					12	25.53		47
		TOTAL		392	29.23					229	17.08					54	4.03								666	49.66		1341
	SIXTH			6	11.11					37	68.52						Excluded								11	20.37		54
		TOTAL		398	29.68					266	19.84														677	50.48		1341
	SEVENTH			165	62.03						Excluded														101	37.97		266
		TOTAL		563	41.98																				778	58.02		1341
																									Elected			
																												
Oaklands Park                                                  																												
	FIRST			417	31.31		7	0.53		218	16.37		0	0.00		30	2.25		57	4.28		10	0.75		593	44.52		1332
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0
		TOTAL		417	31.31		7	0.53		218	16.37					30	2.25		57	4.28		10	0.75		593	44.52		1332
	THIRD			1	10.00		1	10.00		1	10.00					1	10.00		4	40.00			Excluded		2	20.00		10
		TOTAL		418	31.38		8	0.60		219	16.44					31	2.33		61	4.58					595	44.67		1332
	FOURTH			4	50.00			Excluded		2	25.00					0	0.00		0	0.00					2	25.00		8
		TOTAL		422	31.68					221	16.59					31	2.33		61	4.58					597	44.82		1332
	FIFTH			25	40.98					5	8.20					4	6.56			Excluded					27	44.26		61
		TOTAL		447	33.56					226	16.97					35	2.63								624	46.85		1332
	SIXTH			12	34.29					12	34.29						Excluded								11	31.43		35
		TOTAL		459	34.46					238	17.87														635	47.67		1332
	SEVENTH			148	62.18						Excluded														90	37.82		238
		TOTAL		607	45.57																				725	54.43		1332
																									Elected			
																												
Panorama                                                       																												
	FIRST			268	20.35		4	0.30		264	20.05		1	0.08		39	2.96		27	2.05		8	0.61		706	53.61		1317
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		1	100.00		0	0.00		1
		TOTAL		268	20.35		4	0.30		264	20.05					39	2.96		27	2.05		9	0.68		706	53.61		1317
	THIRD			2	22.22		0	0.00		1	11.11					2	22.22		1	11.11			Excluded		3	33.33		9
		TOTAL		270	20.50		4	0.30		265	20.12					41	3.11		28	2.13					709	53.83		1317
	FOURTH			1	25.00			Excluded		0	0.00					1	25.00		2	50.00					0	0.00		4
		TOTAL		271	20.58					265	20.12					42	3.19		30	2.28					709	53.83		1317
	FIFTH			12	40.00					2	6.67					9	30.00			Excluded					7	23.33		30
		TOTAL		283	21.49					267	20.27					51	3.87								716	54.37		1317
	SIXTH			11	21.57					33	64.71						Excluded								7	13.73		51
		TOTAL		294	22.32					300	22.78														723	54.90		1317
	SEVENTH			194	64.67						Excluded														106	35.33		300
		TOTAL		488	37.05																				829	62.95		1317
																									Elected			
																												
Pasadena                                                       																												
	FIRST			763	29.39		16	0.62		476	18.34		5	0.19		73	2.81		65	2.50		12	0.46		1186	45.69		2596
	SECOND			0	0.00		0	0.00		3	60.00			Excluded		1	20.00		1	20.00		0	0.00		0	0.00		5
		TOTAL		763	29.39		16	0.62		479	18.45					74	2.85		66	2.54		12	0.46		1186	45.69		2596
	THIRD			1	8.33		2	16.67		3	25.00					2	16.67		1	8.33			Excluded		3	25.00		12
		TOTAL		764	29.43		18	0.69		482	18.57					76	2.93		67	2.58					1189	45.80		2596
	FOURTH			5	27.78			Excluded		7	38.89					1	5.56		3	16.67					2	11.11		18
		TOTAL		769	29.62					489	18.84					77	2.97		70	2.70					1191	45.88		2596
	FIFTH			28	40.00					12	17.14					13	18.57			Excluded					17	24.29		70
		TOTAL		797	30.70					501	19.30					90	3.47								1208	46.53		2596
	SIXTH			25	27.78					57	63.33						Excluded								8	8.89		90
		TOTAL		822	31.66					558	21.49														1216	46.84		2596
	SEVENTH			366	65.59						Excluded														192	34.41		558
		TOTAL		1188	45.76																				1408	54.24		2596
																									Elected			
																												
Seacliff                                                       																												
	FIRST			520	26.13		10	0.50		355	17.84		2	0.10		92	4.62		46	2.31		10	0.50		955	47.99		1990
	SECOND			0	0.00		1	50.00		0	0.00			Excluded		1	50.00		0	0.00		0	0.00		0	0.00		2
		TOTAL		520	26.13		11	0.55		355	17.84					93	4.67		46	2.31		10	0.50		955	47.99		1990
	THIRD			0	0.00		2	20.00		0	0.00					2	20.00		2	20.00			Excluded		4	40.00		10
		TOTAL		520	26.13		13	0.65		355	17.84					95	4.77		48	2.41					959	48.19		1990
	FOURTH			5	38.46			Excluded		5	38.46					1	7.69		0	0.00					2	15.38		13
		TOTAL		525	26.38					360	18.09					96	4.82		48	2.41					961	48.29		1990
	FIFTH			19	39.58					6	12.50					8	16.67			Excluded					15	31.25		48
		TOTAL		544	27.34					366	18.39					104	5.23								976	49.05		1990
	SIXTH			24	23.08					72	69.23						Excluded								8	7.69		104
		TOTAL		568	28.54					438	22.01														984	49.45		1990
	SEVENTH			298	68.04						Excluded														140	31.96		438
		TOTAL		866	43.52																				1124	56.48		1990
																									Elected			
																												
Seacombe Heights                                               																												
	FIRST			906	33.14		9	0.33		479	17.52		5	0.18		65	2.38		128	4.68		12	0.44		1130	41.33		2734
	SECOND			2	40.00		0	0.00		1	20.00			Excluded		0	0.00		0	0.00		1	20.00		1	20.00		5
		TOTAL		908	33.21		9	0.33		480	17.56					65	2.38		128	4.68		13	0.48		1131	41.37		2734
	THIRD			1	7.69		5	38.46		1	7.69					0	0.00		2	15.38			Excluded		4	30.77		13
		TOTAL		909	33.25		14	0.51		481	17.59					65	2.38		130	4.75					1135	41.51		2734
	FOURTH			5	35.71			Excluded		4	28.57					2	14.29		2	14.29					1	7.14		14
		TOTAL		914	33.43					485	17.74					67	2.45		132	4.83					1136	41.55		2734
	FIFTH			58	43.94					14	10.61					11	8.33			Excluded					49	37.12		132
		TOTAL		972	35.55					499	18.25					78	2.85								1185	43.34		2734
	SIXTH			20	25.64					45	57.69						Excluded								13	16.67		78
		TOTAL		992	36.28					544	19.90														1198	43.82		2734
	SEVENTH			361	66.36						Excluded														183	33.64		544
		TOTAL		1353	49.49																				1381	50.51		2734
																									Elected			
																												
Seaview Downs                                                  																												
	FIRST			377	26.00		11	0.76		246	16.97		4	0.28		26	1.79		47	3.24		12	0.83		727	50.14		1450
	SECOND			1	25.00		0	0.00		3	75.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		4
		TOTAL		378	26.07		11	0.76		249	17.17					26	1.79		47	3.24		12	0.83		727	50.14		1450
	THIRD			2	16.67		3	25.00		1	8.33					1	8.33		3	25.00			Excluded		2	16.67		12
		TOTAL		380	26.21		14	0.97		250	17.24					27	1.86		50	3.45					729	50.28		1450
	FOURTH			0	0.00			Excluded		4	28.57					2	14.29		3	21.43					5	35.71		14
		TOTAL		380	26.21					254	17.52					29	2.00		53	3.66					734	50.62		1450
	FIFTH			27	50.94					6	11.32					6	11.32			Excluded					14	26.42		53
		TOTAL		407	28.07					260	17.93					35	2.41								748	51.59		1450
	SIXTH			10	28.57					18	51.43						Excluded								7	20.00		35
		TOTAL		417	28.76					278	19.17														755	52.07		1450
	SEVENTH			169	60.79						Excluded														109	39.21		278
		TOTAL		586	40.41																				864	59.59		1450
																									Elected			
																												
St Marys                                                       																												
	FIRST			662	39.45		12	0.72		278	16.57		0	0.00		38	2.26		74	4.41		6	0.36		608	36.23		1678
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0
		TOTAL		662	39.45		12	0.72		278	16.57					38	2.26		74	4.41		6	0.36		608	36.23		1678
	THIRD			1	16.67		0	0.00		0	0.00					2	33.33		2	33.33			Excluded		1	16.67		6
		TOTAL		663	39.51		12	0.72		278	16.57					40	2.38		76	4.53					609	36.29		1678
	FOURTH			5	41.67			Excluded		1	8.33					3	25.00		0	0.00					3	25.00		12
		TOTAL		668	39.81					279	16.63					43	2.56		76	4.53					612	36.47		1678
	FIFTH			34	44.74					9	11.84					7	9.21			Excluded					26	34.21		76
		TOTAL		702	41.84					288	17.16					50	2.98								638	38.02		1678
	SIXTH			15	30.00					27	54.00						Excluded								8	16.00		50
		TOTAL		717	42.73					315	18.77														646	38.50		1678
	SEVENTH			203	64.44						Excluded														112	35.56		315
		TOTAL		920	54.83																				758	45.17		1678
																									Elected			
																												
Sturt                                                          																												
	FIRST			232	31.96		3	0.41		111	15.29		2	0.28		4	0.55		32	4.41		5	0.69		337	46.42		726
	SECOND			0	0.00		0	0.00		2	100.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		2
		TOTAL		232	31.96		3	0.41		113	15.56					4	0.55		32	4.41		5	0.69		337	46.42		726
	THIRD			3	60.00		1	20.00		0	0.00					0	0.00		1	20.00			Excluded		0	0.00		5
		TOTAL		235	32.37		4	0.55		113	15.56					4	0.55		33	4.55					337	46.42		726
	FOURTH			0	0.00			Excluded		2	50.00					1	25.00		1	25.00					0	0.00		4
		TOTAL		235	32.37					115	15.84					5	0.69		34	4.68					337	46.42		726
	FIFTH			15	44.12					4	11.76					2	5.88			Excluded					13	38.24		34
		TOTAL		250	34.44					119	16.39					7	0.96								350	48.21		726
	SIXTH			5	71.43					2	28.57						Excluded								0	0.00		7
		TOTAL		255	35.12					121	16.67														350	48.21		726
	SEVENTH			76	62.81						Excluded														45	37.19		121
		TOTAL		331	45.59																				395	54.41		726
																									Elected			
																												
Tonsley Park                                                   																												
	FIRST			567	45.22		13	1.04		208	16.59		3	0.24		17	1.36		58	4.63		5	0.40		383	30.54		1254
	SECOND			1	33.33		0	0.00		0	0.00			Excluded		0	0.00		1	33.33		0	0.00		1	33.33		3
		TOTAL		568	45.30		13	1.04		208	16.59					17	1.36		59	4.70		5	0.40		384	30.62		1254
	THIRD			0	0.00		3	60.00		0	0.00					0	0.00		0	0.00			Excluded		2	40.00		5
		TOTAL		568	45.30		16	1.28		208	16.59					17	1.36		59	4.70					386	30.78		1254
	FOURTH			4	25.00			Excluded		4	25.00					5	31.25		0	0.00					3	18.75		16
		TOTAL		572	45.61					212	16.91					22	1.75		59	4.70					389	31.02		1254
	FIFTH			31	52.54					2	3.39					6	10.17			Excluded					20	33.90		59
		TOTAL		603	48.09					214	17.07					28	2.23								409	32.62		1254
	SIXTH			6	21.43					19	67.86						Excluded								3	10.71		28
		TOTAL		609	48.56					233	18.58														412	32.85		1254
	SEVENTH			170	72.96						Excluded														63	27.04		233
		TOTAL		779	62.12																				475	37.88		1254
																									Elected			
																												
Warradale                                                      																												
	FIRST			854	29.32		22	0.76		483	16.58		6	0.21		62	2.13		107	3.67		18	0.62		1361	46.72		2913
	SECOND			3	50.00		0	0.00		2	33.33			Excluded		0	0.00		1	16.67		0	0.00		0	0.00		6
		TOTAL		857	29.42		22	0.76		485	16.65					62	2.13		108	3.71		18	0.62		1361	46.72		2913
	THIRD			4	22.22		3	16.67		2	11.11					2	11.11		5	27.78			Excluded		2	11.11		18
		TOTAL		861	29.56		25	0.86		487	16.72					64	2.20		113	3.88					1363	46.79		2913
	FOURTH			4	16.00			Excluded		6	24.00					8	32.00		2	8.00					5	20.00		25
		TOTAL		865	29.69					493	16.92					72	2.47		115	3.95					1368	46.96		2913
	FIFTH			61	53.04					13	11.30					11	9.57			Excluded					30	26.09		115
		TOTAL		926	31.79					506	17.37					83	2.85								1398	47.99		2913
	SIXTH			27	32.53					45	54.22						Excluded								11	13.25		83
		TOTAL		953	32.72					551	18.92														1409	48.37		2913
	SEVENTH			363	65.88						Excluded														188	34.12		551
		TOTAL		1316	45.18																				1597	54.82		2913
																									Elected			
																												
West Brighton                                                  																												
	FIRST			304	19.45		6	0.38		241	15.42		5	0.32		37	2.37		26	1.66		7	0.45		937	59.95		1563
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		2	40.00		0	0.00		2	40.00		1	20.00		5
		TOTAL		304	19.45		6	0.38		241	15.42					39	2.50		26	1.66		9	0.58		938	60.01		1563
	THIRD			1	11.11		4	44.44		0	0.00					2	22.22		1	11.11			Excluded		1	11.11		9
		TOTAL		305	19.51		10	0.64		241	15.42					41	2.62		27	1.73					939	60.08		1563
	FOURTH			3	30.00			Excluded		1	10.00					4	40.00		1	10.00					1	10.00		10
		TOTAL		308	19.71					242	15.48					45	2.88		28	1.79					940	60.14		1563
	FIFTH			10	35.71					2	7.14					4	14.29			Excluded					12	42.86		28
		TOTAL		318	20.35					244	15.61					49	3.13								952	60.91		1563
	SIXTH			3	6.12					36	73.47						Excluded								10	20.41		49
		TOTAL		321	20.54					280	17.91														962	61.55		1563
	SEVENTH			186	66.43						Excluded														94	33.57		280
		TOTAL		507	32.44																				1056	67.56		1563
																									Elected			
																												
Westbourne Park                                                																												
	FIRST			461	25.47		16	0.88		366	20.22		3	0.17		72	3.98		23	1.27		6	0.33		863	47.68		1810
	SECOND			0	0.00		1	33.33		1	33.33			Excluded		0	0.00		0	0.00		0	0.00		1	33.33		3
		TOTAL		461	25.47		17	0.94		367	20.28					72	3.98		23	1.27		6	0.33		864	47.73		1810
	THIRD			1	16.67		2	33.33		0	0.00					1	16.67		2	33.33			Excluded		0	0.00		6
		TOTAL		462	25.52		19	1.05		367	20.28					73	4.03		25	1.38					864	47.73		1810
	FOURTH			3	15.79			Excluded		5	26.32					7	36.84		2	10.53					2	10.53		19
		TOTAL		465	25.69					372	20.55					80	4.42		27	1.49					866	47.85		1810
	FIFTH			9	33.33					0	0.00					2	7.41			Excluded					16	59.26		27
		TOTAL		474	26.19					372	20.55					82	4.53								882	48.73		1810
	SIXTH			18	21.95					58	70.73						Excluded								6	7.32		82
		TOTAL		492	27.18					430	23.76														888	49.06		1810
	SEVENTH			296	68.84						Excluded														134	31.16		430
		TOTAL		788	43.54																				1022	56.46		1810
																									Elected			
																												
Special Hospital Team 1                                        																												
	FIRST			41	24.55		0	0.00		7	4.19		0	0.00		2	1.20		0	0.00		1	0.60		116	69.46		167
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0
		TOTAL		41	24.55		0	0.00		7	4.19					2	1.20		0	0.00		1	0.60		116	69.46		167
	THIRD			0	0.00		1	100.00		0	0.00					0	0.00		0	0.00			Excluded		0	0.00		1
		TOTAL		41	24.55		1	0.60		7	4.19					2	1.20		0	0.00					116	69.46		167
	FOURTH			0	0.00			Excluded		0	0.00					1	100.00		0	0.00					0	0.00		1
		TOTAL		41	24.55					7	4.19					3	1.80		0	0.00					116	69.46		167
	FIFTH			0	0.00					0	0.00					0	0.00			Excluded					0	0.00		0
		TOTAL		41	24.55					7	4.19					3	1.80								116	69.46		167
	SIXTH			0	0.00					1	33.33						Excluded								2	66.67		3
		TOTAL		41	24.55					8	4.79														118	70.66		167
	SEVENTH			3	37.50						Excluded														5	62.50		8
		TOTAL		44	26.35																				123	73.65		167
																									Elected			
																												
Special Hospital Team 2                                        																												
	FIRST			20	17.39		3	2.61		6	5.22		1	0.87		0	0.00		2	1.74		1	0.87		82	71.30		115
	SECOND			0	0.00		1	100.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		1
		TOTAL		20	17.39		4	3.48		6	5.22					0	0.00		2	1.74		1	0.87		82	71.30		115
	THIRD			0	0.00		0	0.00		0	0.00					0	0.00		0	0.00			Excluded		1	100.00		1
		TOTAL		20	17.39		4	3.48		6	5.22					0	0.00		2	1.74					83	72.17		115
	FOURTH			3	75.00			Excluded		1	25.00					0	0.00		0	0.00					0	0.00		4
		TOTAL		23	20.00					7	6.09					0	0.00		2	1.74					83	72.17		115
	FIFTH			1	50.00					0	0.00					1	50.00			Excluded					0	0.00		2
		TOTAL		24	20.87					7	6.09					1	0.87								83	72.17		115
	SIXTH			0	0.00					1	100.00						Excluded								0	0.00		1
		TOTAL		24	20.87					8	6.96														83	72.17		115
	SEVENTH			5	62.50						Excluded														3	37.50		8
		TOTAL		29	25.22																				86	74.78		115
																									Elected			
																												
Special Hospital Team 3                                        																												
	FIRST			64	29.49		0	0.00		12	5.53		0	0.00		0	0.00		6	2.76		1	0.46		134	61.75		217
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0
		TOTAL		64	29.49		0	0.00		12	5.53					0	0.00		6	2.76		1	0.46		134	61.75		217
	THIRD			0	0.00		0	0.00		0	0.00					0	0.00		1	100.00			Excluded		0	0.00		1
		TOTAL		64	29.49		0	0.00		12	5.53					0	0.00		7	3.23					134	61.75		217
	FOURTH			0	0.00			Excluded		0	0.00					0	0.00		0	0.00					0	0.00		0
		TOTAL		64	29.49					12	5.53					0	0.00		7	3.23					134	61.75		217
	FIFTH			2	28.57					0	0.00					2	28.57			Excluded					3	42.86		7
		TOTAL		66	30.41					12	5.53					2	0.92								137	63.13		217
	SIXTH			1	50.00					1	50.00						Excluded								0	0.00		2
		TOTAL		67	30.88					13	5.99														137	63.13		217
	SEVENTH			6	46.15						Excluded														7	53.85		13
		TOTAL		73	33.64																				144	66.36		217
																									Elected			
																												
Special Hospital Team 4                                        																												
	FIRST			23	40.35		2	3.51		5	8.77		0	0.00		1	1.75		1	1.75		1	1.75		24	42.11		57
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0
		TOTAL		23	40.35		2	3.51		5	8.77					1	1.75		1	1.75		1	1.75		24	42.11		57
	THIRD			0	0.00		0	0.00		0	0.00					0	0.00		0	0.00			Excluded		1	100.00		1
		TOTAL		23	40.35		2	3.51		5	8.77					1	1.75		1	1.75					25	43.86		57
	FOURTH			0	0.00			Excluded		2	100.00					0	0.00		0	0.00					0	0.00		2
		TOTAL		23	40.35					7	12.28					1	1.75		1	1.75					25	43.86		57
	FIFTH			1	100.00					0	0.00					0	0.00			Excluded					0	0.00		1
		TOTAL		24	42.11					7	12.28					1	1.75								25	43.86		57
	SIXTH			1	100.00					0	0.00						Excluded								0	0.00		1
		TOTAL		25	43.86					7	12.28														25	43.86		57
	SEVENTH			3	42.86						Excluded														4	57.14		7
		TOTAL		28	49.12																				29	50.88		57
																									Elected			
																												
Special Hospital Team 5                                        																												
	FIRST			17	45.95		0	0.00		1	2.70		0	0.00		0	0.00		2	5.41		0	0.00		17	45.95		37
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0
		TOTAL		17	45.95		0	0.00		1	2.70					0	0.00		2	5.41		0	0.00		17	45.95		37
	THIRD			0	0.00		0	0.00		0	0.00					0	0.00		0	0.00			Excluded		0	0.00		0
		TOTAL		17	45.95		0	0.00		1	2.70					0	0.00		2	5.41					17	45.95		37
	FOURTH			0	0.00			Excluded		0	0.00					0	0.00		0	0.00					0	0.00		0
		TOTAL		17	45.95					1	2.70					0	0.00		2	5.41					17	45.95		37
	FIFTH			0	0.00					0	0.00					0	0.00			Excluded					2	100.00		2
		TOTAL		17	45.95					1	2.70					0	0.00								19	51.35		37
	SIXTH			0	0.00					0	0.00						Excluded								0	0.00		0
		TOTAL		17	45.95					1	2.70														19	51.35		37
	SEVENTH			1	100.00						Excluded														0	0.00		1
		TOTAL		18	48.65																				19	51.35		37
																									Elected			
																												
ABSENT																												
	FIRST			1213	25.30		60	1.25		1066	22.24		20	0.42		241	5.03		101	2.11		38	0.79		2055	42.87		4794
	SECOND			6	30.00		3	15.00		3	15.00			Excluded		4	20.00		0	0.00		3	15.00		1	5.00		20
		TOTAL		1219	25.43		63	1.31		1069	22.30					245	5.11		101	2.11		41	0.86		2056	42.89		4794
	THIRD			3	7.32		10	24.39		5	12.20					4	9.76		9	21.95			Excluded		10	24.39		41
		TOTAL		1222	25.49		73	1.52		1074	22.40					249	5.19		110	2.29					2066	43.10		4794
	FOURTH			14	19.18			Excluded		17	23.29					20	27.40		11	15.07					11	15.07		73
		TOTAL		1236	25.78					1091	22.76					269	5.61		121	2.52					2077	43.32		4794
	FIFTH			24	19.83					20	16.53					34	28.10			Excluded					43	35.54		121
		TOTAL		1260	26.28					1111	23.17					303	6.32								2120	44.22		4794
	SIXTH			66	21.78					201	66.34						Excluded								36	11.88		303
		TOTAL		1326	27.66					1312	27.37														2156	44.97		4794
	SEVENTH			850	64.79						Excluded														462	35.21		1312
		TOTAL		2176	45.39																				2618	54.61		4794
																									Elected			
																												
POSTAL																												
	FIRST			756	24.64		15	0.49		347	11.31		5	0.16		64	2.09		97	3.16		5	0.16		1779	57.99		3068
	SECOND			1	20.00		1	20.00		0	0.00			Excluded		2	40.00		0	0.00		0	0.00		1	20.00		5
		TOTAL		757	24.67		16	0.52		347	11.31					66	2.15		97	3.16		5	0.16		1780	58.02		3068
	THIRD			0	0.00		1	20.00		0	0.00					1	20.00		0	0.00			Excluded		3	60.00		5
		TOTAL		757	24.67		17	0.55		347	11.31					67	2.18		97	3.16					1783	58.12		3068
	FOURTH			3	17.65			Excluded		2	11.76					3	17.65		3	17.65					6	35.29		17
		TOTAL		760	24.77					349	11.38					70	2.28		100	3.26					1789	58.31		3068
	FIFTH			22	22.00					12	12.00					26	26.00			Excluded					40	40.00		100
		TOTAL		782	25.49					361	11.77					96	3.13								1829	59.62		3068
	SIXTH			26	27.08					52	54.17						Excluded								18	18.75		96
		TOTAL		808	26.34					413	13.46														1847	60.20		3068
	SEVENTH			261	63.20						Excluded														152	36.80		413
		TOTAL		1069	34.84																				1999	65.16		3068
																									Elected			
																												
PRE POLL																												
	FIRST			839	24.98		19	0.57		616	18.34		6	0.18		134	3.99		97	2.89		11	0.33		1637	48.73		3359
	SECOND			0	0.00		3	50.00		1	16.67			Excluded		0	0.00		1	16.67		0	0.00		1	16.67		6
		TOTAL		839	24.98		22	0.65		617	18.37					134	3.99		98	2.92		11	0.33		1638	48.76		3359
	THIRD			1	9.09		5	45.45		0	0.00					1	9.09		2	18.18			Excluded		2	18.18		11
		TOTAL		840	25.01		27	0.80		617	18.37					135	4.02		100	2.98					1640	48.82		3359
	FOURTH			4	14.81			Excluded		7	25.93					11	40.74		2	7.41					3	11.11		27
		TOTAL		844	25.13					624	18.58					146	4.35		102	3.04					1643	48.91		3359
	FIFTH			43	42.16					16	15.69					20	19.61			Excluded					23	22.55		102
		TOTAL		887	26.41					640	19.05					166	4.94								1666	49.60		3359
	SIXTH			44	26.51					90	54.22						Excluded								32	19.28		166
		TOTAL		931	27.72					730	21.73														1698	50.55		3359
	SEVENTH			480	65.75						Excluded														250	34.25		730
		TOTAL		1411	42.01																				1948	57.99		3359
																									Elected			
																												
PROVISIONAL																												
	FIRST			95	29.78		4	1.25		80	25.08		3	0.94		12	3.76		10	3.13		2	0.63		113	35.42		319
	SECOND			3	100.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		3
		TOTAL		98	30.72		4	1.25		80	25.08					12	3.76		10	3.13		2	0.63		113	35.42		319
	THIRD			2	100.00		0	0.00		0	0.00					0	0.00		0	0.00			Excluded		0	0.00		2
		TOTAL		100	31.35		4	1.25		80	25.08					12	3.76		10	3.13					113	35.42		319
