Senate - 2001 Election: South Australia																																																																																																																																																																																																																																																											
First Preference Votes by Candidate																																																																																																																																																																																																																																																											
By Polling Place																																																																																																																																																																																																																																																											

Bonython (85484)																																																																																																																																																																																																																																																											
		 A Australian Labor Party (South Australian Branch)															 B Australian Greens												 C Pauline Hanson's One Nation												 D 												 E Liberal Party of Australia (S.A. Division)																		 F 												 G 												 H Republican Party of Australia												 I Australian Democrats																		Ungrouped																																																																																																																														
    		TICKET VOTES			WONG			KIRK			SCHACHT			Group Total			TICKET VOTES			FAEHRMANN			DOUGLAS			Group Total			TICKET VOTES			RUSSELL-TAYLOR			GIBSON			Group Total			TICKET VOTES			NEWNAM			LINES			Group Total			TICKET VOTES			HILL			FERRIS			CHAPMAN			LENSINK			Group Total			TICKET VOTES			ALDRIDGE			ALDRIDGE			Group Total			TICKET VOTES			HARTE			PHILLIPS			Group Total			TICKET VOTES			CROZIER			EASSON			Group Total			TICKET VOTES			STOTT DESPOJA			HEATH			PILLING			HASSAN			Group Total			FISHLOCK			BEHN			MCSHANE			Ungrouped Total			FORMAL			INFORMAL			TOTAL																																																																																																												
    					Penny			Linda			Chris									Cate			Jim									Neil			Colin									Kathy			Lisa									Robert			Jeannie			Grant			Michelle									Mark			Helen									Kerry			Colin									Patrick			Robert									Natasha			Jeff			Michael			Haroon						Kym			Ervyn C			Nicholas																																																																																																																								
Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%																																																																																																											
POSTAL		843	42.64		18	0.91		4	0.20		13	0.66		878	44.41		34	1.72		8	0.40		0	0.00		42	2.12		128	6.47		33	1.67		2	0.10		163	8.24		2	0.10		0	0.00		0	0.00		2	0.10		649	32.83		33	1.67		2	0.10		2	0.10		0	0.00		686	34.70		1	0.05		0	0.00		0	0.00		1	0.05		1	0.05		0	0.00		0	0.00		1	0.05		11	0.56		1	0.05		0	0.00		12	0.61		172	8.70		18	0.91		0	0.00		0	0.00		1	0.05		191	9.66		1	0.05		0	0.00		0	0.00		1	0.05		1977	98.65		27	1.35		2004	2.44																																																																																																											
PRE_POLL		835	40.79		27	1.32		7	0.34		5	0.24		874	42.70		40	1.95		7	0.34		0	0.00		47	2.30		129	6.30		20	0.98		1	0.05		150	7.33		2	0.10		0	0.00		0	0.00		2	0.10		714	34.88		27	1.32		2	0.10		0	0.00		0	0.00		743	36.30		2	0.10		0	0.00		0	0.00		2	0.10		0	0.00		1	0.05		0	0.00		1	0.05		8	0.39		0	0.00		0	0.00		8	0.39		192	9.38		25	1.22		0	0.00		1	0.05		0	0.00		218	10.65		2	0.10		0	0.00		0	0.00		2	0.10		2047	98.60		29	1.40		2076	2.53																																																																																																											
PROVISIONAL		381	53.74		8	1.13		2	0.28		2	0.28		393	55.43		24	3.39		3	0.42		0	0.00		27	3.81		39	5.50		2	0.28		0	0.00		41	5.78		2	0.28		0	0.00		0	0.00		2	0.28		167	23.55		1	0.14		2	0.28		0	0.00		0	0.00		170	23.98		1	0.14		0	0.00		0	0.00		1	0.14		0	0.00		0	0.00		0	0.00		0	0.00		1	0.14		0	0.00		0	0.00		1	0.14		66	9.31		7	0.99		0	0.00		0	0.00		0	0.00		73	10.30		0	0.00		0	0.00		1	0.14		1	0.14		709	98.06		14	1.94		723	0.88																																																																																																											
Division Summary		35674	45.01		801	1.01		158	0.20		344	0.43		36977	46.65		1494	1.88		261	0.33		18	0.02		1773	2.24		4252	5.36		565	0.71		31	0.04		4848	6.12		96	0.12		10	0.01		9	0.01		115	0.15		25100	31.67		735	0.93		36	0.05		60	0.08		25	0.03		25956	32.75		67	0.08		20	0.03		0	0.00		87	0.11		13	0.02		6	0.01		2	0.00		21	0.03		171	0.22		26	0.03		2	0.00		199	0.25		8190	10.33		987	1.25		14	0.02		8	0.01		9	0.01		9208	11.62		46	0.06		8	0.01		21	0.03		75	0.09		79259	96.63		2760	3.37		82019	95.95																																																																																																											
																																																																																																																																																																																																																																																											
																																																																																																																																																																																																																																																											
																																																																																																																																																																																																																																																											
																																																																																																																																																																																																																																																											
																																																																																																																																																																																																																																																											
																																																																																																																																																																																																																																																											
																																																																																																																																																																																																																																																											
																																																																																																																																																																																																																																																											
																																																																																																																																																																																																																																																											
																																																																																																																																																																																																																																																											
