Senate - 1993 Election: Australian Capital Territory																																																																																											
First Preference Votes by Candidate																																																																																											
By Polling Place																																																																																											


Canberra (95277)																																																																																											

	   		 A Australian Democrats												 B Australian Labor Party (ACT Branch)												 C Abolish Self Government Coalition												 D The Greens												 E Liberal Party of Australia - ACT Division												 F Natural Law Party												Ungrouped																
City		                                       	44	5.31	 	21	2.54	 	5	0.6	 	70	8.45	 	351	42.39	 	56	6.76	 	10	1.21	 	417	50.36	 	2	0.24	 	2	0.24	 	2	0.24	 	6	0.72	 	60	7.25	 	40	4.83	 	2	0.24	 	102	12.32	 	185	22.34	 	23	2.78	 	2	0.24	 	210	25.36	 	7	0.85	 	2	0.24	 	1	0.12	 	10	1.21	 	0	0	 	13	1.57	 	13	1.57	 	828	97.87	 	18	2.13	 	846	0.9
Dickson		                                    	51	4.74	 	39	3.62	 	3	0.28	 	93	8.64	 	455	42.25	 	62	5.76	 	10	0.93	 	527	48.93	 	5	0.46	 	2	0.19	 	0	0	 	7	0.65	 	61	5.66	 	59	5.48	 	4	0.37	 	124	11.51	 	261	24.23	 	34	3.16	 	1	0.09	 	296	27.48	 	3	0.28	 	1	0.09	 	1	0.09	 	5	0.46	 	6	0.56	 	19	1.76	 	25	2.32	 	1077	97.2	 	31	2.8	 	1108	1.18
Downer		                                     	82	4.68	 	43	2.45	 	3	0.17	 	128	7.31	 	842	48.06	 	84	4.79	 	14	0.8	 	940	53.65	 	8	0.46	 	2	0.11	 	0	0	 	10	0.57	 	69	3.94	 	79	4.51	 	2	0.11	 	150	8.56	 	442	25.23	 	42	2.4	 	2	0.11	 	486	27.74	 	2	0.11	 	2	0.11	 	0	0	 	4	0.23	 	6	0.34	 	28	1.6	 	34	1.94	 	1752	97.5	 	45	2.5	 	1797	1.91
Evatt		                                      	139	4.56	 	53	1.74	 	12	0.39	 	204	6.69	 	1501	49.21	 	105	3.44	 	5	0.16	 	1611	52.82	 	23	0.75	 	0	0	 	0	0	 	23	0.75	 	86	2.82	 	37	1.21	 	2	0.07	 	125	4.1	 	898	29.44	 	86	2.82	 	5	0.16	 	989	32.43	 	6	0.2	 	3	0.1	 	0	0	 	9	0.3	 	4	0.13	 	85	2.79	 	89	2.92	 	3050	97.98	 	63	2.02	 	3113	3.31
Evatt South		                                	71	5.83	 	22	1.81	 	4	0.33	 	97	7.97	 	564	46.34	 	49	4.03	 	5	0.41	 	618	50.78	 	9	0.74	 	3	0.25	 	0	0	 	12	0.99	 	25	2.05	 	27	2.22	 	1	0.08	 	53	4.35	 	384	31.55	 	28	2.3	 	0	0	 	412	33.85	 	4	0.33	 	0	0	 	0	0	 	4	0.33	 	1	0.08	 	20	1.64	 	21	1.73	 	1217	98.78	 	15	1.22	 	1232	1.31
Florey		                                     	90	4.29	 	38	1.81	 	2	0.1	 	130	6.19	 	1025	48.81	 	84	4	 	6	0.29	 	1115	53.1	 	18	0.86	 	6	0.29	 	1	0.05	 	25	1.19	 	47	2.24	 	41	1.95	 	1	0.05	 	89	4.24	 	603	28.71	 	65	3.1	 	6	0.29	 	674	32.1	 	5	0.24	 	2	0.1	 	0	0	 	7	0.33	 	4	0.19	 	56	2.67	 	60	2.86	 	2100	97.63	 	51	2.37	 	2151	2.29
Flynn		                                      	103	5.62	 	38	2.07	 	25	1.36	 	166	9.05	 	820	44.71	 	79	4.31	 	12	0.65	 	911	49.67	 	11	0.6	 	2	0.11	 	1	0.05	 	14	0.76	 	50	2.73	 	34	1.85	 	3	0.16	 	87	4.74	 	570	31.08	 	55	3	 	4	0.22	 	629	34.3	 	3	0.16	 	1	0.05	 	0	0	 	4	0.22	 	3	0.16	 	20	1.09	 	23	1.25	 	1834	98.66	 	25	1.34	 	1859	1.98
Giralang		                                   	117	5.05	 	51	2.2	 	3	0.13	 	171	7.37	 	1078	46.49	 	87	3.75	 	14	0.6	 	1179	50.84	 	10	0.43	 	5	0.22	 	1	0.04	 	16	0.69	 	75	3.23	 	52	2.24	 	3	0.13	 	130	5.61	 	665	28.68	 	74	3.19	 	6	0.26	 	745	32.13	 	7	0.3	 	4	0.17	 	0	0	 	11	0.47	 	2	0.09	 	65	2.8	 	67	2.89	 	2319	98.01	 	47	1.99	 	2366	2.51
Griffith		                                   	57	3.67	 	21	1.35	 	1	0.06	 	79	5.08	 	638	41.06	 	74	4.76	 	6	0.39	 	718	46.2	 	8	0.51	 	4	0.26	 	0	0	 	12	0.77	 	56	3.6	 	46	2.96	 	2	0.13	 	104	6.69	 	524	33.72	 	68	4.38	 	3	0.19	 	595	38.29	 	5	0.32	 	5	0.32	 	1	0.06	 	11	0.71	 	2	0.13	 	33	2.12	 	35	2.25	 	1554	97.55	 	39	2.45	 	1593	1.69
Hall		                                       	10	3.66	 	4	1.47	 	2	0.73	 	16	5.86	 	103	37.73	 	13	4.76	 	4	1.47	 	120	43.96	 	2	0.73	 	0	0	 	0	0	 	2	0.73	 	11	4.03	 	12	4.4	 	0	0	 	23	8.42	 	93	34.07	 	11	4.03	 	1	0.37	 	105	38.46	 	2	0.73	 	0	0	 	1	0.37	 	3	1.1	 	1	0.37	 	3	1.1	 	4	1.47	 	273	98.2	 	5	1.8	 	278	0.3
Higgins		                                    	126	5.33	 	54	2.28	 	2	0.08	 	182	7.69	 	1142	48.27	 	99	4.18	 	9	0.38	 	1250	52.83	 	12	0.51	 	5	0.21	 	1	0.04	 	18	0.76	 	73	3.09	 	63	2.66	 	4	0.17	 	140	5.92	 	660	27.9	 	61	2.58	 	3	0.13	 	724	30.6	 	7	0.3	 	1	0.04	 	0	0	 	8	0.34	 	4	0.17	 	40	1.69	 	44	1.86	 	2366	98.01	 	48	1.99	 	2414	2.56
Holt		                                       	115	5.2	 	49	2.21	 	9	0.41	 	173	7.82	 	999	45.14	 	102	4.61	 	10	0.45	 	1111	50.2	 	14	0.63	 	2	0.09	 	2	0.09	 	18	0.81	 	91	4.11	 	61	2.76	 	1	0.05	 	153	6.91	 	628	28.38	 	65	2.94	 	2	0.09	 	695	31.41	 	10	0.45	 	0	0	 	0	0	 	10	0.45	 	3	0.14	 	50	2.26	 	53	2.39	 	2213	98.88	 	25	1.12	 	2238	2.38
Jervis Bay		                                 	11	4.64	 	3	1.27	 	0	0	 	14	5.91	 	95	40.08	 	3	1.27	 	0	0	 	98	41.35	 	2	0.84	 	0	0	 	0	0	 	2	0.84	 	8	3.38	 	5	2.11	 	2	0.84	 	15	6.33	 	102	43.04	 	3	1.27	 	1	0.42	 	106	44.73	 	0	0	 	0	0	 	0	0	 	0	0	 	2	0.84	 	0	0	 	2	0.84	 	237	100	 	0	0	 	237	0.25
Kaleen		                                     	141	5.04	 	66	2.36	 	3	0.11	 	210	7.51	 	1323	47.3	 	98	3.5	 	7	0.25	 	1428	51.05	 	23	0.82	 	4	0.14	 	0	0	 	27	0.97	 	73	2.61	 	33	1.18	 	0	0	 	106	3.79	 	882	31.53	 	86	3.07	 	3	0.11	 	971	34.72	 	4	0.14	 	2	0.07	 	0	0	 	6	0.21	 	5	0.18	 	44	1.57	 	49	1.75	 	2797	97.15	 	82	2.85	 	2879	3.06
Kaleen South		                               	75	5.32	 	34	2.41	 	2	0.14	 	111	7.87	 	600	42.55	 	64	4.54	 	11	0.78	 	675	47.87	 	12	0.85	 	4	0.28	 	2	0.14	 	18	1.28	 	57	4.04	 	40	2.84	 	1	0.07	 	98	6.95	 	436	30.92	 	42	2.98	 	1	0.07	 	479	33.97	 	2	0.14	 	1	0.07	 	0	0	 	3	0.21	 	2	0.14	 	24	1.7	 	26	1.84	 	1410	97.38	 	38	2.62	 	1448	1.54
Latham		                                     	116	5.41	 	52	2.42	 	10	0.47	 	178	8.3	 	978	45.59	 	80	3.73	 	9	0.42	 	1067	49.74	 	12	0.56	 	1	0.05	 	0	0	 	13	0.61	 	64	2.98	 	30	1.4	 	2	0.09	 	96	4.48	 	675	31.47	 	56	2.61	 	3	0.14	 	734	34.22	 	4	0.19	 	0	0	 	0	0	 	4	0.19	 	3	0.14	 	50	2.33	 	53	2.47	 	2145	98.39	 	35	1.61	 	2180	2.32
Lyneham		                                    	185	4.78	 	106	2.74	 	6	0.15	 	297	7.67	 	1813	46.84	 	180	4.65	 	38	0.98	 	2031	52.47	 	23	0.59	 	5	0.13	 	2	0.05	 	30	0.77	 	182	4.7	 	211	5.45	 	10	0.26	 	403	10.41	 	894	23.09	 	101	2.61	 	2	0.05	 	997	25.76	 	14	0.36	 	5	0.13	 	4	0.1	 	23	0.59	 	11	0.28	 	79	2.04	 	90	2.32	 	3871	96.94	 	122	3.06	 	3993	4.24
Macgregor		                                  	99	5.81	 	30	1.76	 	13	0.76	 	142	8.33	 	785	46.07	 	69	4.05	 	6	0.35	 	860	50.47	 	12	0.7	 	9	0.53	 	0	0	 	21	1.23	 	63	3.7	 	35	2.05	 	0	0	 	98	5.75	 	496	29.11	 	53	3.11	 	2	0.12	 	551	32.34	 	5	0.29	 	4	0.23	 	0	0	 	9	0.53	 	2	0.12	 	21	1.23	 	23	1.35	 	1704	98.61	 	24	1.39	 	1728	1.84
Macquarie		                                  	91	4.57	 	43	2.16	 	7	0.35	 	141	7.08	 	956	48.02	 	80	4.02	 	10	0.5	 	1046	52.54	 	16	0.8	 	5	0.25	 	0	0	 	21	1.05	 	71	3.57	 	55	2.76	 	2	0.1	 	128	6.43	 	561	28.18	 	62	3.11	 	3	0.15	 	626	31.44	 	2	0.1	 	0	0	 	0	0	 	2	0.1	 	3	0.15	 	24	1.21	 	27	1.36	 	1991	98.13	 	38	1.87	 	2029	2.16
Manuka		                                     	46	3.95	 	31	2.66	 	4	0.34	 	81	6.96	 	446	38.32	 	67	5.76	 	3	0.26	 	516	44.33	 	8	0.69	 	3	0.26	 	0	0	 	11	0.95	 	52	4.47	 	47	4.04	 	1	0.09	 	100	8.59	 	374	32.13	 	40	3.44	 	0	0	 	414	35.57	 	3	0.26	 	2	0.17	 	1	0.09	 	6	0.52	 	5	0.43	 	31	2.66	 	36	3.09	 	1164	97.24	 	33	2.76	 	1197	1.27
Melba		                                      	69	4.33	 	37	2.32	 	10	0.63	 	116	7.28	 	665	41.75	 	72	4.52	 	6	0.38	 	743	46.64	 	7	0.44	 	5	0.31	 	1	0.06	 	13	0.82	 	61	3.83	 	57	3.58	 	3	0.19	 	121	7.6	 	486	30.51	 	68	4.27	 	4	0.25	 	558	35.03	 	4	0.25	 	3	0.19	 	0	0	 	7	0.44	 	6	0.38	 	29	1.82	 	35	2.2	 	1593	98.45	 	25	1.55	 	1618	1.72
Narrabundah		                                	80	4.52	 	33	1.87	 	3	0.17	 	116	6.56	 	986	55.77	 	75	4.24	 	6	0.34	 	1067	60.35	 	12	0.68	 	8	0.45	 	1	0.06	 	21	1.19	 	51	2.88	 	39	2.21	 	0	0	 	90	5.09	 	397	22.45	 	29	1.64	 	0	0	 	426	24.1	 	3	0.17	 	1	0.06	 	1	0.06	 	5	0.28	 	1	0.06	 	42	2.38	 	43	2.43	 	1768	96.19	 	70	3.81	 	1838	1.95
Page		                                       	71	4.65	 	29	1.9	 	6	0.39	 	106	6.94	 	687	44.96	 	74	4.84	 	9	0.59	 	770	50.39	 	11	0.72	 	7	0.46	 	0	0	 	18	1.18	 	51	3.34	 	35	2.29	 	1	0.07	 	87	5.69	 	445	29.12	 	53	3.47	 	2	0.13	 	500	32.72	 	5	0.33	 	0	0	 	0	0	 	5	0.33	 	5	0.33	 	37	2.42	 	42	2.75	 	1528	98.45	 	24	1.55	 	1552	1.65
Red Hill		                                   	79	3.57	 	43	1.94	 	4	0.18	 	126	5.69	 	722	32.6	 	89	4.02	 	5	0.23	 	816	36.84	 	5	0.23	 	4	0.18	 	2	0.09	 	11	0.5	 	78	3.52	 	66	2.98	 	1	0.05	 	145	6.55	 	947	42.75	 	94	4.24	 	7	0.32	 	1048	47.31	 	3	0.14	 	2	0.09	 	1	0.05	 	6	0.27	 	4	0.18	 	59	2.66	 	63	2.84	 	2215	98.44	 	35	1.56	 	2250	2.39
Reid		                                       	15	2.8	 	10	1.87	 	2	0.37	 	27	5.04	 	206	38.43	 	26	4.85	 	9	1.68	 	241	44.96	 	2	0.37	 	1	0.19	 	0	0	 	3	0.56	 	26	4.85	 	30	5.6	 	0	0	 	56	10.45	 	171	31.9	 	20	3.73	 	1	0.19	 	192	35.82	 	1	0.19	 	2	0.37	 	0	0	 	3	0.56	 	0	0	 	14	2.61	 	14	2.61	 	536	98.35	 	9	1.65	 	545	0.58
Scullin		                                    	123	5.02	 	47	1.92	 	7	0.29	 	177	7.23	 	1194	48.77	 	105	4.29	 	13	0.53	 	1312	53.59	 	20	0.82	 	5	0.2	 	0	0	 	25	1.02	 	79	3.23	 	53	2.17	 	1	0.04	 	133	5.43	 	661	27	 	70	2.86	 	9	0.37	 	740	30.23	 	3	0.12	 	4	0.16	 	2	0.08	 	9	0.37	 	4	0.16	 	48	1.96	 	52	2.12	 	2448	97.8	 	55	2.2	 	2503	2.66
Spence		                                     	77	4.71	 	35	2.14	 	11	0.67	 	123	7.52	 	722	44.13	 	80	4.89	 	3	0.18	 	805	49.21	 	16	0.98	 	6	0.37	 	0	0	 	22	1.34	 	62	3.79	 	37	2.26	 	3	0.18	 	102	6.23	 	481	29.4	 	50	3.06	 	2	0.12	 	533	32.58	 	6	0.37	 	2	0.12	 	1	0.06	 	9	0.55	 	0	0	 	42	2.57	 	42	2.57	 	1636	98.26	 	29	1.74	 	1665	1.77
Turner		                                     	88	4.25	 	71	3.43	 	7	0.34	 	166	8.02	 	968	46.76	 	111	5.36	 	17	0.82	 	1096	52.95	 	5	0.24	 	5	0.24	 	0	0	 	10	0.48	 	149	7.2	 	138	6.67	 	6	0.29	 	293	14.15	 	391	18.89	 	71	3.43	 	4	0.19	 	466	22.51	 	8	0.39	 	9	0.43	 	2	0.1	 	19	0.92	 	0	0	 	20	0.97	 	20	0.97	 	2070	97.64	 	50	2.36	 	2120	2.25
Watson		                                     	131	4.34	 	82	2.72	 	2	0.07	 	215	7.12	 	1375	45.56	 	131	4.34	 	18	0.6	 	1524	50.5	 	17	0.56	 	13	0.43	 	1	0.03	 	31	1.03	 	119	3.94	 	124	4.11	 	3	0.1	 	246	8.15	 	856	28.36	 	82	2.72	 	4	0.13	 	942	31.21	 	5	0.17	 	2	0.07	 	4	0.13	 	11	0.36	 	0	0	 	49	1.62	 	49	1.62	 	3018	97.8	 	68	2.2	 	3086	3.28
Weetangera		                                 	106	3.68	 	65	2.26	 	10	0.35	 	181	6.29	 	949	32.96	 	131	4.55	 	16	0.56	 	1096	38.07	 	14	0.49	 	11	0.38	 	0	0	 	25	0.87	 	107	3.72	 	101	3.51	 	1	0.03	 	209	7.26	 	1171	40.67	 	132	4.58	 	7	0.24	 	1310	45.5	 	3	0.1	 	3	0.1	 	1	0.03	 	7	0.24	 	6	0.21	 	45	1.56	 	51	1.77	 	2879	98.77	 	36	1.23	 	2915	3.1
Wreck Bay		                                  	0	0	 	1	1.89	 	0	0	 	1	1.89	 	45	84.91	 	3	5.66	 	0	0	 	48	90.57	 	0	0	 	0	0	 	0	0	 	0	0	 	1	1.89	 	0	0	 	0	0	 	1	1.89	 	3	5.66	 	0	0	 	0	0	 	3	5.66	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	53	100	 	0	0	 	53	0.06
Yarralumla		                                 	65	4.12	 	35	2.22	 	4	0.25	 	104	6.59	 	648	41.06	 	84	5.32	 	4	0.25	 	736	46.64	 	5	0.32	 	2	0.13	 	0	0	 	7	0.44	 	46	2.92	 	57	3.61	 	5	0.32	 	108	6.84	 	513	32.51	 	66	4.18	 	4	0.25	 	583	36.95	 	3	0.19	 	3	0.19	 	0	0	 	6	0.38	 	6	0.38	 	28	1.77	 	34	2.15	 	1578	98.38	 	26	1.62	 	1604	1.7
Special Hospitals		                          	27	6.63	 	3	0.74	 	1	0.25	 	31	7.62	 	165	40.54	 	5	1.23	 	0	0	 	170	41.77	 	6	1.47	 	1	0.25	 	0	0	 	7	1.72	 	0	0	 	0	0	 	0	0	 	0	0	 	190	46.68	 	5	1.23	 	0	0	 	195	47.91	 	3	0.74	 	0	0	 	0	0	 	3	0.74	 	0	0	 	1	0.25	 	1	0.25	 	407	97.37	 	11	2.63	 	418	0.44
Total Ordinary		                             	3455	4.68	 	1631	2.21	 	253	0.34	 	5339	7.23	 	32804	44.4	 	3202	4.33	 	408	0.55	 	36414	49.29	 	434	0.59	 	164	0.22	 	25	0.03	 	623	0.84	 	2799	3.79	 	2329	3.15	 	90	0.12	 	5218	7.06	 	21991	29.77	 	2304	3.12	 	131	0.18	 	24426	33.06	 	181	0.24	 	81	0.11	 	34	0.05	 	296	0.4	 	143	0.19	 	1419	1.92	 	1562	2.11	 	73878	97.97	 	1528	2.03	 	75406	80.12
ABSENT		                                     	73	5.13	 	25	1.76	 	2	0.14	 	100	7.03	 	683	48	 	65	4.57	 	9	0.63	 	757	53.2	 	13	0.91	 	4	0.28	 	0	0	 	17	1.19	 	67	4.71	 	41	2.88	 	3	0.21	 	111	7.8	 	360	25.3	 	39	2.74	 	3	0.21	 	402	28.25	 	6	0.42	 	2	0.14	 	1	0.07	 	9	0.63	 	4	0.28	 	23	1.62	 	27	1.9	 	1423	98.89	 	16	1.11	 	1439	1.53
POSTAL		                                     	142	4.61	 	46	1.49	 	15	0.49	 	203	6.59	 	1194	38.77	 	151	4.9	 	21	0.68	 	1366	44.35	 	23	0.75	 	6	0.19	 	2	0.06	 	31	1.01	 	97	3.15	 	65	2.11	 	5	0.16	 	167	5.42	 	1074	34.87	 	148	4.81	 	8	0.26	 	1230	39.94	 	13	0.42	 	5	0.16	 	3	0.1	 	21	0.68	 	21	0.68	 	41	1.33	 	62	2.01	 	3080	98.84	 	36	1.16	 	3116	3.31
PRE_POLL		                                   	562	4.34	 	259	2	 	37	0.29	 	858	6.63	 	5468	42.23	 	595	4.59	 	108	0.83	 	6171	47.66	 	101	0.78	 	36	0.28	 	4	0.03	 	141	1.09	 	525	4.05	 	432	3.34	 	25	0.19	 	982	7.58	 	4142	31.99	 	392	3.03	 	37	0.29	 	4571	35.3	 	36	0.28	 	7	0.05	 	6	0.05	 	49	0.38	 	26	0.2	 	151	1.17	 	177	1.37	 	12949	98.92	 	142	1.08	 	13091	13.91
PROVISIONAL		                                	49	4.69	 	29	2.78	 	1	0.1	 	79	7.57	 	551	52.78	 	47	4.5	 	7	0.67	 	605	57.95	 	13	1.25	 	1	0.1	 	0	0	 	14	1.34	 	39	3.74	 	32	3.07	 	1	0.1	 	72	6.9	 	225	21.55	 	23	2.2	 	0	0	 	248	23.75	 	5	0.48	 	1	0.1	 	0	0	 	6	0.57	 	2	0.19	 	18	1.72	 	20	1.92	 	1044	98.31	 	18	1.69	 	1062	1.13
ADJUSTMENT		                                 	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0	
Division Summary		                           	4281	4.63	 	1990	2.15	 	308	0.33	 	6579	7.12	 	40700	44.06	 	4060	4.4	 	553	0.6	 	45313	49.05	 	584	0.63	 	211	0.23	 	31	0.03	 	826	0.89	 	3527	3.82	 	2899	3.14	 	124	0.13	 	6550	7.09	 	27792	30.09	 	2906	3.15	 	179	0.19	 	30877	33.43	 	241	0.26	 	96	0.1	 	44	0.05	 	381	0.41	 	196	0.21	 	1652	1.79	 	1848	2	 	92374	98.15	 	1740	1.85	 	94114	96.82
