Senate - 1993 Election: New South Wales			
Registered Group Voting Tickets			


Green Alliance			

Ticket	Party/Group Name	Candidate Name	Preferences
A	Green Alliance	"BECKMANN, Jane"	1
		"BRIAN, Bernie"	2
B	Natural Law Party	"KERR, Doreen"	23
		"SMITH, Mike"	24
		"JUDD, Ines"	25
C	Citizens Electoral Councils of Australia Group	"HAY, Leone"	51
		"BUTLER, Robert"	52
		"WOOD, Gloria"	53
D	Republican Party of Australia	"CONSANDINE, Peter"	21
		"KLEIN, Gennie"	22
E	"Unendorsed - Teale, Leonard"	"TEALE, Leonard"	19
		"WARD, Colin"	20
F	The Confederate Action Party of Australia	"UEBERGANG, K John"	49
		"HAWKINS, Doug"	50
G	Australian Shooters Party	"ASCHER, Michael"	54
		"ORR, Ted"	55
		"WILKIE, Jeff"	56
		"O'CONNELL, Suzanne"	57
		"BOURKE, Robyn Lee"	58
H	"Unendorsed - Poulos, Patricia"	"POULOS, Patricia"	42
		"ARCHER, Peter B"	43
		"HOLLEY, John"	44
I	Liberal/National Party	"BAUME, Michael"	59
		"TIERNEY, John"	60
		"MACDONALD, Sandy"	61
		"PAYNE, Marise Ann"	62
J	"Unendorsed - Santa Claus, O"	"SANTA CLAUS, O"	17
		"ROLO, Lord"	18
K	Australian Democrats	"SOWADA, Karin"	7
		"GRIFFITHS, Ray Ian"	8
		"CHESTERFIELD-EVANS, Arthur"	9
L	Australian Labor Party	"RICHARDSON, Graham Frederick"	11
		"FAULKNER, John"	12
		"SIBRAA, Kerry"	13
		"ARMSTRONG, Mary-Anne"	14
M	"Unendorsed - Stevens, David Richard"	"STEVENS, David Richard"	33
		"HARRISON, Yvonne"	34
N	The Greens	"BRIGHAM, Steve"	3
		"WALLACE, Joy"	4
		"COHEN, Ian"	5
		"STEAD, Cecily"	6
O	Call to Australia (Fred Nile) Group	"COLEMAN, Bruce"	66
		"McLENNAN, Graham Clarke"	65
		"GRIGG, Shirley J"	64
		"RYAN, Glen"	63
P	Australians Against Further Immigration	"KITSON, David A L"	45
		"WEATHERLAKE, Ian A"	46
Q	"Unendorsed - Lavery, Rosemarie"	"LAVERY, Rosemarie"	35
		"JOHN, Robert"	36
		"LAVERY, Priscilla"	37
R	Grey Power	"ROYLANCE, Frances"	47
		"GROUNDS, Gay"	48
S	"Unendorsed - Bass, Walter"	"BASS, Walter"	15
		"HALES, Paul"	16
T	"Unendorsed - Vescio, Michael"	"VESCIO, Michael"	38
T		"WHEATLEY, Pamela Eileen"	39
U	"Unendorsed - Schollbach, Robert"	"SCHOLLBACH, Robert"	40
K	Australian Democrats	"SOWADA, Karin"	26
		"GRIFFITHS, Ray Ian"	27
		"CHESTERFIELD-EVANS, Arthur"	28
L	Australian Labor Party	"RICHARDSON, Graham Frederick"	63
		"FAULKNER, John"	64
		"SIBRAA, Kerry"	65
		"ARMSTRONG, Mary-Anne"	66
M	"Unendorsed - Stevens, David Richard"	"STEVENS, David Richard"	38
		"HARRISON, Yvonne"	39
N	The Greens	"BRIGHAM, Steve"	29
		"WALLACE, Joy"	30
		"COHEN, Ian"	31
		"STEAD, Cecily"	32
O	Call to Australia (Fred Nile) Group	"COLEMAN, Bruce"	5
		"McLENNAN, Graham Clarke"	6
		"GRIGG, Shirley J"	7
		"RYAN, Glen"	8
P	Australians Against Further Immigration	"KITSON, David A L"	40
		"WEATHERLAKE, Ian A"	41
Q	"Unendorsed - Lavery, Rosemarie"	"LAVERY, Rosemarie"	42
		"JOHN, Robert"	43
		"LAVERY, Priscilla"	44
R	Grey Power	"ROYLANCE, Frances"	11
		"GROUNDS, Gay"	12
S	"Unendorsed - Bass, Walter"	"BASS, Walter"	45
		"HALES, Paul"	46
T	"Unendorsed - Vescio, Michael"	"VESCIO, Michael"	36
T		"WHEATLEY, Pamela Eileen"	37
U	"Unendorsed - Schollbach, Robert"	"SCHOLLBACH, Robert"	47
U		"STIRLING, Karen"	48
UG	Independent	"GAJIN, Milorad"	49
UG	Independent	"ANDERSON, Michael J"	50
UG	Independent	"DE BRY, Katherine V"	51
UG		"POULSEN, Ron"	52
UG	Independent	"ELLIS, Bryan T"	53
UG	Independent	"MILTON, Malcolm Joshua"	54
UG	Independent	"DECKER, Dianne"	55
UG	Independent	"BELETICH, Argy"	56


"Unendorsed - Santa Claus, O"			

Ticket	Party/Group Name	Candidate Name	Preferences
A	Green Alliance	"BECKMANN, Jane"	12
		"BRIAN, Bernie"	11
B	Natural Law Party	"KERR, Doreen"	29
		"SMITH, Mike"	28
		"JUDD, Ines"	27
C	Citizens Electoral Councils of Australia Group	"HAY, Leone"	42
		"BUTLER, Robert"	41
		"WOOD, Gloria"	40
D	Republican Party of Australia	"CONSANDINE, Peter"	16
		"KLEIN, Gennie"	15
E	"Unendorsed - Teale, Leonard"	"TEALE, Leonard"	14
		"WARD, Colin"	13
F	The Confederate Action Party of Australia	"UEBERGANG, K John"	66
		"HAWKINS, Doug"	65
G	Australian Shooters Party	"ASCHER, Michael"	64
		"ORR, Ted"	63
		"WILKIE, Jeff"	62
		"O'CONNELL, Suzanne"	61
		"BOURKE, Robyn Lee"	60
H	"Unendorsed - Poulos, Patricia"	"POULOS, Patricia"	49
		"ARCHER, Peter B"	48
		"HOLLEY, John"	47
I	Liberal/National Party	"BAUME, Michael"	55
		"TIERNEY, John"	54
		"MACDONALD, Sandy"	53
		"PAYNE, Marise Ann"	52
J	"Unendorsed - Santa Claus, O"	"SANTA CLAUS, O"	1
		"ROLO, Lord"	2
K	Australian Democrats	"SOWADA, Karin"	22
		"GRIFFITHS, Ray Ian"	21
		"CHESTERFIELD-EVANS, Arthur"	20
L	Australian Labor Party	"RICHARDSON, Graham Frederick"	26
		"FAULKNER, John"	25
		"SIBRAA, Kerry"	24
		"ARMSTRONG, Mary-Anne"	23
M	"Unendorsed - Stevens, David Richard"	"STEVENS, David Richard"	46
		"HARRISON, Yvonne"	45
N	The Greens	"BRIGHAM, Steve"	8
		"WALLACE, Joy"	7
		"COHEN, Ian"	6
		"STEAD, Cecily"	5
O	Call to Australia (Fred Nile) Group	"COLEMAN, Bruce"	59
		"McLENNAN, Graham Clarke"	58
		"GRIGG, Shirley J"	57
		"RYAN, Glen"	56
P	Australians Against Further Immigration	"KITSON, David A L"	51
		"WEATHERLAKE, Ian A"	50
Q	"Unendorsed - Lavery, Rosemarie"	"LAVERY, Rosemarie"	19
		"JOHN, Robert"	18
		"LAVERY, Priscilla"	17
R	Grey Power	"ROYLANCE, Frances"	10
		"GROUNDS, Gay"	9
S	"Unendorsed - Bass, Walter"	"BASS, Walter"	4
		"HALES, Paul"	3
T	"Unendorsed - Vescio, Michael"	"VESCIO, Michael"	44
		"WHEATLEY, Pamela Eileen"	43
U	"Unendorsed - Schollbach, Robert"	"SCHOLLBACH, Robert"	31
		"STIRLING, Karen"	30
UG	Independent	"GAJIN, Milorad"	32	
UG	Independent	"ANDERSON, Michael J"	33	
UG	Independent	"DE BRY, Katherine V"	34	
UG		"POULSEN, Ron"	35	
UG	Independent	"ELLIS, Bryan T"	36	
UG	Independent	"MILTON, Malcolm Joshua"	37	
UG	Independent	"DECKER, Dianne"	38	
UG	Independent	"BELETICH, Argy"	39	


Australian Democrats				
			Preferences	
Ticket	Party/Group Name	Candidate Name	Ticket # 1	Ticket # 2
A	Green Alliance	"BECKMANN, Jane"	15	15
		"BRIAN, Bernie"	16	16
B	Natural Law Party	"KERR, Doreen"	10	10
		"SMITH, Mike"	11	11
		"JUDD, Ines"	12	12
C	Citizens Electoral Councils of Australia Group	"HAY, Leone"	23	23
		"BUTLER, Robert"	22	22
		"WOOD, Gloria"	21	21
D	Republican Party of Australia	"CONSANDINE, Peter"	18	18
		"KLEIN, Gennie"	17	17
E	"Unendorsed - Teale, Leonard"	"TEALE, Leonard"	8	8
		"WARD, Colin"	9	9
F	The Confederate Action Party of Australia	"UEBERGANG, K John"	66	66
		"HAWKINS, Doug"	65	65
G	Australian Shooters Party	"ASCHER, Michael"	60	60
		"ORR, Ted"	59	59
		"WILKIE, Jeff"	58	58
		"O'CONNELL, Suzanne"	57	57
		"BOURKE, Robyn Lee"	56	56
H	"Unendorsed - Poulos, Patricia"	"POULOS, Patricia"	49	49
		"ARCHER, Peter B"	48	48
		"HOLLEY, John"	47	47
I	Liberal/National Party	"BAUME, Michael"	31	35
		"TIERNEY, John"	30	34
		"MACDONALD, Sandy"	29	33
		"PAYNE, Marise Ann"	28	32
J	"Unendorsed - Santa Claus, O"	"SANTA CLAUS, O"	27	27
		"ROLO, Lord"	26	26
K	Australian Democrats	"SOWADA, Karin"	1	1
		"GRIFFITHS, Ray Ian"	2	2
		"CHESTERFIELD-EVANS, Arthur"	3	3
L	Australian Labor Party	"RICHARDSON, Graham Frederick"	35	31
		"FAULKNER, John"	34	30
		"SIBRAA, Kerry"	33	29
		"ARMSTRONG, Mary-Anne"	32	28
M	"Unendorsed - Stevens, David Richard"	"STEVENS, David Richard"	20	20
		"HARRISON, Yvonne"	19	19
N	The Greens	"BRIGHAM, Steve"	4	4
		"WALLACE, Joy"	5	5
		"COHEN, Ian"	6	6
		"STEAD, Cecily"	7	7
O	Call to Australia (Fred Nile) Group	"COLEMAN, Bruce"	64	64
		"McLENNAN, Graham Clarke"	63	63
		"GRIGG, Shirley J"	62	62
		"RYAN, Glen"	61	61
P	Australians Against Further Immigration	"KITSON, David A L"	25	25
		"WEATHERLAKE, Ian A"	24	24
Q	"Unendorsed - Lavery, Rosemarie"	"LAVERY, Rosemarie"	46	46
		"JOHN, Robert"	45	45
		"LAVERY, Priscilla"	44	44
R	Grey Power	"ROYLANCE, Frances"	51	51
		"GROUNDS, Gay"	50	50
S	"Unendorsed - Bass, Walter"	"BASS, Walter"	13	13
		"HALES, Paul"	14	14
T	"Unendorsed - Vescio, Michael"	"VESCIO, Michael"	53	53
		"WHEATLEY, Pamela Eileen"	52	52
U	"Unendorsed - Schollbach, Robert"	"SCHOLLBACH, Robert"	55	55
		"STIRLING, Karen"	54	54
UG	Independent	"GAJIN, Milorad"	43	43
UG	Independent	"ANDERSON, Michael J"	42	42
UG	Independent	"DE BRY, Katherine V"	41	41
UG		"POULSEN, Ron"	40	40
UG	Independent	"ELLIS, Bryan T"	39	39
UG	Independent	"MILTON, Malcolm Joshua"	38	38
UG	Independent	"DECKER, Dianne"	37	37
UG	Independent	"BELETICH, Argy"	36	36


Australian Labor Party				
			Preferences	
Ticket	Party/Group Name	Candidate Name	Ticket # 1	Ticket #1
A	Green Alliance	"BECKMANN, Jane"	19	19
		"BRIAN, Bernie"	20	20
B	Natural Law Party	"KERR, Doreen"	12	12
		"SMITH, Mike"	13	13
		"JUDD, Ines"	14	14
C	Citizens Electoral Councils of Australia Group	"HAY, Leone"	60	60
		"BUTLER, Robert"	61	61
		"WOOD, Gloria"	62	62
D	Republican Party of Australia	"CONSANDINE, Peter"	21	21
		"KLEIN, Gennie"	22	22
E	"Unendorsed - Teale, Leonard"	"TEALE, Leonard"	23	23
		"WARD, Colin"	24	24
F	The Confederate Action Party of Australia	"UEBERGANG, K John"	63	63
		"HAWKINS, Doug"	64	64
G	Australian Shooters Party	"ASCHER, Michael"	25	25
		"ORR, Ted"	26	26
		"WILKIE, Jeff"	27	27
		"O'CONNELL, Suzanne"	28	28
		"BOURKE, Robyn Lee"	29	29
H	"Unendorsed - Poulos, Patricia"	"POULOS, Patricia"	30	30
		"ARCHER, Peter B"	31	31
		"HOLLEY, John"	32	32
I	Liberal/National Party	"BAUME, Michael"	56	56
		"TIERNEY, John"	57	57
		"MACDONALD, Sandy"	58	58
		"PAYNE, Marise Ann"	59	59
J	"Unendorsed - Santa Claus, O"	"SANTA CLAUS, O"	33	33
		"ROLO, Lord"	34	34
K	Australian Democrats	"SOWADA, Karin"	5	9
		"GRIFFITHS, Ray Ian"	6	10
		"CHESTERFIELD-EVANS, Arthur"	7	11
L	Australian Labor Party	"RICHARDSON, Graham Frederick"	1	1
		"FAULKNER, John"	2	2
		"SIBRAA, Kerry"	3	3
		"ARMSTRONG, Mary-Anne"	4	4
M	"Unendorsed - Stevens, David Richard"	"STEVENS, David Richard"	35	35
		"HARRISON, Yvonne"	36	36
N	The Greens	"BRIGHAM, Steve"	8	5
		"WALLACE, Joy"	9	6
		"COHEN, Ian"	10	7
		"STEAD, Cecily"	11	8
O	Call to Australia (Fred Nile) Group	"COLEMAN, Bruce"	15	15
		"McLENNAN, Graham Clarke"	16	16
		"GRIGG, Shirley J"	17	17
		"RYAN, Glen"	18	18
P	Australians Against Further Immigration	"KITSON, David A L"	65	65
		"WEATHERLAKE, Ian A"	66	66
Q	"Unendorsed - Lavery, Rosemarie"	"LAVERY, Rosemarie"	37	37
		"JOHN, Robert"	38	38
		"LAVERY, Priscilla"	39	39
R	Grey Power	"ROYLANCE, Frances"	40	40
		"GROUNDS, Gay"	41	41
S	"Unendorsed - Bass, Walter"	"BASS, Walter"	42	42
		"HALES, Paul"	43	43
T	"Unendorsed - Vescio, Michael"	"VESCIO, Michael"	44	44
		"WHEATLEY, Pamela Eileen"	45	45
U	"Unendorsed - Schollbach, Robert"	"SCHOLLBACH, Robert"	46	46
		"STIRLING, Karen"	47	47
UG	Independent	"GAJIN, Milorad"	48	48
UG	Independent	"ANDERSON, Michael J"	49	49
UG	Independent	"DE BRY, Katherine V"	50	50
UG		"POULSEN, Ron"	51	51
UG	Independent	"ELLIS, Bryan T"	52	52
UG	Independent	"MILTON, Malcolm Joshua"	53	53
UG	Independent	"DECKER, Dianne"	54	54
UG	Independent	"BELETICH, Argy"	55	55


"Unendorsed - Stevens, David Richard"				

Ticket	Party/Group Name	Candidate Name	Preferences	
A	Green Alliance	"BECKMANN, Jane"	16	
		"BRIAN, Bernie"	17	
B	Natural Law Party	"KERR, Doreen"	18	
		"SMITH, Mike"	19	
		"JUDD, Ines"	20	
C	Citizens Electoral Councils of Australia Group	"HAY, Leone"	21
		"BUTLER, Robert"	22
		"WOOD, Gloria"	23
D	Republican Party of Australia	"CONSANDINE, Peter"	24
		"KLEIN, Gennie"	25
E	"Unendorsed - Teale, Leonard"	"TEALE, Leonard"	26
		"WARD, Colin"	27
F	The Confederate Action Party of Australia	"UEBERGANG, K John"	28
		"HAWKINS, Doug"	29
G	Australian Shooters Party	"ASCHER, Michael"	30
		"ORR, Ted"	31
		"WILKIE, Jeff"	32
		"O'CONNELL, Suzanne"	33
		"BOURKE, Robyn Lee"	34
H	"Unendorsed - Poulos, Patricia"	"POULOS, Patricia"	35
		"ARCHER, Peter B"	36
		"HOLLEY, John"	37
I	Liberal/National Party	"BAUME, Michael"	12
		"TIERNEY, John"	13
		"MACDONALD, Sandy"	14
		"PAYNE, Marise Ann"	15
J	"Unendorsed - Santa Claus, O"	"SANTA CLAUS, O"	65
		"ROLO, Lord"	66
K	Australian Democrats	"SOWADA, Karin"	3
		"GRIFFITHS, Ray Ian"	4
		"CHESTERFIELD-EVANS, Arthur"	5
L	Australian Labor Party	"RICHARDSON, Graham Frederick"	38
		"FAULKNER, John"	39
		"SIBRAA, Kerry"	40
		"ARMSTRONG, Mary-Anne"	41
M	"Unendorsed - Stevens, David Richard"	"STEVENS, David Richard"	1
		"HARRISON, Yvonne"	2
N	The Greens	"BRIGHAM, Steve"	8
		"WALLACE, Joy"	9
		"COHEN, Ian"	10
		"STEAD, Cecily"	11
O	Call to Australia (Fred Nile) Group	"COLEMAN, Bruce"	42
		"McLENNAN, Graham Clarke"	43
		"GRIGG, Shirley J"	44
		"RYAN, Glen"	45
P	Australians Against Further Immigration	"KITSON, David A L"	46
		"WEATHERLAKE, Ian A"	47
Q	"Unendorsed - Lavery, Rosemarie"	"LAVERY, Rosemarie"	48
		"JOHN, Robert"	49
		"LAVERY, Priscilla"	50
R	Grey Power	"ROYLANCE, Frances"	6
		"GROUNDS, Gay"	7
S	"Unendorsed - Bass, Walter"	"BASS, Walter"	51
		"HALES, Paul"	52
T	"Unendorsed - Vescio, Michael"	"VESCIO, Michael"	53
		"WHEATLEY, Pamela Eileen"	54
U	"Unendorsed - Schollbach, Robert"	"SCHOLLBACH, Robert"	55
		"STIRLING, Karen"	56
UG	Independent	"GAJIN, Milorad"	57
UG	Independent	"ANDERSON, Michael J"	58
UG	Independent	"DE BRY, Katherine V"	59
UG		"POULSEN, Ron"	60
UG	Independent	"ELLIS, Bryan T"	61
UG	Independent	"MILTON, Malcolm Joshua"	62
UG	Independent	"DECKER, Dianne"	63
UG	Independent	"BELETICH, Argy"	64


The Greens			

Ticket	Party/Group Name	Candidate Name	Preferences
A	Green Alliance	"BECKMANN, Jane"	15
		"BRIAN, Bernie"	16
B	Natural Law Party	"KERR, Doreen"	8
		"SMITH, Mike"	9
		"JUDD, Ines"	10
C	Citizens Electoral Councils of Australia Group	"HAY, Leone"	51
		"BUTLER, Robert"	52
		"WOOD, Gloria"	53
D	Republican Party of Australia	"CONSANDINE, Peter"	11
		"KLEIN, Gennie"	12
E	"Unendorsed - Teale, Leonard"	"TEALE, Leonard"	20
		"WARD, Colin"	21
F	The Confederate Action Party of Australia	"UEBERGANG, K John"	60
		"HAWKINS, Doug"	61
G	Australian Shooters Party	"ASCHER, Michael"	62
		"ORR, Ted"	63
		"WILKIE, Jeff"	64
		"O'CONNELL, Suzanne"	65
		"BOURKE, Robyn Lee"	66
H	"Unendorsed - Poulos, Patricia"	"POULOS, Patricia"	48
		"ARCHER, Peter B"	49
		"HOLLEY, John"	50
I	Liberal/National Party	"BAUME, Michael"	44
		"TIERNEY, John"	45
		"MACDONALD, Sandy"	46
		"PAYNE, Marise Ann"	47
J	"Unendorsed - Santa Claus, O"	"SANTA CLAUS, O"	13
		"ROLO, Lord"	14
K	Australian Democrats	"SOWADA, Karin"	5
		"GRIFFITHS, Ray Ian"	6
		"CHESTERFIELD-EVANS, Arthur"	7
L	Australian Labor Party	"RICHARDSON, Graham Frederick"	40
		"FAULKNER, John"	41
		"SIBRAA, Kerry"	42
		"ARMSTRONG, Mary-Anne"	43
M	"Unendorsed - Stevens, David Richard"	"STEVENS, David Richard"	38
		"HARRISON, Yvonne"	39
N	The Greens	"BRIGHAM, Steve"	1
		"WALLACE, Joy"	2
		"COHEN, Ian"	3
		"STEAD, Cecily"	4
O	Call to Australia (Fred Nile) Group	"COLEMAN, Bruce"	56
		"McLENNAN, Graham Clarke"	57
		"GRIGG, Shirley J"	58
		"RYAN, Glen"	59
P	Australians Against Further Immigration	"KITSON, David A L"	26
		"WEATHERLAKE, Ian A"	27
Q	"Unendorsed - Lavery, Rosemarie"	"LAVERY, Rosemarie"	17
		"JOHN, Robert"	18
		"LAVERY, Priscilla"	19
R	Grey Power	"ROYLANCE, Frances"	54
		"GROUNDS, Gay"	55
S	"Unendorsed - Bass, Walter"	"BASS, Walter"	22
		"HALES, Paul"	23
T	"Unendorsed - Vescio, Michael"	"VESCIO, Michael"	28
		"WHEATLEY, Pamela Eileen"	29
U	"Unendorsed - Schollbach, Robert"	"SCHOLLBACH, Robert"	24
		"STIRLING, Karen"	25
UG	Independent	"GAJIN, Milorad"	30
UG	Independent	"ANDERSON, Michael J"	31
UG	Independent	"DE BRY, Katherine V"	32
UG		"POULSEN, Ron"	33
UG	Independent	"ELLIS, Bryan T"	34
UG	Independent	"MILTON, Malcolm Joshua"	35
UG	Independent	"DECKER, Dianne"	36
UG	Independent	"BELETICH, Argy"	37


Call to Australia (Fred Nile) Group			

Ticket	Party/Group Name	Candidate Name	Preferences
A	Green Alliance	"BECKMANN, Jane"	57
		"BRIAN, Bernie"	58
B	Natural Law Party	"KERR, Doreen"	45
		"SMITH, Mike"	46
		"JUDD, Ines"	47
C	Citizens Electoral Councils of Australia Group	"HAY, Leone"	34
		"BUTLER, Robert"	35
		"WOOD, Gloria"	36
D	Republican Party of Australia	"CONSANDINE, Peter"	48
		"KLEIN, Gennie"	49
E	"Unendorsed - Teale, Leonard"	"TEALE, Leonard"	9
		"WARD, Colin"	10
F	The Confederate Action Party of Australia	"UEBERGANG, K John"	27
		"HAWKINS, Doug"	28
G	Australian Shooters Party	"ASCHER, Michael"	29
		"ORR, Ted"	30
		"WILKIE, Jeff"	31
		"O'CONNELL, Suzanne"	32
		"BOURKE, Robyn Lee"	33
H	"Unendorsed - Poulos, Patricia"	"POULOS, Patricia"	13
		"ARCHER, Peter B"	14
		"HOLLEY, John"	15
I	Liberal/National Party	"BAUME, Michael"	5
		"TIERNEY, John"	6
		"MACDONALD, Sandy"	7
		"PAYNE, Marise Ann"	8
J	"Unendorsed - Santa Claus, O"	"SANTA CLAUS, O"	43
		"ROLO, Lord"	44
K	Australian Democrats	"SOWADA, Karin"	50
		"GRIFFITHS, Ray Ian"	51
		"CHESTERFIELD-EVANS, Arthur"	52
L	Australian Labor Party	"RICHARDSON, Graham Frederick"	39
		"FAULKNER, John"	40
		"SIBRAA, Kerry"	41
		"ARMSTRONG, Mary-Anne"	42
M	"Unendorsed - Stevens, David Richard"	"STEVENS, David Richard"	16
		"HARRISON, Yvonne"	17
N	The Greens	"BRIGHAM, Steve"	53
		"WALLACE, Joy"	54
		"COHEN, Ian"	55
		"STEAD, Cecily"	56
O	Call to Australia (Fred Nile) Group	"COLEMAN, Bruce"	1
		"McLENNAN, Graham Clarke"	2
		"GRIGG, Shirley J"	3
		"RYAN, Glen"	4
P	Australians Against Further Immigration	"KITSON, David A L"	11
		"WEATHERLAKE, Ian A"	12
Q	"Unendorsed - Lavery, Rosemarie"	"LAVERY, Rosemarie"	22
		"JOHN, Robert"	23
		"LAVERY, Priscilla"	24
R	Grey Power	"ROYLANCE, Frances"	25
		"GROUNDS, Gay"	26
S	"Unendorsed - Bass, Walter"	"BASS, Walter"	37
		"HALES, Paul"	38
T	"Unendorsed - Vescio, Michael"	"VESCIO, Michael"	18
		"WHEATLEY, Pamela Eileen"	19
U	"Unendorsed - Schollbach, Robert"	"SCHOLLBACH, Robert"	20
		"STIRLING, Karen"	21
UG	Independent	"GAJIN, Milorad"	59
UG	Independent	"ANDERSON, Michael J"	60
UG	Independent	"DE BRY, Katherine V"	61
UG		"POULSEN, Ron"	62
UG	Independent	"ELLIS, Bryan T"	63
UG	Independent	"MILTON, Malcolm Joshua"	64
UG	Independent	"DECKER, Dianne"	65
UG	Independent	"BELETICH, Argy"	66


Australians Against Further Immigration			

Ticket	Party/Group Name	Candidate Name	Preferences
A	Green Alliance	"BECKMANN, Jane"	57
		"BRIAN, Bernie"	58
B	Natural Law Party	"KERR, Doreen"	47
		"SMITH, Mike"	48
		"JUDD, Ines"	49
C	Citizens Electoral Councils of Australia Group	"HAY, Leone"	10
		"BUTLER, Robert"	11
		"WOOD, Gloria"	12
D	Republican Party of Australia	"CONSANDINE, Peter"	22
		"KLEIN, Gennie"	23
E	"Unendorsed - Teale, Leonard"	"TEALE, Leonard"	17
		"WARD, Colin"	18
F	The Confederate Action Party of Australia	"UEBERGANG, K John"	8
		"HAWKINS, Doug"	9
G	Australian Shooters Party	"ASCHER, Michael"	3
		"ORR, Ted"	4
		"WILKIE, Jeff"	5
		"O'CONNELL, Suzanne"	6
		"BOURKE, Robyn Lee"	7
H	"Unendorsed - Poulos, Patricia"	"POULOS, Patricia"	54
		"ARCHER, Peter B"	55
		"HOLLEY, John"	56
I	Liberal/National Party	"BAUME, Michael"	62
		"TIERNEY, John"	61
		"MACDONALD, Sandy"	60
		"PAYNE, Marise Ann"	59
J	"Unendorsed - Santa Claus, O"	"SANTA CLAUS, O"	50
		"ROLO, Lord"	51
K	Australian Democrats	"SOWADA, Karin"	19
		"GRIFFITHS, Ray Ian"	20
		"CHESTERFIELD-EVANS, Arthur"	21
L	Australian Labor Party	"RICHARDSON, Graham Frederick"	65
		"FAULKNER, John"	64
		"SIBRAA, Kerry"	66
		"ARMSTRONG, Mary-Anne"	63
M	"Unendorsed - Stevens, David Richard"	"STEVENS, David Richard"	52
		"HARRISON, Yvonne"	53
N	The Greens	"BRIGHAM, Steve"	43
		"WALLACE, Joy"	44
		"COHEN, Ian"	45
		"STEAD, Cecily"	46
O	Call to Australia (Fred Nile) Group	"COLEMAN, Bruce"	13
		"McLENNAN, Graham Clarke"	14
		"GRIGG, Shirley J"	15
		"RYAN, Glen"	16
P	Australians Against Further Immigration	"KITSON, David A L"	1
		"WEATHERLAKE, Ian A"	2
Q	"Unendorsed - Lavery, Rosemarie"	"LAVERY, Rosemarie"	32
		"JOHN, Robert"	33
		"LAVERY, Priscilla"	34
R	Grey Power	"ROYLANCE, Frances"	35
		"GROUNDS, Gay"	36
S	"Unendorsed - Bass, Walter"	"BASS, Walter"	37
		"HALES, Paul"	38
T	"Unendorsed - Vescio, Michael"	"VESCIO, Michael"	39
		"WHEATLEY, Pamela Eileen"	40
U	"Unendorsed - Schollbach, Robert"	"SCHOLLBACH, Robert"	41
		"STIRLING, Karen"	42
UG	Independent	"GAJIN, Milorad"	24
UG	Independent	"ANDERSON, Michael J"	25
UG	Independent	"DE BRY, Katherine V"	26
UG		"POULSEN, Ron"	27
UG	Independent	"ELLIS, Bryan T"	28
UG	Independent	"MILTON, Malcolm Joshua"	29
UG	Independent	"DECKER, Dianne"	30
UG	Independent	"BELETICH, Argy"	31


"Unendorsed - Lavery, Rosemarie"			

Ticket	Party/Group Name	Candidate Name	Preferences
A	Green Alliance	"BECKMANN, Jane"	61
		"BRIAN, Bernie"	55
B	Natural Law Party	"KERR, Doreen"	62
		"SMITH, Mike"	58
		"JUDD, Ines"	53
C	Citizens Electoral Councils of Australia Group	"HAY, Leone"	63
		"BUTLER, Robert"	59
		"WOOD, Gloria"	54
D	Republican Party of Australia	"CONSANDINE, Peter"	64
		"KLEIN, Gennie"	56
E	"Unendorsed - Teale, Leonard"	"TEALE, Leonard"	24
		"WARD, Colin"	23
F	The Confederate Action Party of Australia	"UEBERGANG, K John"	65
		"HAWKINS, Doug"	60
G	Australian Shooters Party	"ASCHER, Michael"	37
		"ORR, Ted"	36
		"WILKIE, Jeff"	35
		"O'CONNELL, Suzanne"	34
		"BOURKE, Robyn Lee"	33
H	"Unendorsed - Poulos, Patricia"	"POULOS, Patricia"	52
		"ARCHER, Peter B"	51
		"HOLLEY, John"	50
I	Liberal/National Party	"BAUME, Michael"	19
		"TIERNEY, John"	16
		"MACDONALD, Sandy"	12
		"PAYNE, Marise Ann"	8
J	"Unendorsed - Santa Claus, O"	"SANTA CLAUS, O"	49
		"ROLO, Lord"	48
K	Australian Democrats	"SOWADA, Karin"	14
		"GRIFFITHS, Ray Ian"	10
		"CHESTERFIELD-EVANS, Arthur"	6
L	Australian Labor Party	"RICHARDSON, Graham Frederick"	20
		"FAULKNER, John"	17
		"SIBRAA, Kerry"	13
		"ARMSTRONG, Mary-Anne"	9
M	"Unendorsed - Stevens, David Richard"	"STEVENS, David Richard"	47
		"HARRISON, Yvonne"	46
N	The Greens	"BRIGHAM, Steve"	18
		"WALLACE, Joy"	15
		"COHEN, Ian"	11
		"STEAD, Cecily"	7
O	Call to Australia (Fred Nile) Group	"COLEMAN, Bruce"	41
		"McLENNAN, Graham Clarke"	40
		"GRIGG, Shirley J"	39
		"RYAN, Glen"	38
P	Australians Against Further Immigration	"KITSON, David A L"	66
		"WEATHERLAKE, Ian A"	57
Q	"Unendorsed - Lavery, Rosemarie"	"LAVERY, Rosemarie"	1
		"JOHN, Robert"	2
		"LAVERY, Priscilla"	3
R	Grey Power	"ROYLANCE, Frances"	5
		"GROUNDS, Gay"	4
S	"Unendorsed - Bass, Walter"	"BASS, Walter"	43
		"HALES, Paul"	42
T	"Unendorsed - Vescio, Michael"	"VESCIO, Michael"	22
		"WHEATLEY, Pamela Eileen"	21
U	"Unendorsed - Schollbach, Robert"	"SCHOLLBACH, Robert"	45
		"STIRLING, Karen"	44
