Senate: Election 2001 - National															
First Preference Votes by Candidate															
By Vote Type by Division															

New South Wales															
															
Banks (83122)															
				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
		"HINMAN, Pip"		2	0.00	1	0.03	0	0.00	0	0.00	0	0.00	3	0.00
		"RINTOUL, Ian"		3	0.00	1	0.03	0	0.00	0	0.00	0	0.00	4	0.01
		Group Total		17	0.03	3	0.10	0	0.00	0	0.00	0	0.00	20	0.03
V		TICKET VOTES	AAP	26	0.04	2	0.07	1	0.20	1	0.01	1	0.03	31	0.04
		"CONNOR, Rex"	AAP	2	0.00	0	0.00	0	0.00	1	0.01	0	0.00	3	0.00
		"ASTRIDGE, Robert"	AAP	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		"GUY, Shirley"	AAP	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total	AAP	29	0.04	2	0.07	1	0.20	2	0.03	1	0.03	35	0.04
W		TICKET VOTES	AFI	261	0.40	22	0.72	5	0.98	34	0.48	22	0.65	344	0.43
		"KITSON, David"	AFI	9	0.01	0	0.00	0	0.00	2	0.03	1	0.03	12	0.02
		"WOODGER, Edwin"	AFI	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total	AFI	271	0.41	22	0.72	5	0.98	36	0.51	23	0.68	357	0.45
UNGROUPED															
		"IVOR, F"	IND	9	0.01	0	0.00	1	0.20	1	0.01	0	0.00	11	0.01
		"TINYOW, Walter"	IND	2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		"BAKER, Beverly"	IND	34	0.05	2	0.07	0	0.00	2	0.03	1	0.03	39	0.05
		"LORD, Jack"	IND	2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		Ungrouped Total		47	0.07	2	0.07	1	0.20	3	0.04	1	0.03	54	0.07
			FORMAL	65804	96.81	3043	98.16	509	97.14	7051	98.34	3395	99.01	79802	97.09
			INFORMAL	2167	3.19	57	1.84	15	2.86	119	1.66	34	0.99	2392	2.91
			TOTAL	67971	82.70	3100	3.77	524	0.64	7170	8.72	3429	4.17	82194	95.78



Farrer (84423)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
A		TICKET VOTES	HAN	5327	7.95	139	6.48	49	9.02	283	6.35	249	7.20	6047	7.79
		"McKINNON, Don"	HAN	235	0.35	8	0.37	0	0.00	19	0.43	38	1.10	300	0.39
		"PUTRA, Rick"	HAN	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		"DEENEY, Carol"	HAN	2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		Group Total	HAN	5565	8.30	147	6.85	49	9.02	302	6.78	287	8.30	6350	8.18
B		TICKET VOTES	CTA	1179	1.76	33	1.54	13	2.39	71	1.59	55	1.59	1351	1.74
		"CAPSIS, George"	CTA	114	0.17	8	0.37	1	0.18	1	0.02	10	0.29	134	0.17
		"HUME, Kevin"	CTA	3	0.00	0	0.00	0	0.00	1	0.02	0	0.00	4	0.01
		Group Total	CTA	1296	1.93	41	1.91	14	2.58	73	1.64	65	1.88	1489	1.92
C		TICKET VOTES	UNI	24	0.04	0	0.00	0	0.00	0	0.00	2	0.06	26	0.03
		"NGO, Thang"	UNI	4	0.01	0	0.00	0	0.00	0	0.00	0	0.00	4	0.01
		"McLEOD, Robert"	UNI	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	UNI	28	0.04	0	0.00	0	0.00	0	0.00	2	0.06	30	0.04
D		TICKET VOTES	CEC	50	0.07	3	0.14	1	0.18	1	0.02	4	0.12	59	0.08
		"BUTLER, Robert"	CEC	8	0.01	0	0.00	0	0.00	1	0.02	0	0.00	9	0.01
		"COLLINS, Glenys"	CEC	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	CEC	58	0.09	3	0.14	1	0.18	2	0.04	4	0.12	68	0.09
E		TICKET VOTES	PLP	1147	1.71	44	2.05	30	5.52	67	1.50	20	0.58	1308	1.68
		"WOLDRING, Klaas"	PLP	9	0.01	0	0.00	0	0.00	0	0.00	0	0.00	9	0.01
		"LEE, Shona"	PLP	3	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00
		Group Total	PLP	1159	1.73	44	2.05	30	5.52	67	1.50	20	0.58	1320	1.70
F		TICKET VOTES	OCF	57	0.09	2	0.09	0	0.00	2	0.04	0	0.00	61	0.08
		"CALDICOTT, Helen"	OCF	7	0.01	0	0.00	0	0.00	1	0.02	0	0.00	8	0.01
		"POTTS, Ted"	OCF	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	OCF	64	0.10	2	0.09	0	0.00	3	0.07	0	0.00	69	0.09
G		TICKET VOTES	DEM	2833	4.23	130	6.06	26	4.79	294	6.60	137	3.96	3420	4.40
		"BOURNE, Vicki"	DEM	152	0.23	11	0.51	1	0.18	30	0.67	6	0.17	200	0.26
		"YATES, Joanne"	DEM	5	0.01	2	0.09	0	0.00	0	0.00	1	0.03	8	0.01
		"CHUNG, Craig"	DEM	5	0.01	0	0.00	0	0.00	0	0.00	0	0.00	5	0.01
		"MAYFIELD, E Caroline"	DEM	4	0.01	0	0.00	0	0.00	0	0.00	0	0.00	4	0.01
		"PRINCE, Janine"	DEM	3	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00
		"EVANS, Julian"	DEM	9	0.01	1	0.05	0	0.00	0	0.00	0	0.00	10	0.01
		Group Total	DEM	3011	4.49	144	6.71	27	4.97	324	7.27	144	4.17	3650	4.70
H		TICKET VOTES	HMP	604	0.90	27	1.26	18	3.31	39	0.88	10	0.29	698	0.90
		"BALDERSTONE, Michael"	HMP	20	0.03	1	0.05	0	0.00	3	0.07	4	0.12	28	0.04
		"FUGGLE, Don"	HMP	0	0.00	0	0.00	1	0.18	0	0.00	0	0.00	1	0.00
		Group Total	HMP	624	0.93	28	1.30	19	3.50	42	0.94	14	0.41	727	0.94
I		TICKET VOTES	RLS	120	0.18	4	0.19	0	0.00	1	0.02	11	0.32	136	0.18
		"GREENAWAY, Denise"	RLS	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		"ARMSTRONG, Valerie"	RLS	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	RLS	121	0.18	4	0.19	0	0.00	1	0.02	11	0.32	137	0.18
J		TICKET VOTES	ACL	15047	22.44	457	21.30	155	28.55	888	19.94	687	19.88	17234	22.20
	#	"STEPHENS, Ursula"	CLR	96	0.14	8	0.37	0	0.00	9	0.20	3	0.09	116	0.15
	#	"CAMPBELL, George"	ALP	18	0.03	0	0.00	1	0.18	2	0.04	0	0.00	21	0.03
		"MUNDINE, Warren"	CLR	7	0.01	1	0.05	0	0.00	1	0.02	1	0.03	10	0.01
		"WOODS, Joanna"	ALP	12	0.02	0	0.00	0	0.00	1	0.02	3	0.09	16	0.02
		Group Total	ACL	15180	22.64	466	21.71	156	28.73	901	20.23	694	20.08	17397	22.41
K		TICKET VOTES	LEF	626	0.93	37	1.72	9	1.66	54	1.21	22	0.64	748	0.96
		"O'LOUGHLIN, David"	LEF	21	0.03	2	0.09	0	0.00	0	0.00	5	0.14	28	0.04
		"FREEMAN, Paul"	LEF	2	0.00	0	0.00	0	0.00	0	0.00	1	0.03	3	0.00
		Group Total	LEF	649	0.97	39	1.82	9	1.66	54	1.21	28	0.81	779	1.00
L		TICKET VOTES		104	0.16	1	0.05	0	0.00	6	0.13	2	0.06	113	0.15
		"STEWART, Lex"		3	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00
		"STEWART, Joe"		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total		107	0.16	1	0.05	0	0.00	6	0.13	2	0.06	116	0.15
M		TICKET VOTES	FPY	737	1.10	33	1.54	18	3.31	53	1.19	21	0.61	862	1.11
		"SMITH, Robert"	FPY	11	0.02	2	0.09	0	0.00	3	0.07	0	0.00	16	0.02
		"WISEMAN, David"	FPY	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	FPY	748	1.12	35	1.63	18	3.31	56	1.26	21	0.61	878	1.13
N		TICKET VOTES		22	0.03	0	0.00	0	0.00	0	0.00	0	0.00	22	0.03
		"SMITH, Warren"		0	0.00	0	0.00	0	0.00	1	0.02	0	0.00	1	0.00
		"LAWLER, Geoff"		1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		"ANTHONY, Dora"		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total		23	0.03	0	0.00	0	0.00	1	0.02	0	0.00	24	0.03
O		TICKET VOTES	NCP	74	0.11	2	0.09	0	0.00	5	0.11	2	0.06	83	0.11
		"THOMPSON, Andy"	NCP	2	0.00	0	0.00	0	0.00	1	0.02	1	0.03	4	0.01
		"McKEEGAN, Annette"	NCP	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	NCP	76	0.11	2	0.09	0	0.00	6	0.13	3	0.09	87	0.11
P		TICKET VOTES	NDP	85	0.13	6	0.28	0	0.00	5	0.11	4	0.12	100	0.13
		"DENBOROUGH, Michael"	NDP	2	0.00	2	0.09	0	0.00	0	0.00	0	0.00	4	0.01
		"FRANCIS, Yvonne"	NDP	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	NDP	87	0.13	8	0.37	0	0.00	5	0.11	4	0.12	104	0.13
Q		TICKET VOTES	LNP	35421	52.83	1044	48.65	185	34.07	2363	53.05	1993	57.67	41006	52.81
	#	"COONAN, Helen"	LP	155	0.23	7	0.33	2	0.37	13	0.29	27	0.78	204	0.26
	#	"MACDONALD, Sandy"	NP	27	0.04	5	0.23	0	0.00	2	0.04	14	0.41	48	0.06
	#	"PAYNE, Marise"	LP	9	0.01	0	0.00	0	0.00	2	0.04	2	0.06	13	0.02
		"NASH, Fiona"	NP	7	0.01	4	0.19	0	0.00	2	0.04	3	0.09	16	0.02
		"MacDONALD, Scot"	LP	7	0.01	2	0.09	1	0.18	2	0.04	3	0.09	15	0.02
		"TANG, Terence"	LP	10	0.01	0	0.00	0	0.00	0	0.00	0	0.00	10	0.01
		Group Total	LNP	35636	53.15	1062	49.49	188	34.62	2384	53.52	2042	59.09	41312	53.21
R		TICKET VOTES	NGST	520	0.78	18	0.84	11	2.03	41	0.92	22	0.64	612	0.79
		"GALLAGHER, Mick"	NGST	8	0.01	2	0.09	0	0.00	2	0.04	0	0.00	12	0.02
		"MARTIN, Charles H"	NGST	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	NGST	528	0.79	20	0.93	11	2.03	43	0.97	22	0.64	624	0.80
S		TICKET VOTES	RPA	52	0.08	1	0.05	0	0.00	3	0.07	3	0.09	59	0.08
		"McNALLY, Kerry"	RPA	9	0.01	0	0.00	0	0.00	1	0.02	1	0.03	11	0.01
		"JORDAN, Tom"	RPA	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	RPA	61	0.09	1	0.05	0	0.00	4	0.09	4	0.12	70	0.09
T		TICKET VOTES	GRN	1419	2.12	76	3.54	18	3.31	137	3.08	49	1.42	1699	2.19
	#	"NETTLE, Kerry"	GRN	162	0.24	3	0.14	0	0.00	8	0.18	9	0.26	182	0.23
		"KAYE, John"	GRN	5	0.01	0	0.00	0	0.00	0	0.00	0	0.00	5	0.01
		"DAVIS, Jan"	GRN	4	0.01	0	0.00	0	0.00	3	0.07	0	0.00	7	0.01
		"RYAN, James"	GRN	0	0.00	1	0.05	0	0.00	1	0.02	1	0.03	3	0.00
		Group Total	GRN	1590	2.37	80	3.73	18	3.31	149	3.35	59	1.71	1896	2.44
U		TICKET VOTES		12	0.02	0	0.00	0	0.00	1	0.02	0	0.00	13	0.02
		"HINMAN, Pip"		1	0.00	0	0.00	0	0.00	0	0.00	1	0.03	2	0.00
		"RINTOUL, Ian"		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total		13	0.02	0	0.00	0	0.00	1	0.02	1	0.03	15	0.02
V		TICKET VOTES	AAP	40	0.06	2	0.09	1	0.18	1	0.02	1	0.03	45	0.06
		"CONNOR, Rex"	AAP	2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		"ASTRIDGE, Robert"	AAP	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		"GUY, Shirley"	AAP	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	AAP	42	0.06	2	0.09	1	0.18	1	0.02	1	0.03	47	0.06
W		TICKET VOTES	AFI	302	0.45	13	0.61	2	0.37	21	0.47	21	0.61	359	0.46
		"KITSON, David"	AFI	9	0.01	0	0.00	0	0.00	1	0.02	4	0.12	14	0.02
		"WOODGER, Edwin"	AFI	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total	AFI	312	0.47	13	0.61	2	0.37	22	0.49	25	0.72	374	0.48
UNGROUPED															
		"IVOR, F"	IND	12	0.02	1	0.05	0	0.00	1	0.02	0	0.00	14	0.02
		"TINYOW, Walter"	IND	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		"BAKER, Beverly"	IND	49	0.07	3	0.14	0	0.00	5	0.11	2	0.06	59	0.08
		"LORD, Jack"	IND	4	0.01	0	0.00	0	0.00	1	0.02	1	0.03	6	0.01
		Ungrouped Total		65	0.10	4	0.19	0	0.00	7	0.16	3	0.09	79	0.10
			FORMAL	67043	96.08	2146	98.35	543	97.31	4454	98.28	3456	98.83	77642	96.39
			INFORMAL	2737	3.92	36	1.65	15	2.69	78	1.72	41	1.17	2907	3.61
			TOTAL	69780	86.63	2182	2.71	558	0.69	4532	5.63	3497	4.34	80549	95.41



Fowler (82745)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
A		TICKET VOTES	HAN	2576	4.05	180	3.82	17	2.05	108	5.63	96	6.40	2977	4.10
		"McKINNON, Don"	HAN	134	0.21	7	0.15	1	0.12	8	0.42	5	0.33	155	0.21
		"PUTRA, Rick"	HAN	3	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00
		"DEENEY, Carol"	HAN	6	0.01	0	0.00	0	0.00	0	0.00	0	0.00	6	0.01
		Group Total	HAN	2719	4.27	187	3.97	18	2.17	116	6.05	101	6.73	3141	4.33
B		TICKET VOTES	CTA	676	1.06	79	1.68	7	0.84	25	1.30	37	2.47	824	1.13
		"CAPSIS, George"	CTA	35	0.05	1	0.02	0	0.00	1	0.05	1	0.07	38	0.05
		"HUME, Kevin"	CTA	3	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00
		Group Total	CTA	714	1.12	80	1.70	7	0.84	26	1.36	38	2.53	865	1.19
C		TICKET VOTES	UNI	1991	3.13	57	1.21	18	2.17	49	2.55	14	0.93	2129	2.93
		"NGO, Thang"	UNI	45	0.07	2	0.04	1	0.12	2	0.10	5	0.33	55	0.08
		"McLEOD, Robert"	UNI	1	0.00	0	0.00	0	0.00	0	0.00	1	0.07	2	0.00
		Group Total	UNI	2037	3.20	59	1.25	19	2.29	51	2.66	20	1.33	2186	3.01
D		TICKET VOTES	CEC	62	0.10	4	0.08	0	0.00	6	0.31	1	0.07	73	0.10
		"BUTLER, Robert"	CEC	2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		"COLLINS, Glenys"	CEC	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	CEC	64	0.10	4	0.08	0	0.00	6	0.31	1	0.07	75	0.10
E		TICKET VOTES	PLP	2391	3.76	247	5.24	62	7.48	131	6.83	46	3.07	2877	3.96
		"WOLDRING, Klaas"	PLP	26	0.04	2	0.04	0	0.00	0	0.00	1	0.07	29	0.04
		"LEE, Shona"	PLP	7	0.01	1	0.02	0	0.00	0	0.00	0	0.00	8	0.01
		Group Total	PLP	2424	3.81	250	5.30	62	7.48	131	6.83	47	3.13	2914	4.01
F		TICKET VOTES	OCF	50	0.08	5	0.11	1	0.12	4	0.21	1	0.07	61	0.08
		"CALDICOTT, Helen"	OCF	3	0.00	1	0.02	0	0.00	0	0.00	1	0.07	5	0.01
		"POTTS, Ted"	OCF	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	OCF	53	0.08	6	0.13	1	0.12	4	0.21	2	0.13	66	0.09
G		TICKET VOTES	DEM	1536	2.41	153	3.25	13	1.57	66	3.44	34	2.27	1802	2.48
		"BOURNE, Vicki"	DEM	42	0.07	5	0.11	0	0.00	1	0.05	0	0.00	48	0.07
		"YATES, Joanne"	DEM	2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		"CHUNG, Craig"	DEM	5	0.01	1	0.02	0	0.00	1	0.05	0	0.00	7	0.01
		"MAYFIELD, E Caroline"	DEM	2	0.00	1	0.02	0	0.00	0	0.00	0	0.00	3	0.00
		"PRINCE, Janine"	DEM	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		"EVANS, Julian"	DEM	5	0.01	0	0.00	0	0.00	0	0.00	0	0.00	5	0.01
		Group Total	DEM	1593	2.50	160	3.39	13	1.57	68	3.55	34	2.27	1868	2.57
H		TICKET VOTES	HMP	323	0.51	45	0.95	4	0.48	10	0.52	2	0.13	384	0.53
		"BALDERSTONE, Michael"	HMP	13	0.02	0	0.00	0	0.00	0	0.00	0	0.00	13	0.02
		"FUGGLE, Don"	HMP	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	HMP	336	0.53	45	0.95	4	0.48	10	0.52	2	0.13	397	0.55
I		TICKET VOTES	RLS	229	0.36	7	0.15	2	0.24	3	0.16	2	0.13	243	0.33
		"GREENAWAY, Denise"	RLS	0	0.00	0	0.00	0	0.00	1	0.05	0	0.00	1	0.00
		"ARMSTRONG, Valerie"	RLS	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total	RLS	230	0.36	7	0.15	2	0.24	4	0.21	2	0.13	245	0.34
J		TICKET VOTES	ACL	38149	59.94	2096	44.47	535	64.54	940	49.01	731	48.73	42451	58.47
	#	"STEPHENS, Ursula"	CLR	109	0.17	7	0.15	2	0.24	2	0.10	3	0.20	123	0.17
	#	"CAMPBELL, George"	ALP	26	0.04	6	0.13	2	0.24	0	0.00	3	0.20	37	0.05
		"MUNDINE, Warren"	CLR	4	0.01	0	0.00	0	0.00	0	0.00	0	0.00	4	0.01
		"WOODS, Joanna"	ALP	28	0.04	5	0.11	1	0.12	1	0.05	2	0.13	37	0.05
		Group Total	ACL	38316	60.20	2114	44.85	540	65.14	943	49.17	739	49.27	42652	58.75
K		TICKET VOTES	LEF	178	0.28	43	0.91	2	0.24	15	0.78	3	0.20	241	0.33
		"O'LOUGHLIN, David"	LEF	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		"FREEMAN, Paul"	LEF	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total	LEF	180	0.28	43	0.91	2	0.24	15	0.78	3	0.20	243	0.33
L		TICKET VOTES		71	0.11	5	0.11	2	0.24	3	0.16	0	0.00	81	0.11
		"STEWART, Lex"		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		"STEWART, Joe"		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total		71	0.11	5	0.11	2	0.24	3	0.16	0	0.00	81	0.11
M		TICKET VOTES	FPY	269	0.42	52	1.10	7	0.84	7	0.36	1	0.07	336	0.46
		"SMITH, Robert"	FPY	3	0.00	0	0.00	0	0.00	0	0.00	1	0.07	4	0.01
		"WISEMAN, David"	FPY	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	FPY	272	0.43	52	1.10	7	0.84	7	0.36	2	0.13	340	0.47
N		TICKET VOTES		21	0.03	1	0.02	0	0.00	3	0.16	0	0.00	25	0.03
		"SMITH, Warren"		1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		"LAWLER, Geoff"		1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		"ANTHONY, Dora"		1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total		24	0.04	1	0.02	0	0.00	3	0.16	0	0.00	28	0.04
O		TICKET VOTES	NCP	47	0.07	5	0.11	0	0.00	2	0.10	0	0.00	54	0.07
		"THOMPSON, Andy"	NCP	1	0.00	1	0.02	0	0.00	0	0.00	1	0.07	3	0.00
		"McKEEGAN, Annette"	NCP	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	NCP	48	0.08	6	0.13	0	0.00	2	0.10	1	0.07	57	0.08
P		TICKET VOTES	NDP	61	0.10	4	0.08	0	0.00	3	0.16	2	0.13	70	0.10
		"DENBOROUGH, Michael"	NDP	3	0.00	0	0.00	0	0.00	1	0.05	0	0.00	4	0.01
		"FRANCIS, Yvonne"	NDP	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	NDP	64	0.10	4	0.08	0	0.00	4	0.21	2	0.13	74	0.10
Q		TICKET VOTES	LNP	12390	19.47	1404	29.79	119	14.35	423	22.05	446	29.73	14782	20.36
	#	"COONAN, Helen"	LP	89	0.14	9	0.19	0	0.00	2	0.10	5	0.33	105	0.14
	#	"MACDONALD, Sandy"	NP	2	0.00	2	0.04	0	0.00	0	0.00	0	0.00	4	0.01
	#	"PAYNE, Marise"	LP	6	0.01	0	0.00	0	0.00	0	0.00	0	0.00	6	0.01
		"NASH, Fiona"	NP	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		"MacDONALD, Scot"	LP	10	0.02	2	0.04	0	0.00	0	0.00	0	0.00	12	0.02
		"TANG, Terence"	LP	3	0.00	0	0.00	0	0.00	0	0.00	1	0.07	4	0.01
		Group Total	LNP	12500	19.64	1417	30.07	119	14.35	425	22.16	452	30.13	14913	20.54
R		TICKET VOTES	NGST	665	1.04	93	1.97	18	2.17	48	2.50	21	1.40	845	1.16
		"GALLAGHER, Mick"	NGST	14	0.02	1	0.02	0	0.00	0	0.00	1	0.07	16	0.02
		"MARTIN, Charles H"	NGST	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	NGST	679	1.07	94	1.99	18	2.17	48	2.50	22	1.47	861	1.19
S		TICKET VOTES	RPA	85	0.13	5	0.11	4	0.48	5	0.26	0	0.00	99	0.14
		"McNALLY, Kerry"	RPA	1	0.00	0	0.00	0	0.00	1	0.05	0	0.00	2	0.00
		"JORDAN, Tom"	RPA	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total	RPA	87	0.14	5	0.11	4	0.48	6	0.31	0	0.00	102	0.14
T		TICKET VOTES	GRN	788	1.24	128	2.72	8	0.97	34	1.77	11	0.73	969	1.33
	#	"NETTLE, Kerry"	GRN	38	0.06	4	0.08	0	0.00	0	0.00	0	0.00	42	0.06
		"KAYE, John"	GRN	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		"DAVIS, Jan"	GRN	3	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00
		"RYAN, James"	GRN	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total	GRN	831	1.31	132	2.80	8	0.97	34	1.77	11	0.73	1016	1.40
U		TICKET VOTES		20	0.03	2	0.04	0	0.00	0	0.00	0	0.00	22	0.03
		"HINMAN, Pip"		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		"RINTOUL, Ian"		2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		Group Total		22	0.03	2	0.04	0	0.00	0	0.00	0	0.00	24	0.03
V		TICKET VOTES	AAP	35	0.05	4	0.08	0	0.00	0	0.00	1	0.07	40	0.06
		"CONNOR, Rex"	AAP	2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		"ASTRIDGE, Robert"	AAP	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		"GUY, Shirley"	AAP	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	AAP	37	0.06	4	0.08	0	0.00	0	0.00	1	0.07	42	0.06
W		TICKET VOTES	AFI	328	0.52	34	0.72	3	0.36	12	0.63	20	1.33	397	0.55
		"KITSON, David"	AFI	11	0.02	1	0.02	0	0.00	0	0.00	0	0.00	12	0.02
		"WOODGER, Edwin"	AFI	0	0.00	1	0.02	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total	AFI	339	0.53	36	0.76	3	0.36	12	0.63	20	1.33	410	0.56
UNGROUPED															
		"IVOR, F"	IND	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		"TINYOW, Walter"	IND	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		"BAKER, Beverly"	IND	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		"LORD, Jack"	IND	3	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00
		Ungrouped Total		3	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00
			FORMAL	63643	93.20	4713	95.10	829	92.63	1918	95.85	1500	97.91	72603	93.47
			INFORMAL	4647	6.80	243	4.90	66	7.37	83	4.15	32	2.09	5071	6.53
			TOTAL	68290	87.92	4956	6.38	895	1.15	2001	2.58	1532	1.97	77674	93.87



Gilmore (83909)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
A		TICKET VOTES	HAN	3951	6.31	256	5.57	46	6.16	458	6.33	201	6.96	4912	6.30
		"McKINNON, Don"	HAN	193	0.31	16	0.35	1	0.13	29	0.40	24	0.83	263	0.34
		"PUTRA, Rick"	HAN	2	0.00	1	0.02	0	0.00	0	0.00	1	0.03	4	0.01
		"DEENEY, Carol"	HAN	12	0.02	0	0.00	0	0.00	2	0.03	0	0.00	14	0.02
		Group Total	HAN	4158	6.65	273	5.95	47	6.29	489	6.76	226	7.83	5193	6.66
B		TICKET VOTES	CTA	1124	1.80	70	1.52	22	2.95	102	1.41	48	1.66	1366	1.75
		"CAPSIS, George"	CTA	165	0.26	7	0.15	0	0.00	15	0.21	3	0.10	190	0.24
		"HUME, Kevin"	CTA	8	0.01	2	0.04	0	0.00	0	0.00	0	0.00	10	0.01
		Group Total	CTA	1297	2.07	79	1.72	22	2.95	117	1.62	51	1.77	1566	2.01
C		TICKET VOTES	UNI	114	0.18	10	0.22	3	0.40	5	0.07	2	0.07	134	0.17
		"NGO, Thang"	UNI	11	0.02	0	0.00	0	0.00	1	0.01	2	0.07	14	0.02
		"McLEOD, Robert"	UNI	5	0.01	0	0.00	1	0.13	1	0.01	0	0.00	7	0.01
		Group Total	UNI	130	0.21	10	0.22	4	0.54	7	0.10	4	0.14	155	0.20
D		TICKET VOTES	CEC	25	0.04	0	0.00	1	0.13	2	0.03	1	0.03	29	0.04
		"BUTLER, Robert"	CEC	4	0.01	0	0.00	0	0.00	2	0.03	0	0.00	6	0.01
		"COLLINS, Glenys"	CEC	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	CEC	29	0.05	0	0.00	1	0.13	4	0.06	1	0.03	35	0.04
